Position_z,Position_y,Position_x,Velocity_z,Velocity_y,Velocity_x,Velocity_length,skip
22,16,24,0.020035,-0.525615,0.746375,0.913098116,3
24,16,24,0.02631,-0.568572,0.644971,0.860205746,0
26,16,24,0.018655,-0.610087,0.523746,0.804278577,1
28,16,24,-0.00035,-0.647032,0.39344,0.757261887,2
0,18,24,0.038743,-0.586908,0.274867,0.649241009,3
2,18,24,0.027562,-0.559664,0.363983,0.668181922,0
4,18,24,0.012987,-0.530605,0.450387,0.696102563,1
6,18,24,0.007692,-0.502544,0.526455,0.727849233,2
8,18,24,0.010285,-0.480756,0.586608,0.758512398,3
10,18,24,0.015832,-0.470138,0.628104,0.784726083,0
12,18,24,0.017288,-0.469633,0.651567,0.803363918,1
14,18,24,0.011049,-0.472268,0.659933,0.811585306,2
16,18,24,0.000681,-0.472328,0.655403,0.80786589,3
18,18,24,-0.006548,-0.472023,0.63741,0.79318352,0
20,18,24,-0.007133,-0.478559,0.60334,0.770122556,1
22,18,24,-0.004444,-0.495862,0.55129,0.74149817,2
24,18,24,-0.004958,-0.521386,0.482489,0.710396775,3
26,18,24,-0.01297,-0.549839,0.401292,0.680827743,0
28,18,24,-0.029468,-0.577606,0.313831,0.65801744,1
0,20,24,0.056143,-0.534497,0.223844,0.582190017,2
2,20,24,0.046621,-0.519231,0.284433,0.593865709,3
4,20,24,0.032936,-0.502896,0.343074,0.60966297,0
6,20,24,0.025345,-0.487745,0.395106,0.628208807,1
8,20,24,0.022151,-0.476749,0.437267,0.647288734,2
10,20,24,0.020235,-0.471729,0.467836,0.664686563,3
12,20,24,0.016269,-0.471546,0.486532,0.677741616,0
14,20,24,0.00882,-0.472985,0.494079,0.684037032,1
16,20,24,-0.000538,-0.473585,0.491036,0.682201873,2
18,20,24,-0.008709,-0.474142,0.477165,0.672735401,3
20,20,24,-0.014047,-0.477657,0.45174,0.657588439,0
22,20,24,-0.017781,-0.486265,0.414531,0.639222781,1
24,20,24,-0.022939,-0.499582,0.366707,0.620147076,2
26,20,24,-0.032279,-0.51529,0.31094,0.602701752,3
28,20,24,-0.047242,-0.530815,0.250933,0.589036282,0
0,22,24,0.062243,-0.496351,0.180879,0.531935822,1
2,22,24,0.054465,-0.491206,0.222407,0.541954467,2
4,22,24,0.041963,-0.485018,0.262494,0.553088107,3
6,22,24,0.033267,-0.479104,0.298297,0.565356911,0
8,22,24,0.027139,-0.475148,0.327807,0.577892357,1
10,22,24,0.021737,-0.473967,0.349864,0.589509994,2
12,22,24,0.015369,-0.474873,0.363982,0.598517726,3
14,22,24,0.007359,-0.476329,0.370155,0.603289479,0
16,22,24,-0.001591,-0.477111,0.368344,0.602755954,1
18,22,24,-0.010079,-0.477416,0.358353,0.597029728,2
20,22,24,-0.017333,-0.478513,0.340036,0.587281538,3
22,22,24,-0.023879,-0.481498,0.313677,0.575155449,0
24,22,24,-0.031237,-0.486457,0.28029,0.56229765,1
26,22,24,-0.041044,-0.492327,0.241633,0.5499609,2
28,22,24,-0.054389,-0.497491,0.200034,0.538951816,3
0,24,24,0.060019,-0.46784,0.1441,0.493195049,0
2,24,24,0.053812,-0.470089,0.172278,0.503546531,1
4,24,24,0.042862,-0.471132,0.19931,0.513348798,2
6,24,24,0.034246,-0.471565,0.223516,0.522977762,3
8,24,24,0.027216,-0.472361,0.243667,0.532202247,0
10,24,24,0.020712,-0.473965,0.258993,0.540508263,1
12,24,24,0.013799,-0.476038,0.269082,0.546998823,2
14,24,24,0.00608,-0.477829,0.273741,0.550719216,3
16,24,24,-0.002125,-0.478629,0.272757,0.550896194,0
18,24,24,-0.01014,-0.478348,0.265936,0.547395273,1
20,24,24,-0.017602,-0.477479,0.253276,0.540781618,2
22,24,24,-0.024807,-0.4766,0.235152,0.532033279,3
24,24,24,-0.032597,-0.475876,0.212341,0.52211994,0
26,24,24,-0.041911,-0.474817,0.185986,0.511662494,1
28,24,24,-0.053408,-0.472456,0.157522,0.500879493,2
0,26,24,0.052248,-0.446076,0.111785,0.462827762,3
2,26,24,0.047338,-0.453348,0.12998,0.473983223,0
4,26,24,0.038144,-0.459241,0.147196,0.483760192,1
6,26,24,0.030386,-0.463905,0.162551,0.492497701,2
8,26,24,0.023694,-0.467902,0.175354,0.500242654,3
10,26,24,0.017498,-0.471485,0.185151,0.506838414,0
12,26,24,0.011255,-0.4745,0.191674,0.511874836,1
14,26,24,0.00469,-0.476556,0.194748,0.514834343,2
16,26,24,-0.002106,-0.477183,0.19419,0.515187157,3
18,26,24,-0.008841,-0.47619,0.189858,0.512719357,0
20,26,24,-0.015393,-0.473759,0.181784,0.507671111,1
22,26,24,-0.021989,-0.470238,0.170257,0.500594386,2
24,26,24,-0.029121,-0.465799,0.15577,0.492017311,3
26,26,24,-0.037293,-0.460214,0.138971,0.482183194,0
28,26,24,-0.046822,-0.452912,0.120649,0.471039022,1
0,28,24,0.041363,-0.429221,0.082823,0.43909135,2
2,28,24,0.037495,-0.439676,0.093164,0.450999325,3
4,28,24,0.03013,-0.448612,0.102649,0.461191241,0
6,28,24,0.023652,-0.455962,0.11096,0.469864751,1
8,28,24,0.017951,-0.462046,0.11782,0.477169044,2
10,28,24,0.012801,-0.466974,0.123026,0.483077612,3
12,28,24,0.007933,-0.470627,0.126428,0.487377415,0
14,28,24,0.003135,-0.47274,0.127925,0.489752735,1
16,28,24,-0.001689,-0.473002,0.127459,0.489877068,2
18,28,24,-0.00656,-0.471274,0.125017,0.487618157,3
20,28,24,-0.011562,-0.467671,0.12066,0.483123876,0
22,28,24,-0.016884,-0.462447,0.114532,0.476717816,1
24,28,24,-0.02278,-0.455755,0.106839,0.468664187,2
26,28,24,-0.029449,-0.447481,0.097831,0.458996071,3
28,28,24,-0.036977,-0.437279,0.087797,0.447536072,0
0,0,26,4.454449,-1.58048,-0.391516,4.742712062,1
2,0,26,4.533777,-2.04451,-0.759285,5.031070337,2
4,0,26,4.568725,-2.686007,-2.304161,5.779017187,3
6,0,26,3.520561,-2.98178,-5.733024,7.358867162,0
8,0,26,1.581815,-3.046759,-8.68084,9.334980568,1
10,0,26,-0.826095,-1.527276,-10.20126,10.34798099,2
12,0,26,-0.893841,1.661866,-6.147355,6.430452848,3
14,0,26,0.466121,-0.167444,-4.719315,4.745233435,0
16,0,26,-0.822511,1.477961,-5.360028,5.620568763,1
18,0,26,0.801798,0.932921,-8.813054,8.89849102,2
20,0,26,0.89237,-2.632927,-9.630544,10.02377207,3
22,0,26,-1.541913,-3.028568,-7.354773,8.102000106,0
24,0,26,-3.484752,-2.8597,-3.880799,5.948275504,1
26,0,26,-4.528104,-2.384775,-1.222233,5.261628184,2
28,0,26,-4.500772,-1.715065,-0.521731,4.844646508,3
0,2,26,3.412032,-1.614597,-0.062546,3.775287783,0
2,2,26,3.492108,-2.166782,-0.214378,4.115303202,1
4,2,26,3.66198,-2.95238,-0.810631,4.773234522,2
6,2,26,3.257999,-3.280719,-2.445337,5.230425192,3
8,2,26,2.001293,-3.159782,-4.459774,5.820565272,0
10,2,26,-0.117019,-1.780958,-6.030337,6.288916375,1
12,2,26,-1.49298,1.542014,-4.784406,5.243790349,2
14,2,26,-0.213875,0.427369,-0.674742,0.826839491,3
16,2,26,0.051125,1.593783,-3.417491,3.771207068,0
18,2,26,1.353168,0.462292,-5.800741,5.974393164,1
20,2,26,0.11379,-2.696571,-5.430827,6.064513602,2
22,2,26,-1.997293,-3.248855,-3.347143,5.074209732,3
24,2,26,-3.217692,-3.176869,-1.464356,4.752933509,0
26,2,26,-3.611546,-2.57513,-0.375402,4.451458827,1
28,2,26,-3.451874,-1.780361,-0.137515,3.886390327,2
0,4,26,2.309347,-1.580826,0.195203,2.805387428,3
2,4,26,2.387377,-2.268324,0.330361,3.30968293,0
4,4,26,2.525068,-3.25734,0.321341,4.133943918,1
6,4,26,2.244845,-3.937629,-0.134013,4.534557387,2
8,4,26,1.295272,-3.96458,-0.95827,4.279474912,3
10,4,26,-0.377594,-2.721344,-1.326221,3.050762615,0
12,4,26,-1.919906,-1.141934,0.998495,2.446843798,1
14,4,26,-1.221983,-1.258122,3.054626,3.522336358,2
16,4,26,1.080412,-0.977053,2.376315,2.787255933,3
18,4,26,1.833874,-1.376077,-0.400434,2.327451212,0
20,4,26,0.359357,-3.499908,-1.260789,3.73738978,1
22,4,26,-1.270949,-4.031283,-0.398583,4.245635688,2
24,4,26,-2.190898,-3.651382,0.192757,4.26260247,3
26,4,26,-2.472717,-2.74235,0.37463,3.711490337,0
28,4,26,-2.351463,-1.810787,0.230463,2.976817259,1
0,6,26,1.423159,-1.449214,0.348252,2.0607965,2
2,6,26,1.47957,-2.106565,0.683861,2.663533246,3
4,6,26,1.538552,-2.988737,1.001433,3.507500416,0
6,6,26,1.329718,-3.787289,1.182733,4.184562734,1
8,6,26,0.650973,-4.198936,1.262537,4.432699974,2
10,6,26,-0.499906,-3.697346,1.71749,4.107316077,3
12,6,26,-1.09639,-2.904925,2.757135,4.152403364,0
14,6,26,-0.504166,-2.525206,3.046146,3.988715852,1
16,6,26,0.378316,-2.636838,3.049503,4.049136474,2
18,6,26,1.030002,-3.079987,2.387498,4.030802741,3
20,6,26,0.521594,-4.046661,1.518549,4.353563668,0
22,6,26,-0.597163,-4.026292,1.278639,4.266444493,1
24,6,26,-1.272594,-3.380015,1.113929,3.779528371,2
26,6,26,-1.495667,-2.506536,0.835372,3.036048233,3
28,6,26,-1.455408,-1.695492,0.475686,2.284553072,0
0,8,26,0.818977,-1.275412,0.411321,1.570536234,1
2,8,26,0.844168,-1.763859,0.79965,2.112642494,2
4,8,26,0.832472,-2.367975,1.207194,2.785252697,3
6,8,26,0.666088,-2.95796,1.601857,3.429161185,0
8,8,26,0.291345,-3.314483,1.996848,3.880474378,1
10,8,26,-0.183403,-3.143611,2.366686,3.939178773,2
12,8,26,-0.336332,-2.621424,2.540719,3.666092748,3
14,8,26,-0.155293,-2.261946,2.546787,3.409785865,0
16,8,26,0.094376,-2.339907,2.559212,3.468953395,1
18,8,26,0.304037,-2.806859,2.502213,3.772527779,2
20,8,26,0.198834,-3.216691,2.194005,3.898755428,3
22,8,26,-0.250955,-3.116932,1.779163,3.597730463,0
24,8,26,-0.627917,-2.625815,1.373568,3.029170385,1
26,8,26,-0.808099,-2.030231,0.974908,2.392761483,2
28,8,26,-0.833274,-1.47348,0.56934,1.78595546,3
0,10,26,0.466906,-1.099821,0.414743,1.264760531,0
2,10,26,0.469501,-1.389354,0.75418,1.649097692,1
4,10,26,0.432541,-1.716521,1.110092,2.089459334,2
6,10,26,0.322359,-2.005105,1.452415,2.49677206,3
8,10,26,0.153254,-2.149523,1.754652,2.778981748,0
10,10,26,0.0036,-2.063228,1.958184,2.844539913,1
12,10,26,-0.042039,-1.852523,2.023202,2.743529675,2
14,10,26,-0.022531,-1.72181,2.018134,2.652923324,3
16,10,26,0.007531,-1.739425,2.016039,2.662718403,0
18,10,26,0.03976,-1.899735,1.987419,2.749619648,1
20,10,26,0.011184,-2.071299,1.84287,2.772467216,2
22,10,26,-0.13134,-2.053472,1.574658,2.591050997,3
24,10,26,-0.304108,-1.839514,1.248449,2.24386237,0
26,10,26,-0.422657,-1.534608,0.903939,1.830509866,1
28,10,26,-0.467546,-1.223542,0.55623,1.423041145,2
0,12,26,0.289036,-0.943719,0.38499,1.059417132,3
2,12,26,0.280976,-1.087392,0.643957,1.294623301,0
4,12,26,0.245615,-1.236616,0.90995,1.554848823,1
6,12,26,0.184298,-1.351665,1.156257,1.788265717,2
8,12,26,0.114296,-1.395766,1.357864,1.950646289,3
10,12,26,0.063963,-1.365193,1.486236,2.019094015,0
12,12,26,0.039234,-1.308629,1.536694,2.01878122,1
14,12,26,0.016355,-1.273862,1.542919,2.000897529,2
16,12,26,-0.011013,-1.274112,1.534558,1.994580389,3
18,12,26,-0.029875,-1.311448,1.50081,1.993293513,0
20,12,26,-0.050674,-1.360643,1.405293,1.95672319,1
22,12,26,-0.101364,-1.362456,1.234053,1.841045306,2
24,12,26,-0.175556,-1.286723,1.008348,1.644153788,3
26,12,26,-0.242409,-1.155629,0.755247,1.401655642,0
28,12,26,-0.282599,-1.007474,0.493791,1.157020141,1
0,14,26,0.208042,-0.81526,0.340757,0.907769615,2
2,14,26,0.196272,-0.879281,0.526466,1.043467404,3
4,14,26,0.167741,-0.941483,0.713629,1.19322824,0
6,14,26,0.132982,-0.984984,0.882568,1.329211784,1
8,14,26,0.100097,-1.001243,1.017865,1.43127779,2
10,14,26,0.075301,-0.997053,1.10723,1.491892489,3
12,14,26,0.053044,-0.988451,1.151015,1.518118762,0
14,14,26,0.023176,-0.983232,1.162737,1.522904995,1
16,14,26,-0.012014,-0.980672,1.153618,1.514165248,2
18,14,26,-0.041301,-0.983446,1.120159,1.49118342,3
20,14,26,-0.063898,-0.990879,1.049097,1.444482143,0
22,14,26,-0.091059,-0.988549,0.933499,1.362696316,1
24,14,26,-0.127737,-0.961097,0.780502,1.244671666,2
26,14,26,-0.166485,-0.908867,0.604338,1.104074679,3
28,14,26,-0.198273,-0.84476,0.418842,0.963514536,0
0,16,26,0.171133,-0.714703,0.293016,0.791167023,1
2,16,26,0.158731,-0.744115,0.423259,0.870661154,2
4,16,26,0.135086,-0.771622,0.552867,0.958806893,3
6,16,26,0.111607,-0.790789,0.668694,1.041611747,0
8,16,26,0.090382,-0.800771,0.761828,1.108956718,1
10,16,26,0.071079,-0.805678,0.826443,1.156363825,2
12,16,26,0.049309,-0.809394,0.862398,1.183756873,3
14,16,26,0.021277,-0.811268,0.874456,1.193013736,0
16,16,26,-0.010314,-0.808948,0.866658,1.185579746,1
18,16,26,-0.038789,-0.804133,0.838112,1.162138629,2
20,16,26,-0.061867,-0.799686,0.784494,1.121942984,3
22,16,26,-0.08351,-0.793544,0.703485,1.063756149,0
24,16,26,-0.107699,-0.780263,0.598407,0.989191772,1
26,16,26,-0.13407,-0.757614,0.476822,0.905159079,2
28,16,26,-0.160015,-0.72904,0.347738,0.823423244,3
0,18,26,0.150304,-0.638057,0.247007,0.700514444,0
2,18,26,0.138536,-0.655833,0.338087,0.750740945,1
4,18,26,0.118002,-0.672215,0.427958,0.805571554,2
6,18,26,0.098949,-0.68475,0.508225,0.858467307,3
8,18,26,0.081173,-0.694018,0.573548,0.903995215,0
10,18,26,0.063164,-0.701579,0.620635,0.938824045,1
12,18,26,0.042454,-0.707656,0.648688,0.960924283,2
14,18,26,0.017814,-0.710601,0.659038,0.969330803,3
16,18,26,-0.0089,-0.70878,0.653054,0.963809019,0
18,18,26,-0.034129,-0.703172,0.630684,0.945186732,1
20,18,26,-0.05608,-0.696051,0.590796,0.914697696,2
22,18,26,-0.07591,-0.688035,0.53309,0.873692988,3
24,18,26,-0.095818,-0.677804,0.459747,0.824600907,0
26,18,26,-0.116904,-0.664105,0.375257,0.771699302,1
28,18,26,-0.139049,-0.647441,0.285406,0.721090187,2
0,20,26,0.133285,-0.580397,0.204953,0.629786711,3
2,20,26,0.122926,-0.595794,0.268691,0.665038454,0
4,20,26,0.104873,-0.609961,0.331196,0.701955524,1
6,20,26,0.08808,-0.621703,0.387177,0.737684713,2
8,20,26,0.071835,-0.631583,0.433294,0.769286061,3
10,20,26,0.054857,-0.640041,0.467436,0.794454647,0
12,20,26,0.035891,-0.646416,0.488622,0.8111062,1
14,20,26,0.014614,-0.649384,0.496943,0.817841974,2
16,20,26,-0.007848,-0.647994,0.492751,0.814101568,3
18,20,26,-0.029621,-0.64282,0.47614,0.800502502,0
20,20,26,-0.049541,-0.635272,0.447021,0.778365338,1
22,20,26,-0.067812,-0.626244,0.405803,0.749303737,2
24,20,26,-0.085522,-0.61577,0.354169,0.715487516,3
26,20,26,-0.1037,-0.603421,0.29504,0.679646375,0
28,20,26,-0.122867,-0.589106,0.232183,0.645020251,1
0,22,26,0.115869,-0.536759,0.167339,0.57405417,2
2,22,26,0.107218,-0.552893,0.211741,0.601681494,3
4,22,26,0.091571,-0.567724,0.25502,0.629071529,0
6,22,26,0.076703,-0.580361,0.293885,0.655034834,1
8,22,26,0.062016,-0.591137,0.326179,0.677998287,2
10,22,26,0.046646,-0.600109,0.350523,0.696543634,3
12,22,26,0.029943,-0.606581,0.366079,0.709119826,0
14,22,26,0.011865,-0.609637,0.372571,0.714567841,1
16,22,26,-0.006905,-0.608675,0.369915,0.712299124,2
18,22,26,-0.025338,-0.603981,0.358119,0.702626701,3
20,22,26,-0.042704,-0.596374,0.337345,0.686503626,0
22,22,26,-0.058945,-0.586568,0.308182,0.665216263,1
24,22,26,-0.074609,-0.574967,0.271965,0.640404962,2
26,22,26,-0.090407,-0.56157,0.230669,0.613793514,3
28,22,26,-0.10682,-0.546289,0.186745,0.587125097,0
0,24,26,0.097057,-0.503446,0.13373,0.529869464,1
2,24,26,0.090084,-0.520972,0.164044,0.553567869,2
4,24,26,0.07686,-0.537078,0.193339,0.575968929,3
6,24,26,0.06408,-0.550905,0.219629,0.59652281,0
8,24,26,0.051391,-0.562555,0.241558,0.61437727,1
10,24,26,0.038245,-0.571962,0.258271,0.628734538,2
12,24,26,0.024248,-0.578602,0.269196,0.638619391,3
14,24,26,0.009399,-0.581864,0.274024,0.643228737,0
16,24,26,-0.005876,-0.581287,0.272519,0.642024695,1
18,24,26,-0.020957,-0.576912,0.264565,0.635028575,2
20,24,26,-0.035381,-0.569188,0.250314,0.622803254,3
22,24,26,-0.049086,-0.558668,0.230314,0.606270491,0
24,24,26,-0.062407,-0.545861,0.205572,0.586616324,1
26,24,26,-0.075798,-0.530982,0.177403,0.56494163,2
28,24,26,-0.089538,-0.514046,0.147335,0.542188109,3
0,26,26,0.076992,-0.47788,0.10332,0.494946547,0
2,26,26,0.071434,-0.496716,0.122803,0.516633504,1
4,26,26,0.060587,-0.514008,0.141334,0.536516829,2
6,26,26,0.050071,-0.528898,0.157851,0.554217591,3
8,26,26,0.039733,-0.541321,0.171599,0.569256843,0
10,26,26,0.029245,-0.55115,0.182119,0.581196114,1
12,26,26,0.018342,-0.558003,0.189078,0.589452515,2
14,26,26,0.006981,-0.561442,0.192261,0.593489803,3
16,26,26,-0.004625,-0.561059,0.191456,0.592843986,0
18,26,26,-0.016124,-0.556757,0.186528,0.587393425,1
20,26,26,-0.027278,-0.548796,0.177571,0.577453547,2
22,26,26,-0.038094,-0.537644,0.164968,0.56367248,3
24,26,26,-0.048809,-0.523828,0.149352,0.546885831,0
26,26,26,-0.059697,-0.507676,0.131497,0.527816364,1
28,26,26,-0.070866,-0.489315,0.112259,0.507004184,2
0,28,26,0.056306,-0.458299,0.075895,0.467940584,3
2,28,26,0.051932,-0.478177,0.08672,0.488743833,0
4,28,26,0.043384,-0.496429,0.096733,0.507623085,1
6,28,26,0.035199,-0.512227,0.105537,0.524169369,2
8,28,26,0.027359,-0.525384,0.112825,0.538057936,3
10,28,26,0.019724,-0.53568,0.118373,0.548957435,0
12,28,26,0.012138,-0.542753,0.122007,0.556429563,1
14,28,26,0.00451,-0.546222,0.123607,0.56005134,2
16,28,26,-0.003171,-0.54576,0.123096,0.559478917,3
18,28,26,-0.01086,-0.541274,0.120458,0.554622045,0
20,28,26,-0.018557,-0.532981,0.115764,0.545723751,1
22,28,26,-0.026339,-0.521302,0.109188,0.533264979,2
24,28,26,-0.034349,-0.506727,0.100985,0.517832093,3
26,28,26,-0.042708,-0.489634,0.091463,0.499930903,0
28,28,26,-0.051415,-0.470259,0.080951,0.479937594,1
0,0,28,4.347506,-1.328258,-0.397896,4.56326626,2
2,0,28,4.35804,-1.737005,-0.69832,4.74313713,3
4,0,28,4.294288,-2.462994,-1.530227,5.181586971,0
6,0,28,3.696724,-3.14788,-3.989629,6.284270553,1
8,0,28,2.39737,-3.786458,-6.38585,7.801520834,2
10,0,28,0.697575,-3.595857,-7.559543,8.400207665,3
12,0,28,-0.61425,-0.0411,-7.302936,7.328838004,0
14,0,28,0.733088,-0.301469,-3.895498,3.975324671,1
16,0,28,-0.947111,0.353765,-5.868093,5.954551568,2
18,0,28,0.424435,-2.161085,-7.802623,8.107487843,3
20,0,28,-0.695396,-3.831481,-7.081103,8.081203001,0
22,0,28,-2.369095,-3.459383,-5.315711,6.770282512,1
24,0,28,-3.656455,-2.772123,-2.586284,5.267180842,2
26,0,28,-4.25092,-2.079998,-0.921884,4.821471003,3
28,0,28,-4.318635,-1.440583,-0.508829,4.580916349,0
0,2,28,3.405167,-1.358369,-0.166883,3.669901712,1
2,2,28,3.413417,-1.802457,-0.331744,3.874315544,2
4,2,28,3.405568,-2.603479,-0.556803,4.322733613,3
6,2,28,3.138168,-3.314515,-1.245702,4.731372058,0
8,2,28,2.308759,-3.846047,-2.260588,5.023216475,1
10,2,28,0.820406,-3.729681,-2.985584,4.847401179,2
12,2,28,-0.762295,-1.591881,-2.216473,2.833360433,3
14,2,28,-0.490591,-0.674982,-0.463181,0.954367261,0
16,2,28,0.541029,-0.835048,-1.454616,1.76236354,1
18,2,28,0.694479,-2.814944,-2.826038,4.048790138,2
20,2,28,-0.865442,-3.878847,-2.712388,4.811599793,3
22,2,28,-2.314297,-3.581825,-1.668912,4.579378582,0
24,2,28,-3.111646,-2.952158,-0.796901,4.362640128,1
26,2,28,-3.36848,-2.178805,-0.395359,4.031148407,2
28,2,28,-3.378467,-1.483953,-0.242646,3.69797686,3
0,4,28,2.471065,-1.355259,0.030046,2.818473337,0
2,4,28,2.483681,-1.852845,0.040962,3.098932685,1
4,4,28,2.463145,-2.69486,0.090759,3.652066662,2
6,4,28,2.201545,-3.504502,0.059119,4.139061453,3
8,4,28,1.541647,-4.059149,-0.022,4.342102034,0
10,4,28,0.390684,-4.105534,0.218358,4.12985758,1
12,4,28,-0.806246,-3.306009,1.432849,3.692260064,2
14,4,28,-0.628567,-2.604445,2.228645,3.484980454,3
16,4,28,0.591406,-2.881666,2.004543,3.55976862,0
18,4,28,0.768142,-3.733958,0.793642,3.893886503,1
20,4,28,-0.427247,-4.152522,0.070726,4.17504265,2
22,4,28,-1.539285,-3.802422,0.08143,4.102979676,3
24,4,28,-2.173404,-3.100274,0.118516,3.788064132,0
26,4,28,-2.430366,-2.241355,0.086276,3.30723369,1
28,4,28,-2.455319,-1.50923,0.016464,2.882123809,2
0,6,28,1.709927,-1.286972,0.171082,2.146955129,3
2,6,28,1.721629,-1.770456,0.328911,2.491325612,0
4,6,28,1.686325,-2.476521,0.538374,3.044124641,1
6,6,28,1.461096,-3.169337,0.725314,3.564488594,2
8,6,28,0.965374,-3.694354,0.952623,3.93544013,3
10,6,28,0.204725,-3.799122,1.364875,4.04204454,0
12,6,28,-0.357536,-3.369737,1.921918,3.895732054,1
14,6,28,-0.231868,-2.991418,2.191285,3.715383476,2
16,6,28,0.179037,-3.127756,2.135209,3.79130971,3
18,6,28,0.329224,-3.609337,1.721405,4.01234809,0
20,6,28,-0.209614,-3.804534,1.186203,3.990675951,1
22,6,28,-0.947556,-3.441389,0.865964,3.672997995,2
24,6,28,-1.432595,-2.808855,0.647332,3.21885594,3
26,6,28,-1.659513,-2.097378,0.438637,2.710236206,0
28,6,28,-1.701152,-1.454429,0.220413,2.248969483,1
0,8,28,1.156602,-1.180684,0.254068,1.672212141,2
2,8,28,1.160366,-1.579315,0.483618,2.018556785,3
4,8,28,1.11276,-2.094194,0.756603,2.489243143,0
6,8,28,0.939669,-2.577826,1.02073,2.927465533,1
8,8,28,0.623539,-2.923193,1.295474,3.257623533,2
10,8,28,0.229092,-2.986245,1.585301,3.388705004,3
12,8,28,-0.035073,-2.770866,1.822079,3.316459013,0
14,8,28,-0.055281,-2.5927,1.929151,3.232146788,1
16,8,28,0.023296,-2.641367,1.904532,3.256471169,2
18,8,28,0.018037,-2.866568,1.738119,3.352401392,3
20,8,28,-0.225394,-2.962868,1.458549,3.310098854,0
22,8,28,-0.605235,-2.743833,1.16221,3.040667858,1
24,8,28,-0.917642,-2.319944,0.885359,2.647275498,2
26,8,28,-1.094446,-1.817631,0.61343,2.208594771,3
28,8,28,-1.147943,-1.331894,0.340074,1.790911802,0
0,10,28,0.786404,-1.060244,0.289327,1.351391395,1
2,10,28,0.782156,-1.343847,0.521987,1.640171697,2
4,10,28,0.733352,-1.678469,0.782622,1.991873624,3
6,10,28,0.613729,-1.97641,1.031741,2.312433624,0
8,10,28,0.430694,-2.173593,1.261515,2.549789,1
10,10,28,0.230753,-2.218888,1.451995,2.661766403,2
12,10,28,0.084724,-2.148324,1.575713,2.665585419,3
14,10,28,0.013971,-2.082916,1.625414,2.642102368,0
16,10,28,-0.025122,-2.094017,1.609515,2.641226391,1
18,10,28,-0.088362,-2.163601,1.522174,2.646883227,2
20,10,28,-0.224054,-2.18483,1.358031,2.58223363,3
22,10,28,-0.417374,-2.064716,1.139648,2.395005382,0
24,10,28,-0.599822,-1.816203,0.896093,2.112193749,1
26,10,28,-0.722799,-1.49944,0.640886,1.783674178,2
28,10,28,-0.775982,-1.174863,0.382199,1.458947295,3
0,12,28,0.553632,-0.942074,0.291282,1.130865605,0
2,12,28,0.54452,-1.125117,0.490599,1.342787278,1
4,12,28,0.501888,-1.32787,0.704693,1.584841483,2
6,12,28,0.423106,-1.501719,0.90441,1.803367985,3
8,12,28,0.317563,-1.616627,1.076988,1.968306955,0
10,12,28,0.206958,-1.659684,1.207242,2.062720495,1
12,12,28,0.111814,-1.652509,1.285624,2.096692022,2
14,12,28,0.035103,-1.636367,1.315276,2.099733349,3
16,12,28,-0.033814,-1.634965,1.302542,2.090662479,0
18,12,28,-0.107562,-1.643389,1.244751,2.064389024,1
20,12,28,-0.199033,-1.627801,1.135726,1.994799182,2
22,12,28,-0.307973,-1.551582,0.979966,1.8608029,3
24,12,28,-0.414582,-1.40856,0.791947,1.668262437,0
26,12,28,-0.496174,-1.220566,0.585742,1.441895866,1
28,12,28,-0.541951,-1.019335,0.37308,1.213236751,2
0,14,28,0.410409,-0.835851,0.273275,0.970444057,3
2,14,28,0.399137,-0.950488,0.429759,1.116884319,0
4,14,28,0.363717,-1.072504,0.592895,1.278311139,1
6,14,28,0.310348,-1.176051,0.742409,1.424985249,2
8,14,28,0.244427,-1.24875,0.868011,1.540313026,3
10,14,28,0.174145,-1.287809,0.960561,1.61599998,0
12,14,28,0.104861,-1.301852,1.0161,1.654772996,1
14,14,28,0.036962,-1.303412,1.037057,1.666054096,2
16,14,28,-0.03045,-1.299126,1.026573,1.656051838,3
18,14,28,-0.097596,-1.288295,0.983768,1.623892996,0
20,14,28,-0.166288,-1.261765,0.905847,1.562133606,1
22,14,28,-0.237048,-1.207414,0.794104,1.464459451,2
24,14,28,-0.30465,-1.120698,0.655745,1.33370804,3
26,14,28,-0.360363,-1.008548,0.500465,1.182157255,0
28,14,28,-0.398106,-0.885798,0.338161,1.028338148,1
0,16,28,0.319497,-0.746165,0.245029,0.847867767,2
2,16,28,0.307609,-0.820892,0.362618,0.948672117,3
4,16,28,0.277926,-0.898413,0.482647,1.057041582,0
6,16,28,0.238959,-0.964958,0.591644,1.156843969,1
8,16,28,0.192908,-1.01532,0.682418,1.238459739,2
10,16,28,0.142389,-1.048456,0.749462,1.296621726,3
12,16,28,0.08879,-1.066648,0.790376,1.330532165,0
14,16,28,0.032512,-1.072914,0.806003,1.342327202,1
16,16,28,-0.025014,-1.068592,0.797593,1.333667558,2
18,16,28,-0.081378,-1.053945,0.765059,1.304889925,3
20,16,28,-0.135445,-1.027462,0.707793,1.254987825,0
22,16,28,-0.187054,-0.986263,0.626959,1.183546151,1
24,16,28,-0.234766,-0.928866,0.526687,1.093300652,2
26,16,28,-0.275627,-0.857756,0.413229,0.991198166,3
28,16,28,-0.307064,-0.779599,0.293849,0.887924623,0
0,18,28,0.256997,-0.673474,0.212745,0.751581747,1
2,18,28,0.245447,-0.726736,0.299249,0.823370759,2
