SchoolDist,HealthArea,Address,BldgClass,BldgArea,NumFloors,YearBuilt,XCoord,YCoord,ForAlign
2,7700,16 WALKER STREET,O4,1092665,26,1913,982965,201592,0
2,7700,62 WHITE STREET,D1,24499,6,1869,983324,201014,0
2,7700,60 WHITE STREET,D7,24102,6,1920,983284,201038,0
2,7700,54 WHITE STREET,D0,21600,5,1915,983222,201073,0
2,7700,52 WHITE STREET,D4,13400,5,1915,983188,201091,0
2,7700,50 WHITE STREET,D4,19600,5,1921,983159,201108,0
2,7700,44 WHITE STREET,L9,12500,5,1915,983099,201144,0
2,7700,40 WHITE STREET,C6,9195,5,1910,983050,201159,0
2,7700,38 WHITE STREET,C8,17000,5,1915,983050,201207,0
2,7700,36 WHITE STREET,D0,8292,5,1915,983007,201185,0
2,7700,34 WHITE STREET,K4,4876,3,1938,982979,201190,0
2,7700,289 CHURCH STREET,A4,2140,4,1915,983000,201224,0
2,7700,291 CHURCH STREET,A4,5000,4,1915,983022,201237,0
2,7700,293 CHURCH STREET,S4,7100,5,1910,983044,201250,0
2,7700,295 CHURCH STREET,S4,5610,5,1910,983045,201274,0
2,7700,297 CHURCH STREET,S4,5610,5,1910,983057,201293,0
2,7700,31 WALKER STREET,S9,10710,5,1910,983076,201322,0
2,7700,35 WALKER STREET,L9,5169,3,1910,983096,201282,0
2,7700,39 WALKER STREET,D9,23300,5,1915,983138,201247,0
2,7700,49 WALKER STREET,D9,10740,5,1985,983245,201182,0
2,7700,59 WALKER STREET,C4,10311,5,1910,983354,201121,0
2,7700,393 BROADWAY,O5,11000,5,1915,983425,201062,0
2,7700,391 BROADWAY,L8,11300,5,1915,983412,201041,0
2,7700,385 BROADWAY,L8,22400,5,1910,983396,201000,0
2,7700,381 BROADWAY,L8,18300,5,1915,983366,200952,0
2,7700,395 BROADWAY,RM,84191,15,1915,983423,201109,0
2,7700,57 WALKER STREET,RM,11363,5,1915,983333,201134,0
2,7700,55 WALKER STREET,RM,14684,5,1915,983311,201147,0
2,7700,47 WALKER STREET,RM,14192,5,1915,983218,201198,0
2,7700,37 WALKER STREET,RM,7423,6,1875,983116,201276,0
2,7700,42 WHITE STREET,RM,12731,6,1920,983078,201157,0
2,7700,58 WHITE STREET,R1,9864,5,1915,983253,201056,0
2,7700,43 WALKER STREET,R1,33745,7,1888,983180,201221,0
2,7700,51 WALKER STREET,R4,26213,9,2005,983278,201165,0
2,7700,46 WHITE STREET,RM,32101,5,1900,983126,201128,0
2,7700,56 WALKER STREET,S9,13120,5,1915,983387,201274,0
2,7700,52 WALKER STREET,O5,24995,5,1915,983352,201295,0
2,7700,46 WALKER STREET,S4,13280,5,1915,983276,201341,0
2,7700,42 WALKER STREET,S4,11200,5,1910,983233,201367,0
2,7700,40 WALKER STREET,S4,11200,5,1910,983211,201380,0
2,7700,38 WALKER STREET,L9,10865,5,1915,983189,201393,0
2,7700,36 WALKER STREET,K4,8600,5,1915,983161,201394,0
2,7700,34 WALKER STREET,L9,12400,5,1915,983140,201417,0
2,7700,32 WALKER STREET,K4,2514,2,1954,983110,201411,0
2,7700,311 CHURCH STREET,S4,8738,5,1915,983165,201452,0
2,7700,313 CHURCH STREET,L9,9000,5,1915,983178,201474,0
2,7700,315 CHURCH STREET,L9,20000,5,1900,983203,201509,0
2,7700,319 CHURCH STREET,S4,4700,5,1915,983206,201544,0
2,7700,40 LISPENARD STREET,L9,10505,5,1920,983241,201478,0
2,7700,42 LISPENARD STREET,D5,12833,5,1915,983264,201464,0
2,7700,56 LISPENARD STREET,L9,8209,4,1920,983412,201374,0
2,7700,58 LISPENARD STREET,K4,6355,3,1915,983434,201361,0
2,7700,60 LISPENARD STREET,D6,29158,7,1915,983465,201341,0
2,7700,407 BROADWAY,K7,15914,2,1926,983543,201247,0
2,7700,60 WALKER STREET,O4,230139,26,1930,983478,201192,0
2,7700,48 WALKER STREET,RM,30953,6,1915,983307,201322,0
2,7700,44 WALKER STREET,RM,2000,5,1915,983254,201354,0
2,7700,44 LISPENARD STREET,RM,10442,5,1910,983287,201451,0
2,7700,58 WALKER STREET,R1,11363,5,1915,983409,201260,0
2,7700,405 BROADWAY,RM,15632,5,1915,983522,201214,0
2,7700,50 LISPENARD STREET,RM,11601,7,1895,983348,201414,0
2,7700,46 LISPENARD STREET,R4,26612,7,1895,983317,201432,0
2,7700,52 LISPENARD STREET,RM,24813,7,1920,983380,201395,0
2,7700,380 BROADWAY,L8,27265,5,1915,983534,200837,0
2,7700,384 BROADWAY,O5,43300,6,1915,983556,200868,0
2,7700,388 BROADWAY,C7,24000,5,1915,983574,200899,0
2,7700,390 BROADWAY,O5,24000,5,1900,983589,200923,0
2,7700,392 BROADWAY,L8,24000,5,1920,983604,200946,0
2,7700,394 BROADWAY,L8,25340,6,1920,983619,200970,0
2,7700,396 BROADWAY,O6,61219,10,1915,983636,200994,0
2,7700,79 WALKER STREET,O2,21582,6,1920,983727,200899,0
2,7700,83 WALKER STREET,D9,19104,9,1914,983786,200864,0
2,7700,85 WALKER STREET,C6,10850,5,1915,983806,200852,0
2,7700,87 WALKER STREET,O5,12800,6,1915,983829,200842,0
2,7700,89 WALKER STREET,O5,6800,4,1910,983852,200834,0
2,7700,91 WALKER STREET,O6,55400,8,1910,983854,200771,0
2,7700,92 LAFAYETTE STREET,M2,22461,6,1944,983802,200695,0
2,7700,90 WHITE STREET,L9,10500,3,1915,983765,200725,0
2,7700,88 WHITE STREET,L9,9350,5,1915,983744,200755,0
2,7700,84 WHITE STREET,D1,46900,13,2012,983712,200775,0
2,7700,80 WHITE STREET,E9,35500,6,1915,983670,200801,0
2,7700,81 WALKER STREET,RB,18020,6,1920,983760,200880,0
2,7700,400 BROADWAY,L8,12200,4,1915,983646,201076,0
2,7700,402 BROADWAY,O5,7665,3,1915,983661,201102,0
2,7700,404 BROADWAY,K4,12834,3,1915,983683,201134,0
2,7700,408 BROADWAY,O5,56210,5,1915,983747,201150,0
2,7700,412 BROADWAY,O6,20475,7,1920,983765,201193,0
2,7700,414 BROADWAY,L8,14328,7,1915,983739,201240,0
2,7700,416 BROADWAY,H3,31214,9,1915,983763,201257,0
2,7700,274 CANAL STREET,K4,4200,4,1915,983815,201196,0
2,7700,272 CANAL STREET,K4,2400,4,1915,983845,201177,0
2,7700,268 CANAL STREET,O2,26000,6,1915,983868,201109,0
2,7700,264 CANAL STREET,O5,25000,6,1915,983902,201075,0
2,7700,262 CANAL STREET,K4,10000,5,1915,983931,201051,0
2,7700,254 CANAL STREET,O5,42500,5,1900,983981,201007,0
2,7700,92 WALKER STREET,O6,36894,8,1908,983956,200923,0
2,7700,86 WALKER STREET,L9,12000,6,1915,983882,200971,0
2,7700,84 WALKER STREET,L9,8900,4,1915,983862,200985,0
2,7700,82 WALKER STREET,M2,2250,1,1915,983841,200999,0
2,7700,78 WALKER STREET,L2,41200,8,1915,983810,201019,0
2,7700,72 WALKER STREET,F1,30000,5,1912,983737,201052,0
2,7700,87 LAFAYETTE STREET,P5,17600,3,1895,983931,200612,0
2,6800,418 BROADWAY,K4,29343,3,1927,983855,201370,0
2,6800,428 BROADWAY,O5,42000,6,1915,983913,201463,0
2,6800,35 HOWARD STREET,L9,11000,5,1915,983963,201413,0
2,6800,33 HOWARD STREET,K4,4900,3,1915,983985,201400,0
2,6800,269 CANAL STREET,K4,12000,5,1910,983977,201277,0
2,6800,271 CANAL STREET,K4,11500,5,1910,983957,201292,0
2,6800,273 CANAL STREET,O5,29956,5,1915,983969,201337,0
2,6800,275 CANAL STREET,K4,11000,5,1915,983918,201323,0
2,6800,42426 BROADWAY,RI,25845,6,1915,983871,201435,0
2,7700,321 CHURCH STREET,K4,1700,2,1940,983244,201605,0
2,7700,325 CHURCH STREET,S2,3240,4,1910,983258,201630,0
2,7700,327 CHURCH STREET,K1,1636,1,1920,983281,201640,0
2,7700,342 CANAL STREET,K2,2726,2,1987,983280,201687,0
2,7700,336 CANAL STREET,D5,21000,8,1915,983310,201664,0
2,7700,334 CANAL STREET,D7,14545,5,1910,983320,201607,0
2,7700,324 CANAL STREET,K4,12250,5,1910,983380,201562,0
2,7700,322 CANAL STREET,K2,2000,2,1920,983411,201570,0
2,7700,312 CANAL STREET,K4,4470,2,1915,983449,201538,0
2,7700,310 CANAL STREET,K4,6612,4,1910,983473,201485,0
2,7700,308 CANAL STREET,K4,5100,4,1910,983491,201476,0
2,7700,304 CANAL STREET,K4,12060,5,1910,983512,201459,0
2,7700,302 CANAL STREET,K4,6768,5,1910,983534,201441,0
2,7700,300 CANAL STREET,C7,7170,5,1920,983551,201427,0
2,7700,296 CANAL STREET,K4,20415,3,1927,983607,201382,0
2,7700,45 LISPENARD STREET,D4,37400,9,1920,983415,201509,0
2,7700,35 LISPENARD STREET,K1,1338,1,1920,983282,201594,0
2,7700,332 CANAL STREET,RC,35344,6,1910,983350,201585,0
2,7700,350 CANAL STREET,Z3,47237,2,1938,983114,201764,0
2,7700,5 LISPENARD STREET,K4,4775,3,1915,982919,201825,0
2,7700,3 LISPENARD STREET,S2,3627,3,1915,982902,201835,2
2,7700,1 LISPENARD STREET,K4,4650,3,1915,982884,201846,0
2,7700,285 WEST BROADWAY,O5,29706,6,1915,982963,201901,0
2,7700,380 CANAL STREET,O5,21714,6,1920,982973,201967,0
2,7700,378 CANAL STREET,K1,1267,1,1920,983004,201943,0
2,7700,374 CANAL STREET,K1,2300,1,1920,983028,201920,0
2,7700,370 CANAL STREET,H1,160545,21,2007,983034,201832,0
2,7700,7 LISPENARD STREET,RM,16622,4,1915,982961,201806,0
2,7700,283 WEST BROADWAY,RM,12098,6,1915,982944,201869,0
2,7700,30 VARICK STREET,D1,107367,10,1900,982535,201820,0
2,7700,52 VARICK STREET,L9,79642,6,1900,982569,202155,0
2,7700,2 YORK STREET,H3,65283,6,2005,982701,201894,0
2,7700,15 CANAL STREET,K1,2000,1,1999,982872,202062,0
2,7700,260 WEST BROADWAY,RM,98583,11,1915,982677,201790,0
2,7700,19 BEACH STREET,RM,21516,7,2001,982478,201795,0
2,7700,1 YORK STREET,RM,81052,13,1890,982699,202089,0
2,7700,50 VARICK STREET,RB,224688,8,1960,982546,201985,0
2,7700,53 BEACH STREET,W1,30000,6,1915,981646,201927,0
2,7700,399 GREENWICH STREET,C7,7450,5,1915,981562,201900,0
2,7700,401 GREENWICH STREET,O5,15000,6,2001,981565,201926,0
2,7700,407 GREENWICH STREET,D5,39000,5,1915,981581,202028,0
2,7700,413 GREENWICH STREET,D0,6330,5,1900,981560,202078,0
2,7700,17 HUBERT STREET,A5,3125,5,1900,981601,202073,0
2,7700,11 HUBERT STREET,O2,10218,3,1920,981659,202027,0
2,7700,135 HUDSON STREET,C6,22363,6,1915,981800,201872,0
2,7700,49 BEACH STREET,C7,7200,5,1910,981710,201883,0
2,7700,405 GREENWICH STREET,RM,15532,6,1900,981571,201975,0
2,7700,145 HUDSON STREET,RM,136472,16,1929,981842,201983,0
2,7700,7 HUBERT STREET,RM,109390,15,2004,981759,201971,0
2,7700,10 HUBERT STREET,D7,11574,6,1915,981691,202181,0
2,7700,57 LAIGHT STREET,D0,12300,6,1915,981703,202271,0
2,7700,153 HUDSON STREET,RM,29572,6,1920,981850,202167,0
2,7700,161 HUDSON STREET,RM,58015,9,1930,981865,202256,0
2,7700,151 HUDSON STREET,RM,16138,6,1900,981844,202128,0
2,7700,415 GREENWICH STREET,RM,176493,10,1913,981618,202236,0
2,7700,157 HUDSON STREET,RM,64231,5,0,981768,202216,0
2,7700,235 WEST STREET,O4,2354289,9,1987,981200,201907,0
2,7700,397 WASHINGTON STREET,D0,21800,6,1920,981362,202190,0
2,7700,399 WASHINGTON STREET,C6,9375,5,1920,981366,202218,0
2,7700,79 LAIGHT STREET,R4,91497,11,1853,981167,202351,0
2,7700,408 GREENWICH STREET,RM,32623,9,2007,981445,202193,0
2,7700,250 WEST STREET,R4,225356,12,1906,981156,202260,0
2,7700,401 WASHINGTON STREET,RM,99251,7,1915,981376,202295,0
2,7700,70 LAIGHT STREET,S9,12500,5,1915,981422,202444,0
2,7700,74 LAIGHT STREET,D4,28016,10,1915,981380,202450,0
2,7700,434 GREENWICH STREET,D4,27743,7,1920,981494,202558,0
2,7700,430 GREENWICH STREET,D4,23706,7,1920,981487,202507,0
2,7700,428 GREENWICH STREET,S1,4531,5,1915,981483,202473,0
2,7700,426 GREENWICH STREET,D0,4042,4,1915,981483,202454,0
2,7700,424 GREENWICH STREET,D0,18788,7,1915,981479,202425,0
2,7700,260 WEST STREET,D5,61250,9,1910,981142,202589,0
2,7700,92 LAIGHT STREET,RM,172207,13,2004,981258,202550,0
2,7700,88 LAIGHT STREET,RM,14923,8,2005,981186,202469,0
2,7700,78 LAIGHT STREET,RM,21525,7,2006,981259,202460,0
2,7700,415 WASHINGTON STREET,R4,45838,9,2010,981410,202536,0
2,7700,54 LAIGHT STREET,O2,29500,5,1915,981746,202412,0
2,7700,437 GREENWICH STREET,D0,25580,5,1915,981629,202527,0
2,7700,37 VESTRY STREET,D2,11500,6,1920,981759,202502,0
2,7700,177 HUDSON STREET,S9,22771,7,1915,981901,202515,0
2,7700,165 HUDSON STREET,D0,30000,6,1910,981882,202380,0
2,7700,429 GREENWICH STREET,RM,80038,9,1920,981645,202432,0
2,7700,39 VESTRY STREET,R4,34839,8,1930,981706,202511,0
2,7700,35 VESTRY STREET,R1,10951,8,1915,981781,202497,0
2,7700,169 HUDSON STREET,RM,65921,7,1915,981892,202451,0
2,7700,31 VESTRY STREET,R1,27210,9,2008,981819,202490,0
2,7700,52 LAIGHT STREET,RM,14978,8,1920,981808,202400,0
2,7700,34 LAIGHT STREET,D0,25300,5,1915,982215,202401,0
2,7700,36 LAIGHT STREET,D1,26712,7,1900,982190,202402,0
2,7700,17 VESTRY STREET,O5,4500,2,1915,982177,202457,0
2,7700,19 VESTRY STREET,C2,7120,5,1915,982156,202460,0
2,7700,174 HUDSON STREET,O5,51750,6,1915,982089,202468,0
2,7700,11 VESTRY STREET,RM,14309,6,1890,982251,202442,0
2,7700,28 LAIGHT STREET,R4,98488,7,1920,982317,202387,0
2,7700,38 LAIGHT STREET,R4,61717,7,1900,982130,202374,0
2,7700,48 LAIGHT STREET,RM,15507,7,2003,982039,202385,0
2,7700,32 LAIGHT STREET,RM,14357,6,1920,982240,202354,0
2,7700,46 LAIGHT STREET,RM,11110,6,1910,982072,202381,0
2,7700,200 HUDSON STREET,O6,328415,12,1927,982128,202657,0
2,7700,12 VESTRY STREET,O6,45136,7,1882,982233,202596,0
2,7700,443 GREENWICH STREET,D8,257702,8,1905,981721,202707,0
2,7700,32 VESTRY STREET,Z9,1260,7,1920,981835,202693,0
2,7700,181 HUDSON STREET,RM,55184,8,1962,981903,202626,0
2,7700,195 HUDSON STREET,R4,70622,7,1920,981915,202716,0
2,7700,428 WASHINGTON STREET,L9,14000,4,1929,981292,202717,0
2,7700,426 WASHINGTON STREET,O2,3710,2,1910,981287,202683,0
2,7700,427 WASHINGTON STREET,D0,44400,8,1920,981430,202685,0
2,7700,431 WASHINGTON STREET,S1,3442,2,1915,981434,202727,0
2,7700,433 WASHINGTON STREET,S4,9552,6,1905,981437,202747,0
2,7700,435 WASHINGTON STREET,S4,5909,4,1930,981440,202769,0
2,7700,437 WASHINGTON STREET,L9,5625,3,1900,981443,202794,0
2,7700,439 WASHINGTON STREET,C7,12500,5,1915,981458,202819,0
2,7700,452 GREENWICH STREET,S5,5776,4,1910,981539,202808,0
2,7700,450 GREENWICH STREET,K4,5490,4,1900,981524,202784,0
2,7700,444 GREENWICH STREET,G1,3360,1,1920,981517,202729,0
2,7700,442 GREENWICH STREET,Z9,108,1,1900,981514,202698,0
2,7700,438 GREENWICH STREET,O1,3250,1,1920,981510,202665,0
2,7700,448 GREENWICH STREET,R1,7396,6,1909,981522,202760,0
2,7700,460 GREENWICH STREET,S4,9500,5,1915,981550,202972,0
2,7700,458 GREENWICH STREET,S4,9340,5,1920,981547,202947,0
2,7700,454 GREENWICH STREET,G1,2450,1,1943,981458,202945,0
2,7700,462 GREENWICH STREET,RM,8070,5,1910,981553,202997,0
2,7700,123 WATTS STREET,L9,6580,4,1940,981748,202999,0
2,7700,115 WATTS STREET,O5,24000,3,1940,981812,202938,0
2,7700,111 WATTS STREET,O6,321641,12,1928,981911,202913,0
2,7700,465 GREENWICH STREET,RM,82548,6,1910,981698,202947,0
2,7700,16 DESBROSSES STREET,RM,27798,6,1940,981770,202943,0
2,6800,431 CANAL STREET,O6,993903,16,1930,982360,202845,0
2,6800,381 CANAL STREET,S9,4552,4,1920,982978,202185,0
2,6800,383 CANAL STREET,S9,6150,4,1910,982967,202203,0
2,6800,385 CANAL STREET,S4,5694,5,1920,982950,202217,0
2,6800,387 CANAL STREET,K1,1586,1,1920,982934,202232,0
2,6800,391 CANAL STREET,K1,2208,1,1920,982904,202262,0
2,6800,393 CANAL STREET,K2,6000,2,1910,982878,202283,0
2,6800,35 GRAND STREET,D5,9791,5,1910,983015,202510,0
2,6800,41 GRAND STREET,S2,3048,3,1900,983073,202473,0
2,6800,43 GRAND STREET,K1,3996,1,1920,983091,202447,0
2,6800,47 GRAND STREET,K1,3495,1,1920,983124,202432,0
2,6800,306 WEST BROADWAY,HB,189986,16,1996,982997,202362,0
2,6800,23 GRAND STREET,K1,3385,1,2008,982885,202598,0
2,6800,27 GRAND STREET,HB,55479,18,2008,982900,202535,0
2,6800,17 THOMPSON STREET,C6,13372,7,1910,982950,202547,0
2,6800,357 CANAL STREET,S4,5560,5,1915,983179,201995,0
2,6800,359 CANAL STREET,S4,6019,5,1915,983166,202009,0
2,6800,361 CANAL STREET,S9,5820,5,1939,983152,202023,0
2,6800,363 CANAL STREET,S5,6778,6,1920,983137,202034,0
2,6800,365 CANAL STREET,D5,19800,5,1915,983122,202064,0
2,6800,369 CANAL STREET,K4,10549,2,1915,983090,202088,0
2,6800,373 CANAL STREET,S3,5317,4,1920,983068,202106,0
2,6800,375 CANAL STREET,C7,8700,4,1920,983051,202123,0
2,6800,307 WEST BROADWAY,D4,24791,7,1915,983109,202150,0
2,6800,325 WEST BROADWAY,D9,70062,5,1920,983244,202283,0
2,6800,53 GRAND STREET,S4,6000,5,1915,983212,202386,0
2,6800,55 GRAND STREET,S2,4040,3,1920,983230,202375,0
2,6800,57 GRAND STREET,S3,4422,4,1930,983250,202362,0
2,6800,59 GRAND STREET,L9,5434,4,1915,983269,202350,0
2,6800,323 WEST BROADWAY,K2,4500,2,1950,983187,202271,0
2,6800,3 WOOSTER STREET,RM,27572,7,2003,983190,202078,0
2,6800,311 WEST BROADWAY,RM,149519,9,2007,983201,202188,0
2,6800,27 WOOSTER STREET,RM,42455,8,0,983323,202308,0
2,6800,343 CANAL STREET,O5,10900,5,1920,983321,201881,0
2,6800,345 CANAL STREET,K4,4271,3,1920,983301,201898,0
2,6800,349 CANAL STREET,G1,38308,4,1928,983307,201989,0
2,6800,351 CANAL STREET,D7,22500,5,1900,983247,201943,0
2,6800,12 WOOSTER STREET,C6,13900,5,1915,983338,202042,0
2,6800,14 WOOSTER STREET,D0,27359,7,1960,983357,202075,0
2,6800,18 WOOSTER STREET,K1,5200,1.5,1963,983382,202114,0
2,6800,71 GRAND STREET,D4,42240,5,1920,983410,202189,0
2,6800,75 GRAND STREET,D4,76492,6,1915,983513,202179,0
2,6800,31 GREENE STREET,C6,12000,5,1900,983503,202111,0
2,6800,29 GREENE STREET,K2,9819,6,1920,983491,202092,0
2,6800,27 GREENE STREET,S4,7246,4,1910,983480,202075,0
2,6800,23 GREENE STREET,S5,17800,5,1920,983464,202050,0
2,6800,15 GREENE STREET,D4,20755,6,1915,983418,201978,0
2,6800,19 GREENE STREET,RM,21320,5,1888,983441,202014,0
2,6800,1 MERCER STREET,S2,3224,4,1915,983545,201635,0
2,6800,315 CANAL STREET,S2,3224,4,1915,983529,201651,0
2,6800,317 CANAL STREET,S9,5080,4,1915,983522,201675,0
2,6800,319 CANAL STREET,K4,5325,4,1915,983518,201700,0
2,6800,321 CANAL STREET,K4,4476,3,1915,983503,201713,0
2,6800,323 CANAL STREET,K4,5986,3.5,1915,983486,201728,0
2,6800,325 CANAL STREET,S9,5456,4,1915,983465,201739,0
2,6800,327 CANAL STREET,S2,3468,3.5,1915,983451,201755,0
2,6800,329 CANAL STREET,D5,33374,6,1915,983422,201770,0
2,6800,10 GREENE STREET,L9,12600,5,1930,983505,201843,0
2,6800,12 GREENE STREET,D4,11840,5,1920,983520,201867,0
2,6800,16 GREENE STREET,D4,23628,6,1920,983540,201897,0
2,6800,28 GREENE STREET,L9,25750,6,1915,983606,202000,0
2,6800,89 GRAND STREET,S4,6900,5,1915,983633,202117,0
2,6800,91 GRAND STREET,L9,4680,4,1910,983652,202105,0
2,6800,93 GRAND STREET,L9,4680,4,1915,983669,202094,0
2,6800,95 GRAND STREET,S4,7310,5,1910,983687,202084,0
2,6800,35 MERCER STREET,D0,20940,5,1915,983756,202059,0
2,6800,31 MERCER STREET,D4,30000,5,1920,983732,202015,0
2,6800,29 MERCER STREET,L9,11124,5,1910,983711,201973,0
2,6800,19 MERCER STREET,L9,10522,5,1915,983644,201869,0
2,6800,5 MERCER STREET,C7,21310,5,1910,983571,201754,0
2,6800,3 MERCER STREET,K4,3817,3,1915,983570,201704,0
2,6800,1A MERCER STREET,K4,2984,2,1915,983558,201673,0
2,6800,9 MERCER STREET,RM,22513,5,1870,983600,201799,0
2,6800,8 GREENE STREET,RM,10798,6,1915,983491,201822,0
2,6800,20 GREENE STREET,RM,40485,7,1915,983572,201947,0
2,6800,15 MERCER STREET,RM,21177,6,1910,983626,201841,0
2,6800,21 MERCER STREET,RM,15360,5,1920,983661,201895,0
2,6800,25 MERCER STREET,RC,25087,5,1920,983688,201936,0
2,6800,32 GREENE STREET,RM,22716,5,1915,983633,202042,0
2,6800,301 CANAL STREET,K2,1748,2,1910,983687,201503,0
2,6800,303 CANAL STREET,K4,2718,3,1910,983669,201517,0
2,6800,305 CANAL STREET,D0,16810,5,1915,983678,201577,0
2,6800,309 CANAL STREET,D5,30000,5,1915,983627,201617,0
2,6800,427 BROADWAY,O5,24100,5,1910,983756,201578,0
2,6800,425 BROADWAY,O5,12500,5,1910,983734,201544,0
2,6800,423 BROADWAY,K4,4808,3,1910,983720,201523,0
2,6800,419 BROADWAY,K1,2679,1,1910,983719,201478,0
2,6800,433 BROADWAY,O3,46217,7,2012,983816,201669,0
2,6800,48 HOWARD STREET,O5,7500,5,1915,983763,201703,0
2,6800,50 HOWARD STREET,S5,30500,5,1915,983733,201727,0
2,6800,18 MERCER STREET,C6,7560,5.5,1915,983749,201778,0
2,6800,107 GRAND STREET,O6,66532,8,1915,983866,201952,0
2,6800,459 BROADWAY,O5,29415,5,1915,983965,201916,0
2,6800,455 BROADWAY,O5,24044,5,1915,983940,201874,0
2,6800,451 BROADWAY,O5,60000,5,1920,983875,201857,0
2,6800,449 BROADWAY,O5,29000,5,1920,983854,201825,0
2,6800,447 BROADWAY,O5,25000,5,1920,983841,201804,0
2,6800,441 BROADWAY,O5,11400,5,1915,983842,201714,0
2,6800,443 BROADWAY,RM,59244,5,1910,983819,201772,0
2,6800,54 HOWARD STREET,RC,8328,5,1915,983695,201737,0
2,6800,307 CANAL STREET,RM,17400,27,2005,983658,201593,0
2,6800,434 BROADWAY,O6,52065,9,1910,983954,201564,0
2,6800,440 BROADWAY,K2,5771,2,1910,983981,201605,0
2,6800,442 BROADWAY,K4,24020,4,1910,983976,201643,0
2,6800,42 GREENE STREET,O5,47621,5,1900,983798,202296,0
2,6800,52 GREENE STREET,L9,6363,3,1912,983824,202359,0
2,6800,465 BROOME STREET,L8,34488,6,1910,983851,202424,0
2,6800,463 BROOME STREET,C8,12195,5,1902,983884,202403,0
2,6800,461 BROOME STREET,D0,10012,5,1920,983908,202395,0
2,6800,457 BROOME STREET,L8,24785,6,1923,983940,202375,0
2,6800,453 BROOME STREET,L8,32604,6,1900,983983,202347,0
2,6800,55 MERCER STREET,L9,17390,5,1900,983913,202315,0
2,6800,53 MERCER STREET,L8,6851,3,1900,983914,202286,0
2,6800,45 MERCER STREET,S5,11500,5,1920,983860,202202,0
2,6800,43 MERCER STREET,S3,7265,4,1920,983846,202181,0
2,6800,41 MERCER STREET,K1,1800,1,1920,983854,202147,0
2,6800,104 GRAND STREET,L8,7500,5,1900,983844,202107,0
2,6800,100 GRAND STREET,D0,17675,6,1910,983813,202135,0
2,6800,96 GRAND STREET,D4,23875,6,1910,983778,202173,0
2,6800,90 GRAND STREET,O5,37500,5,1900,983729,202211,0
2,6800,51 MERCER STREET,RM,3695,2,1941,983900,202265,0
2,6800,47 MERCER STREET,RM,31000,7,1880,983880,202233,0
2,6800,40 MERCER STREET,RM,117024,13,2005,983994,202045,0
2,6800,44 MERCER STREET,RM,11647,7,2007,983985,202132,0
2,6800,337 WEST BROADWAY,K2,6158,2,1910,983281,202467,0
2,6800,341 WEST BROADWAY,K2,5500,2,1930,983310,202511,0
2,6800,345 WEST BROADWAY,D0,15734,7,1900,983350,202529,0
2,6800,349 WEST BROADWAY,C6,13758,7,1900,983378,202572,0
2,6800,355 WEST BROADWAY,S2,5447,3.5,1900,983414,202628,0
2,6800,357 WEST BROADWAY,K2,3360,2.5,1910,983419,202650,0
2,6800,499 BROOME STREET,K4,4101,3.5,1900,983428,202722,0
2,6800,497 BROOME STREET,O5,5000,4,1900,983447,202710,0
2,6800,495 BROOME STREET,S5,17546,7,1900,983441,202665,0
2,6800,489 BROOME STREET,C7,25211,5,1940,983493,202662,0
2,6800,55 WOOSTER STREET,S2,4014,3,1900,983572,202658,0
2,6800,53 WOOSTER STREET,S1,3096,3,1899,983562,202642,0
2,6800,51 WOOSTER STREET,O5,4600,4,1900,983551,202626,0
2,6800,47 WOOSTER STREET,K1,3150,1,1920,983535,202600,0
2,6800,41 WOOSTER STREET,O5,18500,4,1900,983466,202529,0
2,6800,66 GRAND STREET,D0,46741,7,1900,983402,202419,0
2,6800,62 GRAND STREET,O9,16000,7,1920,983348,202454,0
2,6800,40 WOOSTER STREET,O5,14125,6,1896,983564,202395,0
2,6800,52 WOOSTER STREET,D9,15512,6,2014,983632,202571,0
2,6800,469 BROOME STREET,D0,34944,6,1900,983762,202511,0
2,6800,47 GREENE STREET,L8,24163,6,1900,983697,202411,0
2,6800,41 GREENE STREET,D0,24922,6,1910,983659,202352,0
2,6800,33 GREENE STREET,D4,30868,5,1910,983606,202268,0
2,6800,78 GRAND STREET,D0,11975,5,1900,983561,202319,0
2,6800,76 GRAND STREET,K1,2375,1,1900,983539,202333,0
2,6800,347 WEST BROADWAY,RK,15987,7,1910,983364,202550,0
2,6800,35 WOOSTER STREET,RM,18190,5,1900,983444,202484,0
2,6800,477 BROOME STREET,RM,38524,6,1920,983675,202543,0
2,6800,51 GREENE STREET,RM,13687,6,1900,983718,202443,0
2,6800,42 WOOSTER STREET,RM,69337,8,1900,983603,202458,0
2,6800,45 GREENE STREET,RM,19842,6,1920,983672,202383,0
2,6800,351 WEST BROADWAY,RM,14216,5,1900,983385,202608,0
2,6800,37 GREENE STREET,R1,21395,6,1900,983636,202316,0
2,6800,43 WOOSTER STREET,RM,26506,7,1900,983499,202569,0
2,6800,60 GRAND STREET,RM,16664,7,1900,983328,202467,0
2,6800,53 GREENE STREET,RM,18205,6,1900,983736,202470,0
2,6800,100 AVENUE OF THE AMER,O6,303214,16,1930,983033,202794,0
2,6800,110 AVENUE OF THE AMER,C7,18056,6,1900,983040,202932,0
2,6800,116 AVENUE OF THE AMER,C7,27042,6,1900,983059,202982,0
2,6800,521 BROOME STREET,D5,16940,7,1950,983139,202928,0
2,6800,519 BROOME STREET,O5,5200,5,1900,983167,202915,0
