height,x,y,z,ox,ox,oz,type,dx,dy,dz
1.74816,3.96757,1.49163,1.80818,3.14329,1.43013,0.507657,DSLR,-0.82428,-0.0615,-1.300523
1.68988,1.85394,1.53121,1.7639,2.94011,1.462,0.52302,Mobile,1.08617,-0.06921,-1.24088
1.76906,3.60849,1.45338,2.09119,3.06646,1.4467,0.401892,DSLR,-0.54203,-0.00668,-1.689298
1.67814,3.56582,1.28221,2.0653,2.95009,1.41256,0.0519852,Mobile,-0.61573,0.13035,-2.0133148
1.48765,3.95964,1.19814,2.39972,2.81769,1.49183,0.555339,Mobile,-1.14195,0.29369,-1.844381
1.74085,1.82754,1.3854,1.40372,3.0537,1.28272,0.0806421,DSLR,1.22616,-0.10268,-1.3230779
1.71571,4.12928,1.51427,1.33063,2.72152,1.29905,0.145189,Film,-1.40776,-0.21522,-1.185441
1.72796,4.55745,1.50701,1.60904,2.75208,1.39809,0.0682089,Mobile,-1.80537,-0.10892,-1.5408311
1.64557,4.50909,1.43543,1.46759,2.85204,1.58097,0.191607,Mobile,-1.65705,0.14554,-1.275983
1.75672,2.21348,1.54428,1.589,2.71113,1.50794,0.178057,DSLR,0.49765,-0.03634,-1.410943
1.83317,2.44346,1.64637,2.21493,3.2666,1.5117,0.110947,DSLR,0.82314,-0.13467,-2.103983
1.8323,3.72699,1.63003,2.18957,3.0903,1.27763,0.487277,DSLR,-0.63669,-0.3524,-1.702293
1.73703,3.50641,1.38746,2.33476,3.27508,1.33848,0.589288,Mobile,-0.23133,-0.04898,-1.745472
1.62872,3.44385,1.38077,1.55037,3.18497,1.35358,0.0191717,Mobile,-0.25888,-0.02719,-1.5311983
1.56768,1.89898,1.40778,1.23507,3.17596,1.25947,0.456844,Mobile,1.27698,-0.14831,-0.778226
1.74405,4.50042,1.59338,1.20663,2.9641,1.43839,0.230171,Mobile,-1.53632,-0.15499,-0.976459
1.69074,1.90211,1.51415,1.59232,3.19043,1.50558,0.145024,Mobile,1.28832,-0.00857,-1.447296
1.68305,2.35885,1.3869,1.71189,3.18367,1.21362,0.482113,Mobile,0.82482,-0.17328,-1.229777
1.73221,4.15709,1.54402,2.12349,3.02574,1.5636,0.00701316,Mobile,-1.13135,0.01958,-2.11647684
1.61572,2.84879,1.37923,1.96378,2.85771,1.34783,0.331468,Film,0.00892,-0.0314,-1.632312
1.8077,2.25784,1.46312,1.548,2.79923,1.47837,0.0833155,Mobile,0.54139,0.01525,-1.4646845
1.55203,1.41549,1.32676,1.22001,2.76812,1.22714,0.366625,DSLR,1.35263,-0.09962,-0.853385
1.72006,4.26934,1.47619,1.45028,2.75402,1.57126,0.393506,Mobile,-1.51532,0.09507,-1.056774
1.63191,2.34877,1.47709,2.06507,2.99411,1.44599,0.224366,Mobile,0.64534,-0.0311,-1.840704
1.53246,4.44019,1.20002,1.37693,3.09785,1.51259,0.535343,Mobile,-1.34234,0.31257,-0.841587
1.69139,4.67208,1.4033,1.37707,3.14313,1.2956,0.516959,Mobile,-1.52895,-0.1077,-0.860111
1.66895,4.11204,1.4819,2.03736,3.1961,1.48543,0.0726035,Mobile,-0.91594,0.00353,-1.9647565
1.72119,4.14095,1.49757,1.97268,2.86392,1.28755,0.101004,DSLR,-1.27703,-0.21002,-1.871676
1.80213,3.64181,1.59972,1.94978,3.25049,1.57832,0.292904,Film,-0.39132,-0.0214,-1.656876
1.74497,4.03098,1.57673,1.89443,2.9236,1.35,0.219422,Mobile,-1.10738,-0.22673,-1.675008
1.57898,2.22112,1.33962,1.32923,2.89446,1.34441,0.416395,Mobile,0.67334,0.00479,-0.912835
1.6497,4.59641,1.2628,1.53143,3.2293,1.53412,0.347545,Mobile,-1.36711,0.27132,-1.183885
1.59102,4.54859,1.3109,1.28995,2.8368,1.26455,0.237349,DSLR,-1.71179,-0.04635,-1.052601
1.64249,1.98682,1.43295,1.98016,2.87617,1.46807,0.274996,Mobile,0.88935,0.03512,-1.705164
1.69827,2.61336,1.46287,2.16472,2.78418,1.25165,0.478982,Mobile,0.17082,-0.21122,-1.685738
1.72135,1.64572,1.30406,1.29994,2.80287,1.39632,0.454244,DSLR,1.15715,0.09226,-0.845696
1.71756,4.1959,1.48052,1.97125,2.9747,1.53407,0.243464,Mobile,-1.2212,0.05355,-1.727786
1.69709,3.81939,1.29364,1.63658,2.9355,1.44144,0.147093,Mobile,-0.88389,0.1478,-1.489487
1.84637,4.54707,1.44523,1.21157,3.15285,1.45534,0.237989,DSLR,-1.39422,0.01011,-0.973581
1.72949,3.9785,1.49549,2.22435,2.80168,1.52612,0.400757,Mobile,-1.17682,0.03063,-1.823593
1.77435,4.12062,1.54975,1.53245,2.71782,1.52792,0.358348,Mobile,-1.4028,-0.02183,-1.174102
1.71385,2.00594,1.29372,1.74975,2.89567,1.39288,0.584143,Film,0.88973,0.09916,-1.165607
1.60377,1.48967,1.43868,1.17678,3.07585,1.47813,0.310996,DSLR,1.58618,0.03945,-0.865784
1.64664,4.40815,1.4644,1.76208,3.176,1.55887,0.316196,Mobile,-1.23215,0.09447,-1.445884
1.5411,1.4225,1.34325,1.24168,2.72831,1.22025,0.255348,Mobile,1.30581,-0.123,-0.986332
1.62351,1.86062,1.33893,1.59489,3.17664,1.44339,0.317203,Mobile,1.31602,0.10446,-1.277687
1.65074,1.30713,1.36927,1.25304,2.92651,1.49684,0.546879,Mobile,1.61938,0.12757,-0.706161
1.72311,3.97927,1.52191,1.35564,3.11326,1.50556,0.21435,Mobile,-0.86601,-0.01635,-1.14129
1.68239,2.26059,1.30254,1.78583,3.02447,1.523,0.562993,Mobile,0.76388,0.22046,-1.222837
1.69304,2.02035,1.53092,1.66533,3.26559,1.22952,0.0327952,Mobile,1.24524,-0.3014,-1.6325348
1.52088,2.10468,1.14381,1.13206,2.7612,1.57212,0.492257,Mobile,0.65652,0.42831,-0.639803
1.73726,1.44284,1.43176,1.25808,2.81706,1.39503,0.403778,DSLR,1.37422,-0.03673,-0.854302
1.65941,4.48672,1.40838,1.29091,3.20334,1.44045,0.0688131,DSLR,-1.28338,0.03207,-1.2220969
1.66228,2.88099,1.49753,1.58987,3.23344,1.27045,0.420368,DSLR,0.35245,-0.22708,-1.169502
1.57945,4.24878,1.14029,1.11063,3.17959,1.52814,0.532853,Mobile,-1.06919,0.38785,-0.577777
