SchoolDist,HealthArea,Address,BldgClass,BldgArea,NumFloors,YearBuilt,XCoord,YCoord
2,7700,36 WHITE STREET,D0,8292,5,1915,983007,201185
2,7700,34 WHITE STREET,K4,4876,3,1938,982979,201190
2,7700,289 CHURCH STREET,A4,2140,4,1915,983000,201224
2,7700,291 CHURCH STREET,A4,5000,4,1915,983022,201237
2,7700,293 CHURCH STREET,S4,7100,5,1910,983044,201250
2,7700,295 CHURCH STREET,S4,5610,5,1910,983045,201274
2,7700,297 CHURCH STREET,S4,5610,5,1910,983057,201293
2,7700,31 WALKER STREET,S9,10710,5,1910,983076,201322
2,7700,35 WALKER STREET,L9,5169,3,1910,983096,201282
2,7700,39 WALKER STREET,D9,23300,5,1915,983138,201247
2,7700,49 WALKER STREET,D9,10740,5,1985,983245,201182
2,7700,59 WALKER STREET,C4,10311,5,1910,983354,201121
2,7700,393 BROADWAY,O5,11000,5,1915,983425,201062
2,7700,391 BROADWAY,L8,11300,5,1915,983412,201041
2,7700,385 BROADWAY,L8,22400,5,1910,983396,201000
2,7700,381 BROADWAY,L8,18300,5,1915,983366,200952
2,7700,395 BROADWAY,RM,84191,15,1915,983423,201109
2,7700,57 WALKER STREET,RM,11363,5,1915,983333,201134
2,7700,55 WALKER STREET,RM,14684,5,1915,983311,201147
2,7700,47 WALKER STREET,RM,14192,5,1915,983218,201198
2,7700,37 WALKER STREET,RM,7423,6,1875,983116,201276
2,7700,42 WHITE STREET,RM,12731,6,1920,983078,201157
2,7700,58 WHITE STREET,R1,9864,5,1915,983253,201056
2,7700,43 WALKER STREET,R1,33745,7,1888,983180,201221
2,7700,51 WALKER STREET,R4,26213,9,2005,983278,201165
2,7700,46 WHITE STREET,RM,32101,5,1900,983126,201128
2,7700,56 WALKER STREET,S9,13120,5,1915,983387,201274
2,7700,52 WALKER STREET,O5,24995,5,1915,983352,201295
2,7700,46 WALKER STREET,S4,13280,5,1915,983276,201341
2,7700,42 WALKER STREET,S4,11200,5,1910,983233,201367
2,7700,40 WALKER STREET,S4,11200,5,1910,983211,201380
2,7700,38 WALKER STREET,L9,10865,5,1915,983189,201393
2,7700,36 WALKER STREET,K4,8600,5,1915,983161,201394
2,7700,34 WALKER STREET,L9,12400,5,1915,983140,201417
2,7700,32 WALKER STREET,K4,2514,2,1954,983110,201411
2,7700,311 CHURCH STREET,S4,8738,5,1915,983165,201452
2,7700,313 CHURCH STREET,L9,9000,5,1915,983178,201474
2,7700,315 CHURCH STREET,L9,20000,5,1900,983203,201509
2,7700,319 CHURCH STREET,S4,4700,5,1915,983206,201544
2,7700,40 LISPENARD STREET,L9,10505,5,1920,983241,201478
2,7700,42 LISPENARD STREET,D5,12833,5,1915,983264,201464
2,7700,56 LISPENARD STREET,L9,8209,4,1920,983412,201374
2,7700,58 LISPENARD STREET,K4,6355,3,1915,983434,201361
2,7700,60 LISPENARD STREET,D6,29158,7,1915,983465,201341
2,7700,407 BROADWAY,K7,15914,2,1926,983543,201247
2,7700,60 WALKER STREET,O4,230139,26,1930,983478,201192
2,7700,48 WALKER STREET,RM,30953,6,1915,983307,201322
2,7700,44 WALKER STREET,RM,2000,5,1915,983254,201354
2,7700,44 LISPENARD STREET,RM,10442,5,1910,983287,201451
2,7700,58 WALKER STREET,R1,11363,5,1915,983409,201260
2,7700,405 BROADWAY,RM,15632,5,1915,983522,201214
2,7700,50 LISPENARD STREET,RM,11601,7,1895,983348,201414
2,7700,46 LISPENARD STREET,R4,26612,7,1895,983317,201432
2,7700,52 LISPENARD STREET,RM,24813,7,1920,983380,201395
2,7700,380 BROADWAY,L8,27265,5,1915,983534,200837
2,7700,384 BROADWAY,O5,43300,6,1915,983556,200868
2,7700,388 BROADWAY,C7,24000,5,1915,983574,200899
2,7700,390 BROADWAY,O5,24000,5,1900,983589,200923
2,7700,392 BROADWAY,L8,24000,5,1920,983604,200946
2,7700,394 BROADWAY,L8,25340,6,1920,983619,200970
2,7700,396 BROADWAY,O6,61219,10,1915,983636,200994
2,7700,79 WALKER STREET,O2,21582,6,1920,983727,200899
2,7700,83 WALKER STREET,D9,19104,9,1914,983786,200864
2,7700,85 WALKER STREET,C6,10850,5,1915,983806,200852
2,7700,87 WALKER STREET,O5,12800,6,1915,983829,200842
2,7700,89 WALKER STREET,O5,6800,4,1910,983852,200834
2,7700,91 WALKER STREET,O6,55400,8,1910,983854,200771
2,7700,92 LAFAYETTE STREET,M2,22461,6,1944,983802,200695
2,7700,90 WHITE STREET,L9,10500,3,1915,983765,200725
2,7700,88 WHITE STREET,L9,9350,5,1915,983744,200755
2,7700,84 WHITE STREET,D1,46900,13,2012,983712,200775
2,7700,80 WHITE STREET,E9,35500,6,1915,983670,200801
2,7700,81 WALKER STREET,RB,18020,6,1920,983760,200880
2,7700,400 BROADWAY,L8,12200,4,1915,983646,201076
2,7700,402 BROADWAY,O5,7665,3,1915,983661,201102
2,7700,404 BROADWAY,K4,12834,3,1915,983683,201134
2,7700,408 BROADWAY,O5,56210,5,1915,983747,201150
2,7700,412 BROADWAY,O6,20475,7,1920,983765,201193
2,7700,414 BROADWAY,L8,14328,7,1915,983739,201240
2,7700,416 BROADWAY,H3,31214,9,1915,983763,201257
2,7700,274 CANAL STREET,K4,4200,4,1915,983815,201196
2,7700,272 CANAL STREET,K4,2400,4,1915,983845,201177
2,7700,268 CANAL STREET,O2,26000,6,1915,983868,201109
2,7700,264 CANAL STREET,O5,25000,6,1915,983902,201075
2,7700,262 CANAL STREET,K4,10000,5,1915,983931,201051
2,7700,254 CANAL STREET,O5,42500,5,1900,983981,201007
2,7700,92 WALKER STREET,O6,36894,8,1908,983956,200923
2,7700,86 WALKER STREET,L9,12000,6,1915,983882,200971
2,7700,84 WALKER STREET,L9,8900,4,1915,983862,200985
2,7700,82 WALKER STREET,M2,2250,1,1915,983841,200999
2,7700,78 WALKER STREET,L2,41200,8,1915,983810,201019
2,7700,72 WALKER STREET,F1,30000,5,1912,983737,201052
2,7700,87 LAFAYETTE STREET,P5,17600,3,1895,983931,200612
2,7700,101 LAFAYETTE STREET,L2,56700,14,1928,984004,200758
2,7700,133 CENTRE STREET,O3,41000,8,1915,984003,200569
2,7700,246 CANAL STREET,K1,4503,1,1950,984107,200900
2,7700,244 CANAL STREET,K4,5740,4,1915,984143,200871
2,7700,242 CANAL STREET,K1,2500,1,1978,984161,200856
2,7700,240 CANAL STREET,O5,12500,3,1915,984161,200813
2,7700,109 LAFAYETTE STREET,RB,36244,8,1920,984085,200836
2,7700,139 CENTRE STREET,RI,127401,9,1911,984020,200669
2,7700,120 WHITE STREET,Y3,236142,14,1985,984206,200501
2,7700,234 CANAL STREET,K2,12534,2,1976,984263,200749
2,7700,232 CANAL STREET,O6,12008,8,1920,984299,200726
2,7700,224 CANAL STREET,O6,28222,7,1920,984347,200693
2,7700,125 WALKER STREET,D7,99270,13,1991,984269,200616
2,7700,79 BAXTER STREET,S5,9835,5,1890,984336,200303
2,7700,81 BAXTER STREET,C7,10300,5,1910,984346,200326
2,7700,83 BAXTER STREET,C7,21000,6,1915,984363,200360
2,7700,87 BAXTER STREET,C7,14400,6,1915,984378,200394
2,7700,89 BAXTER STREET,K2,3600,2,1915,984389,200416
2,7700,91 BAXTER STREET,C7,27528,7,1880,984405,200451
2,7700,218 CANAL STREET,C7,10750,5,1915,984426,200559
2,7700,216 CANAL STREET,C7,6558,5,1915,984449,200516
2,7700,214 CANAL STREET,C7,13900,7,1915,984474,200504
2,7700,91 MULBERRY STREET,C7,8234,5,1920,984515,200442
2,7700,89 MULBERRY STREET,C7,7158,5,1920,984505,200418
2,7700,87 MULBERRY STREET,C7,10693,5,1920,984494,200395
2,7700,85 MULBERRY STREET,C7,6945,5,1920,984483,200373
2,7700,83 MULBERRY STREET,D9,16937,5,1920,984467,200339
2,7700,79 MULBERRY STREET,C7,8600,5,1880,984451,200305
2,7700,77 MULBERRY STREET,C7,11400,6,1915,984441,200282
2,7700,75 MULBERRY STREET,K4,7500,4,1993,984430,200260
2,7700,73 MULBERRY STREET,S2,3500,2,1925,984419,200237
2,7700,94 BAYARD STREET,O5,6740,4,1950,984411,200162
2,7700,71 MULBERRY STREET,K2,1500,2,1940,984406,200191
2,7700,102 BAYARD STREET,C7,9125,5,1890,984345,200229
2,7700,104 BAYARD STREET,C7,9250,5,1890,984322,200240
2,7700,106 BAYARD STREET,D7,30582,7,1915,984286,200257
2,7700,71 1/2 MULBERRY STREET,C7,5056,4,1902,984408,200214
2,7700,210 CANAL STREET,RC,48208,6,1920,984538,200489
2,7700,70 MULBERRY STREET,P9,41358,5.5,1900,984542,200153
2,7700,76 MULBERRY STREET,C7,6250,5,1915,984575,200221
2,7700,78 MULBERRY STREET,C7,21866,6,1915,984591,200255
2,7700,82 MULBERRY STREET,C7,6000,5,1910,984606,200289
2,7700,84 MULBERRY STREET,K4,5250,3,1910,984617,200311
2,7700,86 MULBERRY STREET,C7,7500,5,1910,984628,200334
2,7700,88 MULBERRY STREET,C7,6100,5,1910,984639,200358
2,7700,196 CANAL STREET,O5,10817,6,1915,984730,200401
2,7700,83 MOTT STREET,O5,16221,6,1951,984782,200391
2,7700,81 MOTT STREET,C7,8548,5,1915,984765,200355
2,7700,79 MOTT STREET,C7,11275,5,1910,984744,200337
2,7700,77 MOTT STREET,K4,14192,4,1915,984700,200318
2,7700,73 MOTT STREET,C7,11112,5,1915,984724,200278
2,7700,69 MOTT STREET,C7,19680,6,1905,984703,200249
2,7700,67 MOTT STREET,C7,9013,5,1910,984688,200222
2,7700,65 MOTT STREET,C7,11534,7,1910,984679,200201
2,7700,63 MOTT STREET,C7,13200,6,1910,984669,200178
2,7700,61 MOTT STREET,C7,11412,6,1910,984658,200156
2,7700,59 MOTT STREET,C7,9293,5,1915,984647,200133
2,7700,57 MOTT STREET,C7,9220,5,1910,984636,200110
2,7700,76 BAYARD STREET,K4,3200,4,1900,984659,200057
2,7700,78 BAYARD STREET,C7,17508,6,1910,984612,200079
2,7700,198 CANAL STREET,RC,32007,6,1915,984690,200406
2,7700,202 CANAL STREET,RC,36207,9,1991,984643,200427
2,7700,72 BAYARD STREET,C7,18865,6,1910,984736,200036
2,7700,58 MOTT STREET,S5,4646,5,1910,984758,200082
2,7700,60 MOTT STREET,P5,49638,4,1959,984792,200122
2,7700,66 MOTT STREET,S9,4475,4,1910,984821,200164
2,7700,68 MOTT STREET,C7,9659,5,1915,984832,200187
2,7700,70 MOTT STREET,C7,9591,5,1910,984842,200209
2,7700,72 MOTT STREET,C7,9445,5,1900,984853,200231
2,7700,74 MOTT STREET,C7,11125,5,1915,984864,200254
2,7700,76 MOTT STREET,K4,4600,4,1920,984854,200287
2,7700,178 CANAL STREET,O5,12173,3,1958,984876,200334
2,7700,174 CANAL STREET,C7,20955,6,1910,984913,200302
2,7700,172 1/2 CANAL STREET,O2,2238,3,1920,984952,200313
2,7700,170 CANAL STREET,K4,4371,3,1915,984973,200303
2,7700,164 CANAL STREET,O5,39224,6,1915,984978,200246
2,7700,19 ELIZABETH STREET,Y2,13414,4,1915,984946,200203
2,7700,9 ELIZABETH STREET,K4,7083,3,1915,984887,200078
2,7700,7 ELIZABETH STREET,C7,12305,5,1915,984876,200055
2,7700,5 ELIZABETH STREET,M9,8975,5,1890,984877,200026
2,7700,66 BAYARD STREET,C7,9040,5,1890,984816,200013
2,7700,68 BAYARD STREET,C7,12535,6,1915,984794,200023
2,7700,70 BAYARD STREET,C7,13772,7,1910,984774,200032
2,7700,13 ELIZABETH STREET,RB,32989,6,1950,984919,200146
2,6800,177 CANAL STREET,K4,7875,5,1915,984995,200469
2,6800,179 CANAL STREET,O5,7875,5,1915,984976,200477
2,6800,181 CANAL STREET,O5,7925,5,1915,984957,200486
2,6800,183 CANAL STREET,O5,7875,5,1915,984936,200496
2,6800,102 MULBERRY STREET,O5,7100,3,1920,984717,200583
2,6800,106 MULBERRY STREET,C7,21320,6,1915,984761,200617
2,6800,110 MULBERRY STREET,C7,9260,5,1910,984777,200652
2,6800,112 MULBERRY STREET,C7,9315,5,1920,984788,200675
2,6800,118 MULBERRY STREET,C7,11154,5,1900,984820,200743
2,6800,120 MULBERRY STREET,C4,6446,5,1910,984831,200765
2,6800,122 MULBERRY STREET,S2,2040,3,1910,984817,200794
2,6800,124 MULBERRY STREET,S2,2040,3,1910,984825,200810
2,6800,126 MULBERRY STREET,S4,3220,5,1900,984832,200825
2,6800,178 HESTER STREET,S9,2205,3,1910,984859,200851
2,6800,176 HESTER STREET,C7,8940,5,1915,984872,200817
2,6800,174 HESTER STREET,C7,11300,6,1910,984894,200807
2,6800,119 MOTT STREET,C7,9697,5,1910,984968,200814
2,6800,117 MOTT STREET,C7,10450,5,1915,984956,200790
2,6800,115 MOTT STREET,C7,9810,5,1900,984946,200768
2,6800,113 MOTT STREET,C7,8941,4,1900,984935,200745
2,6800,111 MOTT STREET,C7,10300,6,1900,984924,200722
2,6800,109 MOTT STREET,C7,8719,5,1900,984913,200699
2,6800,107 MOTT STREET,K4,2730,2,1900,984903,200677
2,6800,101 MOTT STREET,O6,18200,7,1910,984871,200609
2,6800,185 CANAL STREET,O2,33000,6,1920,984861,200552
2,6800,191 CANAL STREET,O5,16080,6,1920,984815,200552
2,6800,195 CANAL STREET,K2,4764,2,1915,984763,200561
2,6800,103 MOTT STREET,RC,33031,7,1920,984887,200643
2,6800,180 HESTER STREET,RM,4095,7,2006,984835,200862
2,6800,113 BAXTER STREET,M1,10800,5,1900,984560,200779
2,6800,119 BAXTER STREET,C7,11880,6,1910,984581,200824
2,6800,121 BAXTER STREET,C7,10485,5,1910,984592,200847
2,6800,190 HESTER STREET,C7,11300,6,1910,984666,200912
2,6800,188 HESTER STREET,C7,7644,4,1900,984690,200901
2,6800,186 HESTER STREET,C4,7675,5,1900,984712,200891
2,6800,182 HESTER STREET,C7,14500,6,1910,984757,200896
2,6800,123 MULBERRY STREET,S5,7434,4,1910,984735,200849
2,6800,121 MULBERRY STREET,S5,8985,5,1900,984697,200827
2,6800,119 MULBERRY STREET,K4,4116,4,1910,984686,200803
2,6800,117 MULBERRY STREET,C7,13839,7,1910,984675,200781
2,6800,115 MULBERRY STREET,C7,8422,5,1910,984665,200759
2,6800,113 MULBERRY STREET,C7,6445,5,1920,984654,200736
2,6800,109 MULBERRY STREET,M1,4440,3,1947,984638,200702
2,6800,203 CANAL STREET,D7,16120,5,1915,984635,200635
2,6800,207 CANAL STREET,K4,6000,4.5,1915,984602,200657
2,6800,209 CANAL STREET,K4,7895,4.5,1910,984571,200663
2,6800,213 CANAL STREET,K1,4237,1,1910,984542,200715
2,6800,219 CANAL STREET,K4,4090,5,1910,984497,200743
2,6800,123 BAXTER STREET,RM,54678,7,2003,984615,200918
2,6800,235 CANAL STREET,O5,43942,5,1920,984367,200904
2,6800,202 HESTER STREET,C7,5933,5,1910,984517,201008
2,6800,200 HESTER STREET,C7,5560,5,1900,984542,200996
2,6800,128 BAXTER STREET,C4,7715,5,1900,984506,200967
2,6800,126 BAXTER STREET,S4,4806,5,1900,984491,200945
2,6800,118 BAXTER STREET,O6,40500,7,1900,984451,200883
2,6800,114 BAXTER STREET,O5,33000,6,1900,984422,200821
2,6800,123 LAFAYETTE STREET,O5,17260,5,1920,984255,201125
2,6800,3 HOWARD STREET,K2,4656,2,1915,984350,201179
2,6800,239 CANAL STREET,O5,42544,6,1915,984321,201083
2,6800,243 CANAL STREET,L8,21700,6,1915,984250,201020
2,6800,245 CANAL STREET,M9,18060,5,1907,984223,201041
2,6800,129 LAFAYETTE STREET,RM,61750,12,1900,984308,201198
2,6800,418 BROADWAY,K4,29343,3,1927,983855,201370
2,6800,428 BROADWAY,O5,42000,6,1915,983913,201463
2,6800,35 HOWARD STREET,L9,11000,5,1915,983963,201413
2,6800,33 HOWARD STREET,K4,4900,3,1915,983985,201400
2,6800,27 HOWARD STREET,S5,12936,6,1915,984049,201360
2,6800,25 HOWARD STREET,O5,7125,3,1915,984070,201347
2,6800,19 HOWARD STREET,F5,4410,3,1915,984143,201321
2,6800,138 LAFAYETTE STREET,H3,112900,11,1961,984182,201280
2,6800,126 LAFAYETTE STREET,O5,18705,3,1915,984133,201208
2,6800,251 CANAL STREET,H3,11047,5,1915,984111,201124
2,6800,255 CANAL STREET,L8,8375,5,1915,984093,201143
2,6800,257 CANAL STREET,K4,7558,2,1915,984066,201172
2,6800,261 CANAL STREET,L9,103047,6,1900,984052,201265
2,6800,269 CANAL STREET,K4,12000,5,1910,983977,201277
2,6800,271 CANAL STREET,K4,11500,5,1910,983957,201292
2,6800,273 CANAL STREET,O5,29956,5,1915,983969,201337
2,6800,275 CANAL STREET,K4,11000,5,1915,983918,201323
2,6800,42426 BROADWAY,RI,25845,6,1915,983871,201435
2,6800,29 HOWARD STREET,RM,13054,5,1895,984028,201373
2,7700,321 CHURCH STREET,K4,1700,2,1940,983244,201605
2,7700,325 CHURCH STREET,S2,3240,4,1910,983258,201630
2,7700,327 CHURCH STREET,K1,1636,1,1920,983281,201640
2,7700,342 CANAL STREET,K2,2726,2,1987,983280,201687
2,7700,336 CANAL STREET,D5,21000,8,1915,983310,201664
2,7700,334 CANAL STREET,D7,14545,5,1910,983320,201607
2,7700,324 CANAL STREET,K4,12250,5,1910,983380,201562
2,7700,322 CANAL STREET,K2,2000,2,1920,983411,201570
2,7700,312 CANAL STREET,K4,4470,2,1915,983449,201538
2,7700,310 CANAL STREET,K4,6612,4,1910,983473,201485
2,7700,308 CANAL STREET,K4,5100,4,1910,983491,201476
2,7700,304 CANAL STREET,K4,12060,5,1910,983512,201459
2,7700,302 CANAL STREET,K4,6768,5,1910,983534,201441
2,7700,300 CANAL STREET,C7,7170,5,1920,983551,201427
2,7700,296 CANAL STREET,K4,20415,3,1927,983607,201382
2,7700,45 LISPENARD STREET,D4,37400,9,1920,983415,201509
2,7700,35 LISPENARD STREET,K1,1338,1,1920,983282,201594
2,7700,332 CANAL STREET,RC,35344,6,1910,983350,201585
2,7700,350 CANAL STREET,Z3,47237,2,1938,983114,201764
2,7700,5 LISPENARD STREET,K4,4775,3,1915,982919,201825
2,7700,3 LISPENARD STREET,S2,3627,3,1915,982902,201835
2,7700,1 LISPENARD STREET,K4,4650,3,1915,982884,201846
2,7700,285 WEST BROADWAY,O5,29706,6,1915,982963,201901
2,7700,380 CANAL STREET,O5,21714,6,1920,982973,201967
2,7700,378 CANAL STREET,K1,1267,1,1920,983004,201943
2,7700,374 CANAL STREET,K1,2300,1,1920,983028,201920
2,7700,370 CANAL STREET,H1,160545,21,2007,983034,201832
2,7700,7 LISPENARD STREET,RM,16622,4,1915,982961,201806
2,7700,283 WEST BROADWAY,RM,12098,6,1915,982944,201869
2,7700,30 VARICK STREET,D1,107367,10,1900,982535,201820
2,7700,52 VARICK STREET,L9,79642,6,1900,982569,202155
2,7700,2 YORK STREET,H3,65283,6,2005,982701,201894
2,7700,15 CANAL STREET,K1,2000,1,1999,982872,202062
2,7700,260 WEST BROADWAY,RM,98583,11,1915,982677,201790
2,7700,19 BEACH STREET,RM,21516,7,2001,982478,201795
2,7700,1 YORK STREET,RM,81052,13,1890,982699,202089
2,7700,50 VARICK STREET,RB,224688,8,1960,982546,201985
2,7700,53 BEACH STREET,W1,30000,6,1915,981646,201927
2,7700,399 GREENWICH STREET,C7,7450,5,1915,981562,201900
2,7700,401 GREENWICH STREET,O5,15000,6,2001,981565,201926
2,7700,407 GREENWICH STREET,D5,39000,5,1915,981581,202028
2,7700,413 GREENWICH STREET,D0,6330,5,1900,981560,202078
2,7700,17 HUBERT STREET,A5,3125,5,1900,981601,202073
2,7700,11 HUBERT STREET,O2,10218,3,1920,981659,202027
2,7700,135 HUDSON STREET,C6,22363,6,1915,981800,201872
2,7700,49 BEACH STREET,C7,7200,5,1910,981710,201883
2,7700,405 GREENWICH STREET,RM,15532,6,1900,981571,201975
2,7700,145 HUDSON STREET,RM,136472,16,1929,981842,201983
2,7700,7 HUBERT STREET,RM,109390,15,2004,981759,201971
2,7700,10 HUBERT STREET,D7,11574,6,1915,981691,202181
2,7700,57 LAIGHT STREET,D0,12300,6,1915,981703,202271
2,7700,153 HUDSON STREET,RM,29572,6,1920,981850,202167
2,7700,161 HUDSON STREET,RM,58015,9,1930,981865,202256
2,7700,151 HUDSON STREET,RM,16138,6,1900,981844,202128
2,7700,415 GREENWICH STREET,RM,176493,10,1913,981618,202236
2,7700,157 HUDSON STREET,RM,64231,5,0,981768,202216
2,7700,235 WEST STREET,O4,2354289,9,1987,981200,201907
2,7700,397 WASHINGTON STREET,D0,21800,6,1920,981362,202190
2,7700,399 WASHINGTON STREET,C6,9375,5,1920,981366,202218
2,7700,79 LAIGHT STREET,R4,91497,11,1853,981167,202351
2,7700,408 GREENWICH STREET,RM,32623,9,2007,981445,202193
2,7700,250 WEST STREET,R4,225356,12,1906,981156,202260
2,7700,401 WASHINGTON STREET,RM,99251,7,1915,981376,202295
2,7700,70 LAIGHT STREET,S9,12500,5,1915,981422,202444
2,7700,74 LAIGHT STREET,D4,28016,10,1915,981380,202450
2,7700,434 GREENWICH STREET,D4,27743,7,1920,981494,202558
2,7700,430 GREENWICH STREET,D4,23706,7,1920,981487,202507
2,7700,428 GREENWICH STREET,S1,4531,5,1915,981483,202473
2,7700,426 GREENWICH STREET,D0,4042,4,1915,981483,202454
2,7700,424 GREENWICH STREET,D0,18788,7,1915,981479,202425
2,7700,260 WEST STREET,D5,61250,9,1910,981142,202589
2,7700,92 LAIGHT STREET,RM,172207,13,2004,981258,202550
2,7700,88 LAIGHT STREET,RM,14923,8,2005,981186,202469
2,7700,78 LAIGHT STREET,RM,21525,7,2006,981259,202460
2,7700,415 WASHINGTON STREET,R4,45838,9,2010,981410,202536
2,7700,54 LAIGHT STREET,O2,29500,5,1915,981746,202412
2,7700,437 GREENWICH STREET,D0,25580,5,1915,981629,202527
2,7700,37 VESTRY STREET,D2,11500,6,1920,981759,202502
2,7700,177 HUDSON STREET,S9,22771,7,1915,981901,202515
2,7700,165 HUDSON STREET,D0,30000,6,1910,981882,202380
2,7700,429 GREENWICH STREET,RM,80038,9,1920,981645,202432
2,7700,39 VESTRY STREET,R4,34839,8,1930,981706,202511
2,7700,35 VESTRY STREET,R1,10951,8,1915,981781,202497
2,7700,169 HUDSON STREET,RM,65921,7,1915,981892,202451
2,7700,31 VESTRY STREET,R1,27210,9,2008,981819,202490
2,7700,52 LAIGHT STREET,RM,14978,8,1920,981808,202400
2,7700,34 LAIGHT STREET,D0,25300,5,1915,982215,202401
2,7700,36 LAIGHT STREET,D1,26712,7,1900,982190,202402
2,7700,17 VESTRY STREET,O5,4500,2,1915,982177,202457
2,7700,19 VESTRY STREET,C2,7120,5,1915,982156,202460
2,7700,174 HUDSON STREET,O5,51750,6,1915,982089,202468
2,7700,11 VESTRY STREET,RM,14309,6,1890,982251,202442
2,7700,28 LAIGHT STREET,R4,98488,7,1920,982317,202387
2,7700,38 LAIGHT STREET,R4,61717,7,1900,982130,202374
2,7700,48 LAIGHT STREET,RM,15507,7,2003,982039,202385
2,7700,32 LAIGHT STREET,RM,14357,6,1920,982240,202354
2,7700,46 LAIGHT STREET,RM,11110,6,1910,982072,202381
2,7700,200 HUDSON STREET,O6,328415,12,1927,982128,202657
2,7700,12 VESTRY STREET,O6,45136,7,1882,982233,202596
2,7700,443 GREENWICH STREET,D8,257702,8,1905,981721,202707
2,7700,32 VESTRY STREET,Z9,1260,7,1920,981835,202693
2,7700,181 HUDSON STREET,RM,55184,8,1962,981903,202626
2,7700,195 HUDSON STREET,R4,70622,7,1920,981915,202716
2,7700,428 WASHINGTON STREET,L9,14000,4,1929,981292,202717
2,7700,426 WASHINGTON STREET,O2,3710,2,1910,981287,202683
2,7700,427 WASHINGTON STREET,D0,44400,8,1920,981430,202685
2,7700,431 WASHINGTON STREET,S1,3442,2,1915,981434,202727
2,7700,433 WASHINGTON STREET,S4,9552,6,1905,981437,202747
2,7700,435 WASHINGTON STREET,S4,5909,4,1930,981440,202769
2,7700,437 WASHINGTON STREET,L9,5625,3,1900,981443,202794
2,7700,439 WASHINGTON STREET,C7,12500,5,1915,981458,202819
2,7700,452 GREENWICH STREET,S5,5776,4,1910,981539,202808
2,7700,450 GREENWICH STREET,K4,5490,4,1900,981524,202784
2,7700,444 GREENWICH STREET,G1,3360,1,1920,981517,202729
2,7700,442 GREENWICH STREET,Z9,108,1,1900,981514,202698
2,7700,438 GREENWICH STREET,O1,3250,1,1920,981510,202665
2,7700,448 GREENWICH STREET,R1,7396,6,1909,981522,202760
2,7700,450 WASHINGTON STREET,D8,305542,15,2007,981264,203009
2,7700,451 WASHINGTON STREET,D0,29600,6,1915,981486,203044
2,7700,464 GREENWICH STREET,A4,7401,5,1920,981566,203020
2,7700,460 GREENWICH STREET,S4,9500,5,1915,981550,202972
2,7700,458 GREENWICH STREET,S4,9340,5,1920,981547,202947
2,7700,454 GREENWICH STREET,G1,2450,1,1943,981458,202945
2,7700,131 WATTS STREET,RM,8371,6,1920,981569,203046
2,7700,462 GREENWICH STREET,RM,8070,5,1910,981553,202997
2,7700,449 WASHINGTON STREET,R1,9724,7,1920,981472,203007
2,7700,123 WATTS STREET,L9,6580,4,1940,981748,202999
2,7700,115 WATTS STREET,O5,24000,3,1940,981812,202938
2,7700,111 WATTS STREET,O6,321641,12,1928,981911,202913
2,7700,465 GREENWICH STREET,RM,82548,6,1910,981698,202947
2,7700,16 DESBROSSES STREET,RM,27798,6,1940,981770,202943
2,6800,431 CANAL STREET,O6,993903,16,1930,982360,202845
2,6800,381 CANAL STREET,S9,4552,4,1920,982978,202185
2,6800,383 CANAL STREET,S9,6150,4,1910,982967,202203
2,6800,385 CANAL STREET,S4,5694,5,1920,982950,202217
2,6800,387 CANAL STREET,K1,1586,1,1920,982934,202232
2,6800,391 CANAL STREET,K1,2208,1,1920,982904,202262
2,6800,393 CANAL STREET,K2,6000,2,1910,982878,202283
2,6800,35 GRAND STREET,D5,9791,5,1910,983015,202510
2,6800,41 GRAND STREET,S2,3048,3,1900,983073,202473
2,6800,43 GRAND STREET,K1,3996,1,1920,983091,202447
2,6800,47 GRAND STREET,K1,3495,1,1920,983124,202432
2,6800,306 WEST BROADWAY,HB,189986,16,1996,982997,202362
2,6800,23 GRAND STREET,K1,3385,1,2008,982885,202598
2,6800,27 GRAND STREET,HB,55479,18,2008,982900,202535
2,6800,17 THOMPSON STREET,C6,13372,7,1910,982950,202547
2,6800,357 CANAL STREET,S4,5560,5,1915,983179,201995
2,6800,359 CANAL STREET,S4,6019,5,1915,983166,202009
2,6800,361 CANAL STREET,S9,5820,5,1939,983152,202023
2,6800,363 CANAL STREET,S5,6778,6,1920,983137,202034
2,6800,365 CANAL STREET,D5,19800,5,1915,983122,202064
2,6800,369 CANAL STREET,K4,10549,2,1915,983090,202088
2,6800,373 CANAL STREET,S3,5317,4,1920,983068,202106
2,6800,375 CANAL STREET,C7,8700,4,1920,983051,202123
2,6800,307 WEST BROADWAY,D4,24791,7,1915,983109,202150
2,6800,325 WEST BROADWAY,D9,70062,5,1920,983244,202283
2,6800,53 GRAND STREET,S4,6000,5,1915,983212,202386
2,6800,55 GRAND STREET,S2,4040,3,1920,983230,202375
2,6800,57 GRAND STREET,S3,4422,4,1930,983250,202362
2,6800,59 GRAND STREET,L9,5434,4,1915,983269,202350
2,6800,323 WEST BROADWAY,K2,4500,2,1950,983187,202271
2,6800,3 WOOSTER STREET,RM,27572,7,2003,983190,202078
2,6800,311 WEST BROADWAY,RM,149519,9,2007,983201,202188
2,6800,27 WOOSTER STREET,RM,42455,8,0,983323,202308
2,6800,343 CANAL STREET,O5,10900,5,1920,983321,201881
2,6800,345 CANAL STREET,K4,4271,3,1920,983301,201898
