Height,Camera_x,Camera_y,Camera_z,Direction_x,Direction_y,Direction_z,Camera_type,Dx,Dy,Dz
1.62177,4.86906,1.35655,1.1018,3.19087,1.57202,0.220997,Mobile,-1.67819,0.21547,-0.880803
1.74816,3.96757,1.49163,1.80818,3.14329,1.43013,0.507657,DSLR,-0.82428,-0.0615,-1.300523
1.68988,1.85394,1.53121,1.7639,2.94011,1.462,0.52302,Mobile,1.08617,-0.06921,-1.24088
1.76906,3.60849,1.45338,2.09119,3.06646,1.4467,0.401892,DSLR,-0.54203,-0.00668,-1.689298
1.67814,3.56582,1.28221,2.0653,2.95009,1.41256,0.0519852,Mobile,-0.61573,0.13035,-2.0133148
1.48765,3.95964,1.19814,2.39972,2.81769,1.49183,0.555339,Mobile,-1.14195,0.29369,-1.844381
1.74085,1.82754,1.3854,1.40372,3.0537,1.28272,0.0806421,DSLR,1.22616,-0.10268,-1.3230779
1.71571,4.12928,1.51427,1.33063,2.72152,1.29905,0.145189,Film,-1.40776,-0.21522,-1.185441
1.72796,4.55745,1.50701,1.60904,2.75208,1.39809,0.0682089,Mobile,-1.80537,-0.10892,-1.5408311
1.64557,4.50909,1.43543,1.46759,2.85204,1.58097,0.191607,Mobile,-1.65705,0.14554,-1.275983
1.75672,2.21348,1.54428,1.589,2.71113,1.50794,0.178057,DSLR,0.49765,-0.03634,-1.410943
1.83317,2.44346,1.64637,2.21493,3.2666,1.5117,0.110947,DSLR,0.82314,-0.13467,-2.103983
1.8323,3.72699,1.63003,2.18957,3.0903,1.27763,0.487277,DSLR,-0.63669,-0.3524,-1.702293
1.73703,3.50641,1.38746,2.33476,3.27508,1.33848,0.589288,Mobile,-0.23133,-0.04898,-1.745472
1.62872,3.44385,1.38077,1.55037,3.18497,1.35358,0.0191717,Mobile,-0.25888,-0.02719,-1.5311983
1.56768,1.89898,1.40778,1.23507,3.17596,1.25947,0.456844,Mobile,1.27698,-0.14831,-0.778226
1.74405,4.50042,1.59338,1.20663,2.9641,1.43839,0.230171,Mobile,-1.53632,-0.15499,-0.976459
1.69074,1.90211,1.51415,1.59232,3.19043,1.50558,0.145024,Mobile,1.28832,-0.00857,-1.447296
1.68305,2.35885,1.3869,1.71189,3.18367,1.21362,0.482113,Mobile,0.82482,-0.17328,-1.229777
1.73221,4.15709,1.54402,2.12349,3.02574,1.5636,0.00701316,Mobile,-1.13135,0.01958,-2.11647684
1.61572,2.84879,1.37923,1.96378,2.85771,1.34783,0.331468,Film,0.00892,-0.0314,-1.632312
1.8077,2.25784,1.46312,1.548,2.79923,1.47837,0.0833155,Mobile,0.54139,0.01525,-1.4646845
1.55203,1.41549,1.32676,1.22001,2.76812,1.22714,0.366625,DSLR,1.35263,-0.09962,-0.853385
1.72006,4.26934,1.47619,1.45028,2.75402,1.57126,0.393506,Mobile,-1.51532,0.09507,-1.056774
1.63191,2.34877,1.47709,2.06507,2.99411,1.44599,0.224366,Mobile,0.64534,-0.0311,-1.840704
1.53246,4.44019,1.20002,1.37693,3.09785,1.51259,0.535343,Mobile,-1.34234,0.31257,-0.841587
1.69139,4.67208,1.4033,1.37707,3.14313,1.2956,0.516959,Mobile,-1.52895,-0.1077,-0.860111
1.66895,4.11204,1.4819,2.03736,3.1961,1.48543,0.0726035,Mobile,-0.91594,0.00353,-1.9647565
1.72119,4.14095,1.49757,1.97268,2.86392,1.28755,0.101004,DSLR,-1.27703,-0.21002,-1.871676
1.80213,3.64181,1.59972,1.94978,3.25049,1.57832,0.292904,Film,-0.39132,-0.0214,-1.656876
1.74497,4.03098,1.57673,1.89443,2.9236,1.35,0.219422,Mobile,-1.10738,-0.22673,-1.675008
1.57898,2.22112,1.33962,1.32923,2.89446,1.34441,0.416395,Mobile,0.67334,0.00479,-0.912835
1.6497,4.59641,1.2628,1.53143,3.2293,1.53412,0.347545,Mobile,-1.36711,0.27132,-1.183885
1.59102,4.54859,1.3109,1.28995,2.8368,1.26455,0.237349,DSLR,-1.71179,-0.04635,-1.052601
1.64249,1.98682,1.43295,1.98016,2.87617,1.46807,0.274996,Mobile,0.88935,0.03512,-1.705164
1.69827,2.61336,1.46287,2.16472,2.78418,1.25165,0.478982,Mobile,0.17082,-0.21122,-1.685738
1.72135,1.64572,1.30406,1.29994,2.80287,1.39632,0.454244,DSLR,1.15715,0.09226,-0.845696
1.71756,4.1959,1.48052,1.97125,2.9747,1.53407,0.243464,Mobile,-1.2212,0.05355,-1.727786
1.69709,3.81939,1.29364,1.63658,2.9355,1.44144,0.147093,Mobile,-0.88389,0.1478,-1.489487
1.84637,4.54707,1.44523,1.21157,3.15285,1.45534,0.237989,DSLR,-1.39422,0.01011,-0.973581
1.72949,3.9785,1.49549,2.22435,2.80168,1.52612,0.400757,Mobile,-1.17682,0.03063,-1.823593
1.77435,4.12062,1.54975,1.53245,2.71782,1.52792,0.358348,Mobile,-1.4028,-0.02183,-1.174102
1.71385,2.00594,1.29372,1.74975,2.89567,1.39288,0.584143,Film,0.88973,0.09916,-1.165607
1.60377,1.48967,1.43868,1.17678,3.07585,1.47813,0.310996,DSLR,1.58618,0.03945,-0.865784
1.64664,4.40815,1.4644,1.76208,3.176,1.55887,0.316196,Mobile,-1.23215,0.09447,-1.445884
1.5411,1.4225,1.34325,1.24168,2.72831,1.22025,0.255348,Mobile,1.30581,-0.123,-0.986332
1.62351,1.86062,1.33893,1.59489,3.17664,1.44339,0.317203,Mobile,1.31602,0.10446,-1.277687
1.65074,1.30713,1.36927,1.25304,2.92651,1.49684,0.546879,Mobile,1.61938,0.12757,-0.706161
1.72311,3.97927,1.52191,1.35564,3.11326,1.50556,0.21435,Mobile,-0.86601,-0.01635,-1.14129
1.68239,2.26059,1.30254,1.78583,3.02447,1.523,0.562993,Mobile,0.76388,0.22046,-1.222837
1.69304,2.02035,1.53092,1.66533,3.26559,1.22952,0.0327952,Mobile,1.24524,-0.3014,-1.6325348
1.52088,2.10468,1.14381,1.13206,2.7612,1.57212,0.492257,Mobile,0.65652,0.42831,-0.639803
1.73726,1.44284,1.43176,1.25808,2.81706,1.39503,0.403778,DSLR,1.37422,-0.03673,-0.854302
1.65941,4.48672,1.40838,1.29091,3.20334,1.44045,0.0688131,DSLR,-1.28338,0.03207,-1.2220969
1.66228,2.88099,1.49753,1.58987,3.23344,1.27045,0.420368,DSLR,0.35245,-0.22708,-1.169502
1.57945,4.24878,1.14029,1.11063,3.17959,1.52814,0.532853,Mobile,-1.06919,0.38785,-0.577777
1.79846,2.17251,1.40972,1.418,2.96095,1.56611,0.172985,DSLR,0.78844,0.15639,-1.245015
1.56648,4.59089,1.41611,1.16439,2.73838,1.47408,0.198364,DSLR,-1.85251,0.05797,-0.966026
1.65899,3.72769,1.37656,1.38459,2.92609,1.3852,0.295029,DSLR,-0.8016,0.00864,-1.089561
1.72108,4.54744,1.43921,1.37935,3.25968,1.48228,0.10994,Mobile,-1.28776,0.04307,-1.26941
1.6689,3.83383,1.33337,1.14538,3.01737,1.20983,0.150627,Mobile,-0.81646,-0.12354,-0.994753
1.748,4.37316,1.5008,1.74754,3.15225,1.2771,0.569073,DSLR,-1.22091,-0.2237,-1.178467
1.62571,4.21282,1.23754,1.19295,3.03103,1.35984,0.195233,Mobile,-1.18179,0.1223,-0.997717
1.74654,4.09217,1.42633,1.13692,2.76801,1.42485,0.211823,Mobile,-1.32416,-0.00148,-0.925097
1.75595,4.62711,1.46998,1.26199,3.26158,1.56163,0.540617,DSLR,-1.36553,0.09165,-0.721373
1.78212,2.06057,1.39176,1.46336,3.06423,1.55931,0.0190436,Mobile,1.00366,0.16755,-1.4443164
1.79529,1.84599,1.57663,1.42028,3.21853,1.46471,0.0553728,DSLR,1.37254,-0.11192,-1.3649072
1.75913,1.15073,1.52899,1.13812,3.24494,1.44871,0.540031,Mobile,2.09421,-0.08028,-0.598089
1.81876,1.76493,1.65469,2.12682,3.25056,1.34346,0.0322459,Mobile,1.48563,-0.31123,-2.0945741
1.63657,4.40472,1.43869,1.65416,2.9131,1.4416,0.111185,Mobile,-1.49162,0.00291,-1.542975
1.74263,2.38789,1.55927,1.99245,2.75821,1.22149,0.553508,Mobile,0.37032,-0.33778,-1.438942
1.71103,1.12222,1.31062,1.24306,3.16455,1.42901,0.350932,Mobile,2.04233,0.11839,-0.892128
1.7481,3.70873,1.52285,1.36679,2.77687,1.25609,0.185473,Film,-0.93186,-0.26676,-1.181317
1.77807,4.34434,1.59666,1.32342,3.15472,1.26076,0.31193,Mobile,-1.18962,-0.3359,-1.01149
1.7333,4.63521,1.56019,1.27776,3.01041,1.22052,0.333921,Mobile,-1.6248,-0.33967,-0.943839
1.67913,2.69665,1.36553,1.79764,2.77002,1.35287,0.572057,Film,0.07337,-0.01266,-1.225583
1.78531,3.91466,1.42597,1.48009,2.89767,1.52124,0.290909,DSLR,-1.01699,0.09527,-1.189181
1.81524,3.80128,1.4695,1.99062,3.13458,1.22416,0.445235,Mobile,-0.6667,-0.24534,-1.545385
1.74611,4.13113,1.53521,1.27815,2.79249,1.58794,0.50491,Film,-1.33864,0.05273,-0.77324
1.64265,4.57,1.21952,1.8137,2.98369,1.49906,0.5935,Film,-1.58631,0.27954,-1.2202
1.73669,3.45749,1.4221,1.83792,2.83851,1.2737,0.105087,Mobile,-0.61898,-0.1484,-1.732833
1.78616,4.39728,1.50378,1.67063,3.03561,1.51441,0.221418,Mobile,-1.36167,0.01063,-1.449212
1.67745,3.57811,1.42257,1.53053,2.8204,1.50279,0.21131,Mobile,-0.75771,0.08022,-1.31922
1.72761,1.77483,1.44015,1.49632,3.19224,1.26767,0.5343,DSLR,1.41741,-0.17248,-0.96202
1.76981,2.16633,1.39331,1.13973,2.97229,1.40363,0.26064,Mobile,0.80596,0.01032,-0.87909
1.82087,3.72876,1.58379,1.85974,2.90076,1.44401,0.0411267,DSLR,-0.828,-0.13978,-1.8186133
1.72747,3.41762,1.571,1.66303,3.02499,1.36438,0.0822352,DSLR,-0.39263,-0.20662,-1.5807948
1.60349,2.36977,1.4503,2.08127,2.70679,1.45983,0.583941,Mobile,0.33702,0.00953,-1.497329
1.78719,2.29388,1.46346,1.63965,3.07311,1.24872,0.351335,Film,0.77923,-0.21474,-1.288315
1.72499,4.35544,1.54745,1.23857,2.9307,1.26012,0.0742515,Mobile,-1.42474,-0.28733,-1.1643185
1.60458,3.55842,1.39489,1.46353,2.94337,1.2093,0.353752,DSLR,-0.61505,-0.18559,-1.109778
1.53172,4.35849,1.27774,1.7919,2.89818,1.20737,0.418665,DSLR,-1.46031,-0.07037,-1.373235
1.71508,2.28039,1.3855,1.11045,3.04529,1.53631,0.0923246,DSLR,0.7649,0.15081,-1.0181254
1.73806,3.55042,1.57825,1.82189,3.25642,1.39921,0.0137699,Mobile,-0.294,-0.17904,-1.8081201
1.74838,1.66825,1.59549,1.37275,2.78549,1.37872,0.266372,Mobile,1.11724,-0.21677,-1.106378
1.76202,1.96119,1.52352,1.24999,2.80697,1.55257,0.492917,Film,0.84578,0.02905,-0.757073
1.81306,3.99669,1.59655,1.21847,3.12716,1.57566,0.555321,DSLR,-0.86953,-0.02089,-0.663149
1.6583,3.41098,1.21635,1.9281,3.18689,1.59172,0.104703,Mobile,-0.22409,0.37537,-1.823397
1.60448,1.84476,1.38614,1.30071,2.77535,1.43551,0.537962,Film,0.93059,0.04937,-0.762748
1.61154,4.13548,1.46077,1.26949,3.22877,1.27771,0.405756,Mobile,-0.90671,-0.18306,-0.863734
1.70444,2.3676,1.42176,1.59826,2.97003,1.50007,0.0786279,Mobile,0.60243,0.07831,-1.5196321
1.74975,4.19247,1.40314,1.7759,2.93176,1.41677,0.447963,Film,-1.26071,0.01363,-1.327937
1.77982,4.34606,1.48926,1.4674,3.16754,1.33145,0.511191,Mobile,-1.17852,-0.15781,-0.956209
1.83837,4.57806,1.57701,1.74364,3.07419,1.38493,0.342235,Film,-1.50387,-0.19208,-1.401405
1.84871,3.78088,1.64001,1.25833,3.19211,1.55912,0.452467,Mobile,-0.58877,-0.08089,-0.805863
1.50777,2.66742,1.2632,1.1048,2.99904,1.50686,0.379351,Mobile,0.33162,0.24366,-0.725449
1.59216,4.01997,1.41907,1.13474,3.13855,1.22448,0.176244,DSLR,-0.88142,-0.19459,-0.958496
1.45244,2.44876,1.17108,1.63349,3.00417,1.42579,0.189831,Mobile,0.55541,0.25471,-1.443659
1.81074,1.97474,1.51285,1.32037,2.8073,1.26084,0.578997,Mobile,0.83256,-0.25201,-0.741373
1.51474,1.99978,1.2106,1.56552,3.06763,1.40256,0.323411,Film,1.06785,0.19196,-1.242109
1.68264,3.86051,1.33249,1.42941,2.75325,1.54579,0.468581,Film,-1.10726,0.2133,-0.960829
1.72091,1.86082,1.31552,1.71684,3.14009,1.28098,0.529868,Mobile,1.27927,-0.03454,-1.186972
1.68177,3.64913,1.38512,1.65889,2.7293,1.5639,0.407514,Mobile,-0.91983,0.17878,-1.251376
1.76443,1.65574,1.54854,1.24302,2.73512,1.25714,0.122282,Mobile,1.07938,-0.2914,-1.120738
1.51917,1.31559,1.15391,1.35405,3.2063,1.31702,0.041438,DSLR,1.89071,0.16311,-1.312612
1.83872,4.52319,1.50011,1.18127,3.24889,1.5901,0.103842,DSLR,-1.2743,0.08999,-1.077428
1.63233,2.05248,1.48197,1.389,2.7503,1.31975,0.144658,DSLR,0.69782,-0.16222,-1.244342
1.48552,4.46136,1.24355,1.27557,2.94035,1.39139,0.439741,Mobile,-1.52101,0.14784,-0.835829
1.71698,2.06862,1.40763,1.35535,2.93848,1.51754,0.51359,DSLR,0.86986,0.10991,-0.84176
1.7989,1.40766,1.62197,1.6234,3.00325,1.23118,0.554991,Mobile,1.59559,-0.39079,-1.068409
1.71195,3.82452,1.54983,1.72674,2.79503,1.56493,0.139476,Mobile,-1.02949,0.0151,-1.587264
1.7053,1.7226,1.38047,1.28895,3.26113,1.2981,0.0399548,Mobile,1.53853,-0.08237,-1.2489952
1.56815,2.55187,1.37141,1.99288,2.82818,1.50152,0.391913,Mobile,0.27631,0.13011,-1.600967
1.78632,1.23008,1.52411,1.24095,2.91673,1.45056,0.444429,DSLR,1.68665,-0.07355,-0.796521
1.66866,4.30588,1.30698,1.26663,3.04963,1.26308,0.243684,DSLR,-1.25625,-0.0439,-1.022946
1.57885,2.06539,1.32538,1.8085,2.88683,1.29696,0.34152,Mobile,0.82144,-0.02842,-1.46698
1.54132,3.45987,1.31622,1.68952,3.05773,1.2652,0.469185,Mobile,-0.40214,-0.05102,-1.220335
1.82562,4.08067,1.66044,1.46763,2.95396,1.44241,0.142882,Mobile,-1.12671,-0.21803,-1.324748
1.62204,3.96449,1.32386,1.88537,2.96551,1.29729,0.446718,Mobile,-0.99898,-0.02657,-1.438652
1.80459,4.17357,1.42987,1.45233,2.8661,1.23912,0.446278,Mobile,-1.30747,-0.19075,-1.006052
1.61882,2.04851,1.21917,1.7682,3.05489,1.56406,0.296585,Mobile,1.00638,0.34489,-1.471615
1.72868,1.65031,1.29452,1.20406,3.01576,1.37851,0.196826,Mobile,1.36545,0.08399,-1.007234
1.67522,1.78864,1.45367,1.17919,2.73831,1.51223,0.385925,DSLR,0.94967,0.05856,-0.793265
1.57823,3.36684,1.27358,2.01899,3.02949,1.46192,0.0432325,Mobile,-0.33735,0.18834,-1.9757575
1.71553,2.59285,1.42771,1.63471,2.70916,1.47994,0.131474,Mobile,0.11631,0.05223,-1.503236
1.80745,3.82338,1.49094,2.03328,2.89933,1.28793,0.370067,DSLR,-0.92405,-0.20301,-1.663213
1.72125,3.94717,1.41602,1.67859,3.06183,1.20626,0.131803,DSLR,-0.88534,-0.20976,-1.546787
1.64441,3.49635,1.42572,1.84968,3.18715,1.59355,0.587567,DSLR,-0.3092,0.16783,-1.262113
1.78231,3.9619,1.40245,2.10517,3.06329,1.43835,0.559972,Mobile,-0.89861,0.0359,-1.545198
1.68655,1.85352,1.44454,1.40614,2.93338,1.38669,0.560045,Mobile,1.07986,-0.05785,-0.846095
1.65022,2.18783,1.45208,2.10583,3.15684,1.47378,0.448018,Mobile,0.96901,0.0217,-1.657812
1.56307,4.77703,1.21801,1.52414,3.20136,1.20775,0.554332,Film,-1.57567,-0.01026,-0.969808
1.83477,1.48813,1.50143,1.36829,2.87961,1.27555,0.394586,Mobile,1.39148,-0.22588,-0.973704
1.76035,4.04724,1.36497,1.21308,2.88827,1.45745,0.589233,Mobile,-1.15897,0.09248,-0.623847
1.51051,1.81359,1.28341,1.4995,3.07507,1.39725,0.126658,DSLR,1.26148,0.11384,-1.372842
1.70927,2.38863,1.55868,2.27146,3.13438,1.52857,0.367541,Film,0.74575,-0.03011,-1.903919
1.71859,1.92274,1.44347,1.61227,3.08149,1.35579,0.0470229,Mobile,1.15875,-0.08768,-1.5652471
1.67552,3.27464,1.3061,1.88728,2.76125,1.27923,0.071633,DSLR,-0.51339,-0.02687,-1.815647
1.66642,1.94926,1.50183,1.1951,3.07809,1.28948,0.598407,Mobile,1.12883,-0.21235,-0.596693
1.75829,1.32201,1.59064,1.69372,2.87092,1.38492,0.204059,Film,1.54891,-0.20572,-1.489661
1.64881,4.38442,1.23699,1.8357,2.86963,1.53851,0.175677,DSLR,-1.51479,0.30152,-1.660023
1.6581,1.8296,1.35288,1.49674,3.0365,1.30705,0.154161,DSLR,1.2069,-0.04583,-1.342579
1.73114,1.65752,1.55015,1.15819,3.09118,1.3858,0.41753,DSLR,1.43366,-0.16435,-0.74066
1.74729,4.22352,1.57703,1.55839,3.01598,1.41534,0.272396,Mobile,-1.20754,-0.16169,-1.285994
1.71824,2.25323,1.46868,2.20778,3.11368,1.59543,0.408374,Mobile,0.86045,0.12675,-1.799406
1.73259,2.42602,1.55005,2.29998,3.22038,1.20166,0.532981,Mobile,0.79436,-0.34839,-1.766999
1.74557,1.76676,1.42953,2.16063,2.83233,1.58622,0.0222846,Mobile,1.06557,0.15669,-2.1383454
1.57009,4.85479,1.36264,1.5001,2.86731,1.32272,0.566729,Mobile,-1.98748,-0.03992,-0.933371
1.6904,4.62073,1.43367,1.26264,3.21842,1.4779,0.539976,Mobile,-1.40231,0.04423,-0.722664
1.7156,2.10006,1.45577,1.85045,2.85149,1.40922,0.144932,Mobile,0.75143,-0.04655,-1.705518
1.57518,3.94213,1.41014,1.47495,3.21606,1.44764,0.569897,DSLR,-0.72607,0.0375,-0.905053
1.71424,4.35738,1.38776,1.21489,3.26321,1.3789,0.0957122,Mobile,-1.09417,-0.00886,-1.1191778
1.81903,1.691,1.57915,1.56493,2.86528,1.43395,0.00509049,DSLR,1.17428,-0.1452,-1.55983951
1.61573,2.33024,1.35973,1.90158,3.18601,1.39095,0.333995,DSLR,0.85577,0.03122,-1.567585
1.7706,1.41161,1.49883,1.22214,3.03233,1.22603,0.446736,DSLR,1.62072,-0.2728,-0.775404
1.56615,2.63362,1.26876,2.11487,2.90512,1.37941,0.386474,Mobile,0.2715,0.11065,-1.728396
1.50585,2.09908,1.16152,2.26604,3.22879,1.57555,0.425733,Mobile,1.12971,0.41403,-1.840307
1.63203,1.93579,1.24755,1.40117,2.95758,1.30287,0.292666,DSLR,1.02179,0.05532,-1.108504
1.76111,1.39701,1.49255,1.5141,2.90051,1.56865,0.253554,Mobile,1.5035,0.0761,-1.260546
1.68946,4.69183,1.45219,1.36252,3.15532,1.44816,0.0634663,DSLR,-1.53651,-0.00403,-1.2990537
1.81509,4.76417,1.53905,1.43162,2.86786,1.29571,0.433863,DSLR,-1.89631,-0.24334,-0.997757
1.66661,2.27813,1.30688,1.91744,3.21273,1.52545,0.378362,Mobile,0.9346,0.21857,-1.539078
1.65603,4.24007,1.36884,1.74623,3.29824,1.45615,0.0655721,Mobile,-0.94183,0.08731,-1.6806579
1.69382,3.84887,1.50634,1.57261,2.70954,1.49214,0.302426,DSLR,-1.13933,-0.0142,-1.270184
1.60019,2.62039,1.40491,1.89498,3.29231,1.33583,0.169231,Film,0.67192,-0.06908,-1.725749
1.79032,2.21026,1.46494,1.48569,3.22084,1.24331,0.104758,DSLR,1.01058,-0.22163,-1.380932
1.80412,3.91404,1.42132,2.36701,3.26528,1.59485,0.36765,Mobile,-0.64876,0.17353,-1.99936
1.81672,1.3473,1.44097,1.58688,3.14467,1.30601,0.159142,Film,1.79737,-0.13496,-1.427738
1.64954,3.99597,1.37184,2.05758,3.20418,1.30271,0.4519,Mobile,-0.79179,-0.06913,-1.60568
1.75305,2.38881,1.52244,1.27396,3.05939,1.27492,0.408356,DSLR,0.67058,-0.24752,-0.865604
1.69352,2.3654,1.52211,1.97034,2.78256,1.2589,0.0644185,DSLR,0.41716,-0.26321,-1.9059215
1.73671,4.16234,1.3928,1.21795,3.14132,1.32694,0.373565,Mobile,-1.02102,-0.06586,-0.844385
1.83656,1.81871,1.63527,1.10074,3.01416,1.43587,0.229896,Mobile,1.19545,-0.1994,-0.870844
1.72498,4.1121,1.56331,1.46097,3.27414,1.55227,0.589727,DSLR,-0.83796,-0.01104,-0.871243
1.77065,2.56733,1.42284,1.91212,2.826,1.38244,0.565539,Mobile,0.25867,-0.0404,-1.346581
1.7903,4.30256,1.62269,1.79571,2.98159,1.23919,0.0485427,DSLR,-1.32097,-0.3835,-1.7471673
1.70337,3.80952,1.40448,1.66141,2.8331,1.42464,0.101938,Mobile,-0.97642,0.02016,-1.559472
1.73301,3.63022,1.54823,1.32403,2.81419,1.25053,0.129991,Mobile,-0.81603,-0.2977,-1.194039
1.73534,4.26386,1.44958,1.43777,3.09537,1.50183,0.345695,DSLR,-1.16849,0.05225,-1.092075
1.69571,2.06403,1.46586,1.32027,3.12169,1.2288,0.00382702,Mobile,1.05766,-0.23706,-1.31644298
1.68125,2.01506,1.49102,2.12155,2.93826,1.47541,0.515073,Mobile,0.9232,-0.01561,-1.606477
1.69761,3.628,1.49778,1.50081,3.0422,1.56785,0.582275,DSLR,-0.5858,0.07007,-0.918535
1.71348,2.18556,1.40879,1.77788,2.81827,1.34777,0.379937,Mobile,0.63271,-0.06102,-1.397943
1.69353,3.214,1.50111,2.59475,2.83951,1.48835,0.204956,Mobile,-0.37449,-0.01276,-2.389794
1.77062,2.27085,1.50243,1.7693,3.11478,1.2288,0.0372814,Mobile,0.84393,-0.27363,-1.7320186
1.72031,3.15425,1.52241,1.99923,2.81955,1.55487,0.337931,Mobile,-0.3347,0.03246,-1.661299
1.62366,3.85013,1.31156,1.52694,2.82904,1.48759,0.0536332,Film,-1.02109,0.17603,-1.4733068
1.7496,4.17404,1.5417,1.60831,3.15748,1.57158,0.267122,DSLR,-1.01656,0.02988,-1.341188
1.79126,1.62963,1.44899,1.1621,3.27213,1.32683,0.305228,DSLR,1.6425,-0.12216,-0.856872
1.63984,3.34694,1.28006,1.35611,3.26651,1.39457,0.268239,Mobile,-0.08043,0.11451,-1.087871
1.68344,2.17043,1.27126,1.83632,2.92259,1.41734,0.347819,Mobile,0.75216,0.14608,-1.488501
1.75056,3.5486,1.52379,2.13152,3.23994,1.59807,0.034077,Mobile,-0.30866,0.07428,-2.097443
1.64173,3.95496,1.33748,2.16689,2.93544,1.23016,0.246815,Mobile,-1.01952,-0.10732,-1.920075
1.78548,3.37569,1.5484,2.09302,2.99728,1.53191,0.44051,Mobile,-0.37841,-0.01649,-1.65251
1.5325,4.06207,1.16825,1.40597,2.8834,1.50403,0.499252,DSLR,-1.17867,0.33578,-0.906718
1.73562,1.73069,1.45402,1.65527,2.86604,1.30801,0.232166,DSLR,1.13535,-0.14601,-1.423104
1.78281,1.97706,1.61697,1.65945,3.212,1.28521,0.578887,Mobile,1.23494,-0.33176,-1.080563
1.72351,4.37051,1.29103,1.88117,3.03033,1.25341,0.50969,DSLR,-1.34018,-0.03762,-1.37148
1.71676,1.76723,1.33252,1.83685,2.98937,1.57779,0.135502,Mobile,1.22214,0.24527,-1.701348
1.67732,4.5454,1.48903,1.84005,3.17733,1.36683,0.199042,DSLR,-1.36807,-0.1222,-1.641008
1.77001,4.16228,1.58053,1.50656,2.83254,1.44138,0.579894,Mobile,-1.32974,-0.13915,-0.926666
1.80393,4.32482,1.42869,1.4286,2.77339,1.51703,0.184704,Mobile,-1.55143,0.08834,-1.243896
1.72302,1.93643,1.53106,1.80407,2.79073,1.37411,0.285324,DSLR,0.8543,-0.15695,-1.518746
1.57908,3.96691,1.17062,1.57663,2.70033,1.31982,0.487698,Mobile,-1.26658,0.1492,-1.088932
1.70994,2.30553,1.45486,1.9384,3.26775,1.41824,0.337547,Mobile,0.96222,-0.03662,-1.600853
1.70433,4.47649,1.27987,1.41973,3.28376,1.23167,0.369848,DSLR,-1.19273,-0.0482,-1.049882
1.70036,3.70739,1.42728,2.3671,2.96395,1.22595,0.26357,DSLR,-0.74344,-0.20133,-2.10353
1.67325,2.10671,1.44758,1.89603,3.04429,1.39698,0.145354,DSLR,0.93758,-0.0506,-1.750676
1.84919,2.84407,1.61755,1.86145,3.11965,1.52274,0.0714499,Mobile,0.27558,-0.09481,-1.7900001
1.84539,1.95603,1.64719,2.14013,2.80326,1.38702,0.181207,Mobile,0.84723,-0.26017,-1.958923
1.72025,4.1862,1.48145,1.29044,3.0407,1.406,0.0314951,Mobile,-1.1455,-0.07545,-1.2589449
1.80262,4.55013,1.45975,1.28481,3.27378,1.36757,0.0673299,Mobile,-1.27635,-0.09218,-1.2174801
1.74298,1.51727,1.409,1.12716,2.78797,1.31631,0.130815,DSLR,1.2707,-0.09269,-0.996345
1.80439,3.89689,1.46103,1.29467,3.16865,1.43311,0.0380688,Mobile,-0.72824,-0.02792,-1.2566012
1.56683,1.73213,1.39763,1.29672,2.81161,1.31879,0.231892,DSLR,1.07948,-0.07884,-1.064828
1.59248,4.73807,1.3577,1.58868,2.75638,1.24484,0.42599,Film,-1.98169,-0.11286,-1.16269
1.46399,3.97831,1.15018,1.51135,3.21158,1.33217,0.467025,Mobile,-0.76673,0.18199,-1.044325
1.84896,3.9316,1.45731,1.80854,3.09653,1.5101,0.0293527,DSLR,-0.83507,0.05279,-1.7791873
1.49514,2.14297,1.34294,2.00859,3.2054,1.34299,0.499197,Mobile,1.06243,5E-05,-1.509393
1.78347,2.31413,1.40978,2.48593,2.88538,1.44075,0.574621,DSLR,0.57125,0.03097,-1.911309
1.65196,2.32297,1.28443,2.25164,2.88487,1.44244,0.181335,Mobile,0.5619,0.15801,-2.070305
1.52712,4.78921,1.32323,1.40461,2.94368,1.3279,0.154949,Mobile,-1.84553,0.00467,-1.249661
1.59887,2.26593,1.36014,1.88777,3.04253,1.32344,0.244673,DSLR,0.7766,-0.0367,-1.643097
1.63501,4.38166,1.26851,1.75594,2.87729,1.5706,0.226325,Mobile,-1.50437,0.30209,-1.529615
1.84607,4.09591,1.58573,1.45323,2.74924,1.4753,0.147606,Mobile,-1.34667,-0.11043,-1.305624
1.66408,3.26553,1.50134,2.81577,2.94215,1.29588,0.0421705,Mobile,-0.32338,-0.20546,-2.7735995
1.74096,3.5603,1.51013,1.53438,3.06435,1.31352,0.116587,Mobile,-0.49595,-0.19661,-1.417793
1.6198,4.42599,1.20386,1.68167,2.84469,1.50776,0.108017,Film,-1.5813,0.3039,-1.573653
1.62334,3.95088,1.38185,1.66502,2.75938,1.28228,0.309806,DSLR,-1.1915,-0.09957,-1.355214
1.7284,1.81462,1.34844,1.59334,2.70934,1.50258,0.537211,DSLR,0.89472,0.15414,-1.056129
1.61816,3.79168,1.31511,1.56819,2.83682,1.36717,0.535362,DSLR,-0.95486,0.05206,-1.032828
1.57379,2.56477,1.33362,2.47967,2.74371,1.48834,0.289187,Mobile,0.17894,0.15472,-2.190483
1.67487,4.23744,1.3628,1.72835,2.72479,1.45538,0.0548051,Film,-1.51265,0.09258,-1.6735449
1.78535,3.24889,1.44871,2.00231,3.23335,1.34535,0.57138,Mobile,-0.01554,-0.10336,-1.43093
