x,y,z,QCLOUD,QGRAUP,QICE,QRAIN,QSNOW,QVAPOR,CLOUD,PRECIP,P,TC,U,V,W,Velocity
390,270,20,0,0,0,0,0,0.004728,0,0,237.795319,4.357549,14.357111,7.878519,-0.340776,16.380287
420,270,20,0,0,0,0,0,0.00397,0,0,331.57489,4.843993,8.890436,2.725047,-0.012635,9.298704
450,270,20,0,0,0,0,0,0.005166,0,0,356.161621,4.603054,6.228432,3.362554,-0.02931,7.078205
480,270,20,0,0,0,0,0,0.003978,0,0,419.248352,3.814602,6.227613,2.800358,0.13236,6.829545
0,300,20,0,0,0,0,0,0.000695,0,0,1452.737427,2.261973,1.43387,2.162276,-0.359585,2.619298
30,300,20,0,0,0,0,0,0.005386,0,0,1293.871582,1.349406,-0.571764,2.959442,-0.031573,3.014334
60,300,20,0,0,0,0,0,0.004516,0,0,1206.619629,1.773005,-4.419455,3.084834,0.015193,5.389621
90,300,20,0,0,0,0,0,0.003276,0,0,1109.939453,3.024016,-8.61266,2.809014,-0.000931,9.059166
120,300,20,0,0,0,0,0,0.001875,0,0,970.285645,3.289526,-12.89658,4.447981,-0.136335,13.642759
150,300,20,0,0,0,0,0,0.001083,0,0,807.503845,3.67366,-14.903357,6.061519,-0.133653,16.089434
180,300,20,0,0,0,0,0,0.006163,0,0,534.420288,3.056699,-19.108852,9.246202,0.103959,21.22855
210,300,20,0,0,0,0.000001,0,0.006967,0,0.000001,254.988892,3.459146,-21.130653,21.768417,0.105062,30.337759
240,300,20,0.000648,0.000025,0,0.000553,0.000001,0.008325,0.000648,0.000578,-123.030495,4.111699,-21.120186,29.735058,0.586492,36.477116
270,300,20,0,0,0,0.000015,0,0.007623,0,0.000015,-353.519348,5.04746,-11.577972,36.969917,-0.174689,38.740868
300,300,20,0,0,0,0,0,0.004669,0,0,-287.426788,6.007836,6.576164,36.673805,0.145169,37.259026
330,300,20,0,0,0,0,0,0.005061,0,0,-68.732254,5.563075,15.776991,24.895756,-0.000793,29.473923
360,300,20,0,0,0,0,0,0.006246,0,0,147.832214,4.226979,14.926712,13.554836,0.21204,20.16396
390,300,20,0,0,0,0.00012,0,0.007791,0,0.00012,255.683441,5.018042,8.092224,12.53842,-0.077109,14.923204
420,300,20,0,0,0,0,0,0.006134,0,0,349.883667,4.666115,8.567305,5.372254,-0.122974,10.113108
450,300,20,0,0,0,0,0,0.006314,0,0,417.743469,4.346038,7.272604,4.591107,-0.009201,8.600531
480,300,20,0,0,0,0,0,0.003395,0,0,451.828735,4.426274,5.941998,2.920079,0.018656,6.620766
0,330,20,0,0,0,0,0,0.001084,0,0,1428.565674,2.14919,2.52731,2.100366,-0.402518,3.310718
30,330,20,0,0,0,0,0,0.005004,0,0,1339.414551,1.308282,-0.303039,3.066384,-0.037839,3.081554
60,330,20,0,0,0,0,0,0.005623,0,0,1242.512451,1.437681,-5.292155,1.986784,-0.027363,5.652872
90,330,20,0,0,0,0,0,0.002563,0,0,1149.167236,2.981113,-8.600263,2.326986,0.007087,8.909513
120,330,20,0,0,0,0,0,0.001881,0,0,1020.349243,3.200167,-10.74677,5.314963,0.062707,11.989405
150,330,20,0,0,0,0,0,0.001031,0,0,900.095398,4.132577,-11.64275,5.785069,-0.012896,13.0008
180,330,20,0,0,0,0,0,0.004661,0,0,694.261658,3.416348,-14.383344,9.872968,0.038133,17.445847
210,330,20,0.000213,0.000007,0,0.000074,0,0.007466,0.000213,0.000081,457.331207,2.810012,-16.520672,16.766928,0.198912,23.539371
240,330,20,0,0,0,0,0,0.005748,0,0.000001,273.531067,4.782169,-11.889265,25.069721,0.010276,27.746092
270,330,20,0,0.000011,0,0.000117,0,0.006844,0,0.000128,152.466461,4.495548,-5.124106,28.693207,-0.021434,29.147161
300,330,20,0.000586,0,0,0.000169,0,0.008611,0.000586,0.00017,55.442406,4.65388,3.925698,28.207253,0.020169,28.479126
330,330,20,0,0,0,0.000015,0,0.007873,0,0.000015,190.185745,5.055406,6.406275,20.110012,0.018895,21.105766
360,330,20,0,0,0,0,0,0.005409,0,0,267.362122,5.38955,6.82261,14.727023,-0.081196,16.230829
390,330,20,0,0,0,0,0,0.004758,0,0,366.94516,5.082455,6.999208,9.963825,-0.031073,12.176522
420,330,20,0,0,0,0,0,0.005496,0,0,382.162537,4.818733,5.718481,5.697989,-0.051926,8.072843
450,330,20,0,0,0,0,0,0.003534,0,0,451.940186,4.4317,5.266826,3.905964,0.108685,6.558035
480,330,20,0,0,0,0,0,0.003206,0,0,483.369141,4.235404,4.147155,4.099876,-0.010203,5.831636
0,360,20,0,0,0,0,0,0.001879,0,0,1386.207031,1.988631,3.370744,2.278925,-0.305823,4.080312
30,360,20,0,0,0,0,0,0.004944,0,0,1327.528564,1.438338,-2.840309,3.16783,-0.005219,4.254707
60,360,20,0,0,0,0,0,0.004533,0,0,1276.075562,1.694323,-4.024341,2.555048,-0.09145,4.767804
90,360,20,0,0,0,0,0,0.001322,0,0,1215.682983,2.93863,-7.373535,1.721121,0.034949,7.571822
120,360,20,0,0,0,0,0,0.001823,0,0,1098.573364,3.455386,-8.710487,4.081934,0.030591,9.619549
150,360,20,0,0,0,0,0,0.001244,0,0,1001.446655,4.126244,-9.36862,6.025788,0.033892,11.139224
180,360,20,0,0,0,0,0,0.001921,0,0,836.268433,4.180094,-8.753872,9.183974,0.008233,12.68762
210,360,20,0.000137,0,0,0.000003,0,0.006591,0.000137,0.000003,676.964844,3.048773,-11.085523,14.966467,-0.169344,18.625591
240,360,20,0,0,0,0,0,0.005228,0,0,534.68689,3.317492,-8.203552,18.64743,0.213379,20.373278
270,360,20,0,0,0,0,0,0.006525,0,0,487.598114,3.34698,-3.744984,18.984751,-0.169077,19.351337
300,360,20,0,0,0,0,0,0.006688,0,0,366.716278,4.437379,-2.737795,18.58222,-0.000831,18.782822
330,360,20,0,0,0,0,0,0.004937,0,0,344.197876,5.17487,2.912267,16.13191,0.084195,16.392891
360,360,20,0,0,0,0,0,0.006097,0,0,409.963043,4.988221,3.368481,12.149763,0.108436,12.608536
390,360,20,0,0,0,0,0,0.00428,0,0,422.334381,5.292483,5.044082,9.146046,0.065944,10.444963
420,360,20,0,0,0,0,0,0.00265,0,0,463.697571,5.130445,3.689557,8.417711,0.001375,9.190794
450,360,20,0,0,0,0,0,0.002741,0,0,498.455963,4.532619,4.256164,6.358988,-0.039791,7.652009
480,360,20,0,0,0,0,0,0.003461,0,0,531.299316,3.642604,2.809074,4.735427,0.036161,5.506041
0,390,20,0,0,0,0,0,0.004325,0,0,1502.197021,1.983222,3.821566,-0.414519,-1.1597,4.015109
30,390,20,0,0.000002,0,0,0,0.004976,0,0.000002,1329.813965,1.231661,-4.557867,1.682483,-0.128073,4.860175
60,390,20,0,0,0,0,0,0.001491,0,0,1316.348877,2.368928,-5.538842,1.229985,-0.078414,5.674309
90,390,20,0,0,0,0,0,0.00153,0,0,1238.190674,3.088052,-5.205256,1.99374,0.019193,5.574052
120,390,20,0,0,0,0,0,0.001719,0,0,1150.024902,3.800517,-7.913962,3.313613,-0.167557,8.581311
150,390,20,0,0,0,0,0,0.001222,0,0,1093.339355,4.655815,-8.138918,3.538919,-0.050099,8.875158
180,390,20,0,0,0,0,0,0.0006,0,0,972.895386,4.083029,-5.764884,7.10255,0.061814,9.147892
210,390,20,0,0,0,0,0,0.002583,0,0,842.181885,4.10087,-4.378159,11.022881,-0.033592,11.860578
240,390,20,0,0,0,0,0,0.006541,0,0,704.599182,3.413501,-4.972077,15.053749,-0.127865,15.854124
270,390,20,0,0,0,0,0,0.006072,0,0,616.610474,3.796876,-5.523297,16.086538,0.154734,17.009041
300,390,20,0,0.000102,0,0.000013,0,0.003537,0,0.000115,609.998047,3.891878,1.579429,16.354431,-0.19476,16.431675
330,390,20,0,0,0,0.00002,0,0.006501,0,0.00002,511.554047,4.727103,0.018799,16.420221,0.153348,16.420948
360,390,20,0,0,0,0,0,0.003344,0,0,505.787659,4.420569,1.893073,11.92107,-0.037992,12.070504
390,390,20,0,0,0,0,0,0.002029,0,0,508.249512,5.52889,-0.048559,9.644341,0.33896,9.650417
420,390,20,0,0,0,0,0,0.003456,0,0,535.834045,4.136564,1.207252,8.523138,-0.105222,8.608856
450,390,20,0,0,0,0,0,0.004228,0,0,564.298584,3.301355,2.377293,6.044301,0.021207,6.49504
480,390,20,0,0,0,0,0,0.004826,0,0,573.627808,3.475782,1.79754,4.079165,0.044352,4.457881
0,420,20,0,0.000197,0,0.000073,0,0.006133,0,0.000269,1553.68042,2.005338,3.850275,-2.980956,-0.542199,4.899458
30,420,20,0,0,0,0,0,0.002646,0,0,1348.328735,2.049706,-4.721613,1.0066,0.009317,4.827729
60,420,20,0,0,0,0,0,0.000952,0,0,1345.659912,2.738391,-4.549092,0.74011,-0.154563,4.611495
90,420,20,0,0,0,0,0,0.001796,0,0,1280.744629,2.802541,-4.8975,0.781293,-0.007688,4.959434
120,420,20,0,0,0,0,0,0.001491,0,0,1237.242065,3.549908,-6.873535,0.928803,0.009961,6.936012
150,420,20,0,0,0,0,0,0.00102,0,0,1145.674927,4.414219,-6.497581,3.523007,-0.03294,7.391294
180,420,20,0,0,0,0,0,0.000564,0,0,1065.845581,4.816312,-6.488037,5.53972,0.114179,8.532067
210,420,20,0,0,0,0,0,0.001747,0,0,948.394653,4.547467,-3.25681,7.355601,0.028323,8.044407
240,420,20,0,0,0,0,0,0.002191,0,0,845.499878,4.213718,-3.980976,6.649508,-0.039619,7.750206
270,420,20,0,0,0,0,0,0.003625,0,0,779.093811,3.649554,-2.752089,8.319911,0.232387,8.766351
300,420,20,0,0,0,0,0,0.005582,0,0,720.229553,3.104228,-2.33281,9.828099,0.024829,10.101195
330,420,20,0,0,0,0,0,0.005801,0,0,673.639771,3.304066,-1.751457,12.927685,0.152083,13.046677
360,420,20,0,0,0,0,0,0.005716,0,0,636.619629,3.464395,-0.481453,10.451043,0.061588,10.462308
390,420,20,0.000675,0,0,0.000123,0,0.007757,0.000675,0.000123,574.078735,3.274283,1.342397,8.532698,0.263985,8.641681
420,420,20,0,0,0,0,0,0.00609,0,0,606.041992,3.060226,0.349013,6.167662,0.052507,6.177752
450,420,20,0,0,0,0,0,0.006199,0,0,620.050293,2.997985,1.340095,5.351034,0.005407,5.516289
480,420,20,0,0,0,0,0,0.00626,0,0,635.023193,2.863391,1.928606,3.591117,-0.020527,4.076281
0,450,20,0,0.000226,0,0.000196,0,0.007095,0,0.000422,1704.270752,2.359623,3.738859,-6.676371,0.714864,7.685312
30,450,20,0,0,0,0,0,0.003149,0,0,1362.555176,2.169599,-5.750362,-3.751028,-0.057917,6.865875
60,450,20,0,0,0,0,0,0.001287,0,0,1350.849121,3.052729,-4.06176,-1.625912,-0.003049,4.375099
90,450,20,0,0,0,0,0,0.001656,0,0,1304.500244,3.36771,-4.68857,-1.06369,-0.017802,4.807748
120,450,20,0,0,0,0,0,0.001145,0,0,1269.124023,3.411023,-6.086715,-0.687344,0.086058,6.126006
150,450,20,0,0,0,0,0,0.000756,0,0,1196.07251,4.169372,-5.697715,0.368125,-0.232428,5.714324
180,450,20,0,0,0,0,0,0.000761,0,0,1125.339233,4.356735,-4.635222,2.263186,0.160571,5.160725
210,450,20,0,0,0,0,0,0.001335,0,0,1013.49292,4.199363,-3.911152,4.061394,-0.09207,5.639194
240,450,20,0,0,0,0,0,0.002451,0,0,921.494629,4.012701,-2.0669,5.553199,-0.069289,5.925782
270,450,20,0,0,0,0,0,0.002107,0,0,868.297668,4.008429,-3.321113,4.688302,-0.052857,5.745673
300,450,20,0,0,0,0,0,0.002214,0,0,829.991821,4.177131,-1.037697,5.369722,0.048971,5.46929
330,450,20,0,0,0,0,0,0.003157,0,0,783.956299,3.747858,-1.56897,5.096504,-0.000604,5.332544
360,450,20,0,0,0,0,0,0.004505,0,0,746.344116,3.566624,-0.17708,5.218753,0.069144,5.222214
390,450,20,0,0,0,0,0,0.005005,0,0,733.265259,3.238363,-0.527988,4.733346,-0.031707,4.762809
420,450,20,0,0,0,0,0,0.00464,0,0,700.688599,3.425956,0.094726,4.115834,-0.01173,4.116941
450,450,20,0,0,0,0,0,0.00516,0,0,697.026245,2.901858,-0.258954,3.318309,-0.05115,3.328791
480,450,20,0,0,0,0,0,0.005064,0,0,676.52478,3.11319,0.29615,1.33758,0.016996,1.370079
0,480,20,0,0.000086,0,0.000171,0,0.007264,0,0.000257,1945.774902,3.051247,3.556099,-10.94237,-0.213372,11.507687
30,480,20,0,0,0,0,0,0.002611,0,0,1383.487549,2.564366,-3.767322,-10.345358,0.005998,11.009958
60,480,20,0,0,0,0,0,0.001165,0,0,1377.030762,2.810669,-3.174414,-3.613727,-0.033631,4.8101
90,480,20,0,0,0,0,0,0.001108,0,0,1341.673096,3.483237,-4.023351,-0.892032,-0.022209,4.121113
120,480,20,0,0,0,0,0,0.000646,0,0,1306.974487,3.85062,-4.358193,0.429056,-0.08379,4.380064
150,480,20,0,0,0,0,0,0.000629,0,0,1243.277832,4.218322,-4.014474,1.798824,0.00023,4.399065
180,480,20,0,0,0,0,0,0.000582,0,0,1168.490112,3.982147,-2.937728,3.91151,-0.183081,4.895271
210,480,20,0,0,0,0,0,0.001817,0,0,1057.375854,3.810429,-2.424532,3.846867,-0.036734,4.547317
240,480,20,0,0,0,0,0,0.003643,0,0,982.695801,2.982655,-2.251228,4.256934,-0.007107,4.815555
270,480,20,0,0,0,0,0,0.003732,0,0,913.550964,3.561322,-2.569561,5.396001,0.044575,5.976743
300,480,20,0,0,0,0,0,0.003254,0,0,867.776062,4.185447,-2.184591,5.398802,0.029955,5.824122
330,480,20,0,0,0,0,0,0.00237,0,0,856.941406,4.232217,-2.589958,3.668492,0.092643,4.49158
360,480,20,0,0,0,0,0,0.00198,0,0,837.343872,4.37617,-1.091873,2.107622,-0.016608,2.373717
390,480,20,0,0,0,0,0,0.002622,0,0,807.222656,3.860321,-0.578598,1.348962,-0.005636,1.467824
420,480,20,0,0,0,0,0,0.003322,0,0,766.131592,3.726498,-0.617367,0.013743,0.021743,0.617903
450,480,20,0,0,0,0,0,0.004016,0,0,746.09082,3.369273,-0.337373,-1.113233,0.057233,1.164639
480,480,20,0,0,0,0,0,0.00413,0,0,732.650146,3.540297,-0.388984,-2.104638,-0.045501,2.140766
0,0,30,0,0,0,0,0,0.00054,0,0,908.214233,-13.457063,-0.666441,4.982149,-0.162132,5.029139
30,0,30,0,0,0,0,0,0.000604,0,0,895.492798,-13.339108,-1.893702,4.654014,-0.179716,5.027748
60,0,30,0,0,0,0,0,0.000495,0,0,862.495972,-13.056404,-1.935526,3.183324,-0.039673,3.725773
90,0,30,0,0,0,0,0,0.000397,0,0,830.990417,-12.597736,-1.531499,1.182236,0.003288,1.93473
120,0,30,0,0,0,0,0,0.000372,0,0,793.839844,-12.092278,-0.491293,-0.688593,0.048838,0.847298
150,0,30,0,0,0,0,0,0.000333,0,0,785.498291,-11.667632,0.253545,-1.844955,0.025802,1.862475
180,0,30,0,0,0,0,0,0.000347,0,0,772.457275,-11.369076,0.518999,-2.700923,0.015969,2.750382
210,0,30,0,0,0,0,0,0.000332,0,0,733.827026,-11.096505,1.524384,-3.808758,0.015042,4.102513
240,0,30,0,0,0,0,0,0.000324,0,0,681.5578,-10.818839,2.765469,-5.560151,-0.036146,6.210024
270,0,30,0,0,0,0,0,0.000315,0,0,634.496643,-10.463198,3.156513,-7.146373,-0.018272,7.812461
300,0,30,0,0,0,0,0,0.000282,0,0,567.247742,-10.029444,2.570073,-7.452665,-0.092734,7.883914
330,0,30,0,0,0,0,0,0.000201,0,0,463.601318,-9.564513,1.389577,-6.772279,-0.082721,6.913865
360,0,30,0,0,0,0,0,0.000402,0,0,379.49353,-8.985355,0.673575,-6.291269,0.072211,6.327636
390,0,30,0,0,0,0,0,0.001306,0,0,315.307037,-8.316851,2.307858,-5.487754,0.154753,5.9553
420,0,30,0,0,0,0,0,0.001179,0,0,281.720947,-7.779103,5.696352,-3.670448,0.109936,6.777367
450,0,30,0,0,0,0,0,0.001288,0,0,285.000854,-7.1837,7.925878,-2.494132,0.162396,8.310632
480,0,30,0,0,0,0,0,0.001764,0,0,292.837494,-6.433433,6.985087,-2.775182,0.09826,7.516829
0,30,30,0,0,0,0,0,0.000633,0,0,922.217651,-12.892604,-0.967734,6.113621,-0.23552,6.194218
30,30,30,0,0,0,0,0,0.00052,0,0,922.587524,-12.56567,-3.103556,4.828961,0.076368,5.740798
60,30,30,0,0,0,0,0,0.000467,0,0,888.547668,-12.932573,-4.111192,3.945836,0.075649,5.698881
90,30,30,0,0,0,0,0,0.000437,0,0,853.112549,-12.719604,-1.896627,1.985612,0.047731,2.746294
120,30,30,0,0,0,0,0,0.000426,0,0,826.92041,-12.117493,-0.882722,1.414167,-0.024236,1.667229
150,30,30,0,0,0,0,0,0.000371,0,0,769.954468,-11.649004,-0.652693,0.838254,-0.136089,1.071073
180,30,30,0,0,0,0,0,0.00035,0,0,861.627625,-11.458008,0.143707,-1.584372,0.025329,1.591077
210,30,30,0,0,0,0,0,0.000361,0,0,734.80249,-11.27924,1.295526,-3.934737,0.003655,4.14253
240,30,30,0,0,0,0,0,0.000341,0,0,660.392883,-10.82709,2.553817,-5.542107,-0.054672,6.102452
270,30,30,0,0,0,0,0,0.000318,0,0,624.00946,-10.517864,3.598511,-7.308066,-0.07007,8.146289
300,30,30,0,0,0,0,0,0.000288,0,0,540.398193,-9.966861,3.559444,-7.111124,0.032997,7.952284
330,30,30,0,0,0,0,0,0.000249,0,0,458.696106,-9.387638,2.756448,-7.243735,-0.079068,7.750868
360,30,30,0,0,0,0,0,0.000645,0,0,354.588989,-8.941697,-0.036124,-5.970442,-0.074498,5.971016
390,30,30,0,0,0,0,0,0.001686,0,0,339.460083,-8.714358,4.584732,-3.210636,0.044718,5.597316
420,30,30,0,0.00003,0,0,0,0.003181,0,0.00003,276.894409,-8.296942,4.52185,-2.701368,-0.057468,5.26762
450,30,30,0,0,0,0,0,0.00141,0,0,253.7164,-7.31635,9.122258,-2.014783,-0.055653,9.342272
480,30,30,0,0,0,0,0,0.001894,0,0,288.891876,-6.56252,7.552936,-3.961183,-0.077075,8.528995
0,60,30,0,0,0,0,0,0.00064,0,0,940.167786,-12.270021,-1.40838,4.570438,-0.164253,4.785334
30,60,30,0,0,0,0,0,0.000624,0,0,957.748657,-12.735855,-5.182544,3.676451,0.029846,6.354207
60,60,30,0,0,0,0,0,0.000499,0,0,895.871277,-12.787728,-5.009919,3.358158,-0.003128,6.031296
90,60,30,0,0,0,0,0,0.000444,0,0,842.133301,-12.343348,-2.798246,3.456101,0.021748,4.446941
120,60,30,0,0,0,0,0,0.000455,0,0,883.313354,-12.128046,-1.308039,4.441011,0.032995,4.629755
150,60,30,0,0,0,0,0,0.000463,0,0,952.037109,-11.717257,-2.107235,4.697387,-0.036898,5.148519
180,60,30,0,0,0,0,0,0.000324,0,0,782.355652,-11.447449,-2.635631,0.929317,0.007808,2.794681
210,60,30,0,0,0,0,0,0.000377,0,0,690.396667,-11.097033,-0.220159,-3.457494,-0.055045,3.464934
240,60,30,0,0,0,0,0,0.000336,0,0,617.110352,-10.88338,2.944041,-5.335474,0.058516,6.094103
270,60,30,0,0,0,0,0,0.000284,0,0,550.480286,-10.350808,5.495543,-6.093865,-0.004155,8.205863
300,60,30,0,0,0,0,0,0.000267,0,0,468.994263,-9.816272,6.091739,-5.709544,-0.024879,8.349178
330,60,30,0,0,0,0,0,0.000259,0,0,421.936981,-9.007668,5.216883,-4.594944,0.054367,6.952147
360,60,30,0,0,0,0,0,0.000365,0,0,353.041016,-8.326446,2.084054,-3.420177,-0.149959,4.007915
390,60,30,0,0,0,0,0,0.001986,0,0,288.760925,-8.796751,8.040925,-4.562361,-0.143247,9.246196
420,60,30,0,0,0,0,0,0.001631,0,0,247.81398,-7.625942,9.224426,-0.025898,0.193294,9.226488
450,60,30,0.000217,0.002182,0,0.000001,0.000002,0.0051,0.000217,0.002184,265.69162,-5.857871,13.435551,-6.576378,2.443243,15.156919
480,60,30,0,0,0,0,0,0.00193,0,0,287.562561,-6.431187,8.568577,-1.187202,-0.0599,8.650639
0,90,30,0,0,0,0,0,0.000593,0,0,998.332642,-11.628271,-1.800696,3.036995,-0.060393,3.531217
30,90,30,0,0,0,0,0,0.000535,0,0,969.591309,-12.141948,-6.000516,3.451134,-0.100393,6.922904
60,90,30,0,0,0,0,0,0.000426,0,0,949.340576,-11.95352,-4.385804,4.306587,0.100287,6.147522
90,90,30,0,0,0,0,0,0.000418,0,0,965.81189,-11.839507,-1.84366,4.498973,-0.02655,4.862155
120,90,30,0,0,0,0,0,0.000075,0,0,942.812439,-11.331137,-1.516487,4.474186,-0.026734,4.724277
150,90,30,0,0,0,0,0,0.000131,0,0,829.062378,-10.99322,-5.29882,1.462292,0.055529,5.49717
180,90,30,0,0,0,0,0,0.000094,0,0,698.727417,-10.462011,-7.21045,-1.434859,0.036425,7.351921
210,90,30,0,0,0,0,0,0.00053,0,0,580.832153,-10.329964,-5.827843,-3.828481,-0.051256,6.973065
240,90,30,0,0,0,0,0,0.000202,0,0,465.354523,-10.005918,-2.791694,-6.431443,0.05777,7.011445
270,90,30,0,0,0,0,0,0.000124,0,0,403.667175,-9.872118,2.488464,-8.615586,0.017017,8.967779
300,90,30,0,0,0,0,0,0.000273,0,0,358.841766,-9.272468,6.991502,-6.364263,0.039414,9.454443
330,90,30,0,0,0,0,0,0.000319,0,0,356.912476,-8.507064,6.840946,-4.796815,-0.210428,8.357767
360,90,30,0,0,0,0,0,0.000453,0,0,327.416046,-7.918847,5.13482,-2.046242,0.111169,5.528638
390,90,30,0,0,0,0,0,0.002283,0,0,279.393127,-8.057109,6.737691,-2.16772,-0.079167,7.07826
420,90,30,0,0,0,0,0,0.002573,0,0,266.196899,-7.780063,7.479809,-1.781909,0.12845,7.690205
450,90,30,0.000357,0.000131,0,0,0.000013,0.004547,0.000357,0.000144,252.04425,-7.334412,5.113719,1.781011,0.61339,5.449621
480,90,30,0,0,0,0,0,0.001506,0,0,220.953613,-6.143817,6.154773,0.141706,0.030108,6.156478
0,120,30,0,0,0,0,0,0.000537,0,0,1059.784302,-11.110409,-1.710346,1.899654,-0.076003,2.557293
30,120,30,0,0,0,0,0,0.000436,0,0,1018.026855,-11.336535,-5.432994,3.363498,-0.013373,6.389892
60,120,30,0,0,0,0,0,0.000332,0,0,1046.736206,-11.348557,-3.369105,3.134732,0.060509,4.60229
90,120,30,0,0,0,0,0,0.000162,0,0,972.856018,-10.760766,-2.357462,2.64037,0.045955,3.539957
120,120,30,0,0,0,0,0,0.000175,0,0,866.206665,-10.786084,-5.294212,0.269148,-0.098644,5.301967
150,120,30,0,0,0,0,0,0.000185,0,0,733.477295,-10.670115,-8.578589,-3.477863,0.059821,9.25696
180,120,30,0,0,0,0,0,0.000153,0,0,577.349548,-10.131439,-8.672375,-5.838978,0.01351,10.454852
210,120,30,0,0,0,0,0,0.001676,0,0,449.710114,-10.210881,-5.525702,-7.357796,-0.127203,9.202538
240,120,30,0,0,0,0,0,0.001797,0,0,350.666138,-9.883925,-1.400076,-8.526139,-0.042473,8.640432
270,120,30,0,0,0,0,0,0.001118,0,0,281.522583,-9.578966,1.375277,-9.617875,0.095809,9.716177
300,120,30,0,0,0,0,0,0.000184,0,0,225.287994,-8.612494,6.815265,-9.179422,0.248423,11.43553
330,120,30,0,0,0,0,0,0.000273,0,0,250.625031,-8.068254,8.250971,-6.819761,-0.033062,10.704614
360,120,30,0,0,0,0,0,0.000388,0,0,253.661194,-8.152012,6.360596,-3.157665,-0.096759,7.101929
390,120,30,0,0,0,0,0,0.002242,0,0,256.237854,-7.73505,9.305991,0.972897,0.08787,9.357121
420,120,30,0,0,0,0,0,0.001669,0,0,257.124084,-7.100139,11.451597,1.057498,-0.127687,11.50103
450,120,30,0,0,0,0,0,0.002361,0,0,220.854156,-6.927003,8.6745,0.674124,0.177109,8.702456
480,120,30,0,0,0,0,0,0.001922,0,0,244.412186,-5.886062,6.595022,-0.462229,-0.009948,6.611207
0,150,30,0,0,0,0,0,0.000457,0,0,1116.416016,-10.566967,-1.552164,1.157659,-0.31089,1.961132
30,150,30,0,0,0,0,0,0.000394,0,0,1039.820557,-10.981341,-4.917403,2.273493,0.040108,5.417678
60,150,30,0,0,0,0,0,0.000267,0,0,974.824097,-10.668374,-4.493457,1.964486,0.021787,4.904165
90,150,30,0,0,0,0,0,0.000193,0,0,895.958801,-10.28803,-4.917647,0.511196,0.060203,4.944512
120,150,30,0,0,0,0,0,0.000171,0,0,757.575317,-10.434202,-8.042603,-2.352635,0.089901,8.380121
150,150,30,0,0,0,0,0,0.000208,0,0,594.361572,-10.114494,-12.359967,-4.761366,-0.050605,13.24545
180,150,30,0,0,0,0,0,0.002854,0,0,485.575348,-9.800953,-11.312061,-6.518984,-0.175718,13.057211
210,150,30,0,0,0,0,0,0.00299,0,0,344.736572,-8.202043,-9.897255,-7.47289,-0.120981,12.402192
240,150,30,0,0,0,0,0,0.00236,0,0,204.185211,-6.46277,-4.849081,-9.412455,0.286913,10.591988
270,150,30,0,0,0,0,0,0.001677,0,0,120.23336,-6.793372,1.496448,-13.431244,0.0599,13.514483
300,150,30,0,0,0,0,0,0.000699,0,0,106.291145,-6.868121,8.525191,-12.301867,-0.183356,14.968248
330,150,30,0,0,0,0,0,0.000392,0,0,157.457748,-7.456975,12.45816,-7.888345,0.163907,14.746479
360,150,30,0,0,0,0,0,0.000603,0,0,198.86261,-7.313545,11.002926,-2.421403,0.086678,11.266547
390,150,30,0,0,0,0,0,0.002551,0,0,224.529846,-7.80644,11.32198,2.14573,-0.045691,11.523605
420,150,30,0,0,0,0,0,0.001918,0,0,231.827942,-6.56472,12.41308,1.866485,0.148341,12.553499
450,150,30,0,0,0,0,0,0.001987,0,0,173.397125,-6.412955,8.168619,0.483579,0.064124,8.183172
480,150,30,0,0,0,0,0,0.002067,0,0,218.871811,-5.39597,7.853316,-0.244865,0.197554,7.859616
0,180,30,0,0,0,0,0,0.00044,0,0,1091.275757,-10.461405,-1.67103,1.003378,-0.305377,1.972907
30,180,30,0,0,0,0,0,0.000346,0,0,1049.324951,-10.646597,-4.729525,0.784643,0.039148,4.794331
60,180,30,0,0,0,0,0,0.000161,0,0,966.225464,-10.024334,-4.705176,1.596148,-0.019947,4.968578
90,180,30,0,0,0,0,0,0.000137,0,0,806.887451,-9.973187,-6.371557,0.583319,0.048418,6.398386
120,180,30,0,0,0,0,0,0.00033,0,0,659.893372,-9.751531,-11.170545,-1.548183,0.08277,11.277623
150,180,30,0,0.000007,0,0,0.000004,0.003012,0,0.000011,567.270386,-9.574461,-12.600887,-4.348716,-0.059765,13.330314
180,180,30,0,0.000013,0,0,0.000004,0.003745,0,0.000017,402.736877,-8.110773,-10.322591,-0.085882,-0.036185,10.323011
210,180,30,0,0.00007,0,0,0.000004,0.004267,0,0.000073,212.126617,-6.93086,-9.495391,-3.245002,0.206087,10.03668
240,180,30,0,0.000225,0,0,0.000003,0.004348,0,0.000227,-8.61902,-6.038924,-7.884137,-9.990667,-0.189308,12.728271
270,180,30,0,0.000017,0,0,0,0.003821,0,0.000017,-217.050446,-4.819552,3.387078,-15.748416,0.039908,16.108583
300,180,30,0,0,0,0,0,0.001805,0,0,-215.742126,-4.941687,12.289259,-16.748705,0.109724,20.773951
330,180,30,0,0,0,0,0,0.000637,0,0,-48.887417,-5.835092,18.603411,-9.368912,-0.062101,20.829481
360,180,30,0,0,0,0,0,0.000629,0,0,100.201332,-6.576969,16.21409,-1.309081,0.113286,16.267244
390,180,30,0,0,0,0,0,0.002179,0,0,193.994354,-7.472218,13.531871,0.782125,0.019807,13.55447
