Analysis Id,Sample Id,Sample#,Type,Fixed?,Latitude,Longitude,Distance(miles),Bearing,Direction,Collection Date,Source,Description,Weight,Weight Unit,Depth,Surface Area(cm2),Shape,Uncertainty%,MDA,Method Code,Moisture%,Nuclide,Result,Unit
271319,18055,DOD-RAW00079,Soil,No,35.75,139.35,148.4378533,219.4532445,SW,3/31/2011 1:15,DOD,"Description: US Navy, RAW00079, Yokota (LAT. 35.75N, LONG. 139.35E), Middle School Soil 1200 ccpm;",,,,,,,,,,I-131,2.34E-05,uCi/g
271379,18055,DOD-RAW00079,Soil,No,35.75,139.35,148.4378533,219.4532445,SW,3/31/2011 1:15,DOD,"Description: US Navy, RAW00079, Yokota (LAT. 35.75N, LONG. 139.35E), Middle School Soil 1200 ccpm;",,,,,,,,,,I-132,1.60E-06,uCi/g
271439,18055,DOD-RAW00079,Soil,No,35.75,139.35,148.4378533,219.4532445,SW,3/31/2011 1:15,DOD,"Description: US Navy, RAW00079, Yokota (LAT. 35.75N, LONG. 139.35E), Middle School Soil 1200 ccpm;",,,,,,,,,,Te-132,1.86E-06,uCi/g
271499,18055,DOD-RAW00079,Soil,No,35.75,139.35,148.4378533,219.4532445,SW,3/31/2011 1:15,DOD,"Description: US Navy, RAW00079, Yokota (LAT. 35.75N, LONG. 139.35E), Middle School Soil 1200 ccpm;",,,,,,,,,,Cs-134,3.88E-06,uCi/g
271559,18055,DOD-RAW00079,Soil,No,35.75,139.35,148.4378533,219.4532445,SW,3/31/2011 1:15,DOD,"Description: US Navy, RAW00079, Yokota (LAT. 35.75N, LONG. 139.35E), Middle School Soil 1200 ccpm;",,,,,,,,,,Cs-136,3.04E-07,uCi/g
271619,18055,DOD-RAW00079,Soil,No,35.75,139.35,148.4378533,219.4532445,SW,3/31/2011 1:15,DOD,"Description: US Navy, RAW00079, Yokota (LAT. 35.75N, LONG. 139.35E), Middle School Soil 1200 ccpm;",,,,,,,,,,Cs-137,4.39E-06,uCi/g
271679,18055,DOD-RAW00079,Soil,No,35.75,139.35,148.4378533,219.4532445,SW,3/31/2011 1:15,DOD,"Description: US Navy, RAW00079, Yokota (LAT. 35.75N, LONG. 139.35E), Middle School Soil 1200 ccpm;",,,,,,,,,,Te-129m,8.18E-06,uCi/g
271739,18055,DOD-RAW00079,Soil,No,35.75,139.35,148.4378533,219.4532445,SW,3/31/2011 1:15,DOD,"Description: US Navy, RAW00079, Yokota (LAT. 35.75N, LONG. 139.35E), Middle School Soil 1200 ccpm;",,,,,,,,,,La-140,0,uCi/g
271799,18055,DOD-RAW00079,Soil,No,35.75,139.35,148.4378533,219.4532445,SW,3/31/2011 1:15,DOD,"Description: US Navy, RAW00079, Yokota (LAT. 35.75N, LONG. 139.35E), Middle School Soil 1200 ccpm;",,,,,,,,,,Te-129,3.79E-06,uCi/g
271859,18055,DOD-RAW00079,Soil,No,35.75,139.35,148.4378533,219.4532445,SW,3/31/2011 1:15,DOD,"Description: US Navy, RAW00079, Yokota (LAT. 35.75N, LONG. 139.35E), Middle School Soil 1200 ccpm;",,,,,,,,,,Nb-95,4.71E-08,uCi/g
271205,18061,DOD-RAW00080,Soil,No,35.75,139.35,148.4378533,219.4532445,SW,3/31/2011 1:45,DOD,"Description: US Navy, RAW00080, Yokota (LAT. 35.75N, LONG. 139.35E), Elementary School Soil  ;",,,,,,,,,,Mo-99,0,uCi/g
271265,18061,DOD-RAW00080,Soil,No,35.75,139.35,148.4378533,219.4532445,SW,3/31/2011 1:45,DOD,"Description: US Navy, RAW00080, Yokota (LAT. 35.75N, LONG. 139.35E), Elementary School Soil  ;",,,,,,,,,,Tc-99m,0,uCi/g
271325,18061,DOD-RAW00080,Soil,No,35.75,139.35,148.4378533,219.4532445,SW,3/31/2011 1:45,DOD,"Description: US Navy, RAW00080, Yokota (LAT. 35.75N, LONG. 139.35E), Elementary School Soil  ;",,,,,,,,,,I-131,3.40E-05,uCi/g
271385,18061,DOD-RAW00080,Soil,No,35.75,139.35,148.4378533,219.4532445,SW,3/31/2011 1:45,DOD,"Description: US Navy, RAW00080, Yokota (LAT. 35.75N, LONG. 139.35E), Elementary School Soil  ;",,,,,,,,,,I-132,3.19E-06,uCi/g
271445,18061,DOD-RAW00080,Soil,No,35.75,139.35,148.4378533,219.4532445,SW,3/31/2011 1:45,DOD,"Description: US Navy, RAW00080, Yokota (LAT. 35.75N, LONG. 139.35E), Elementary School Soil  ;",,,,,,,,,,Te-132,4.09E-06,uCi/g
271505,18061,DOD-RAW00080,Soil,No,35.75,139.35,148.4378533,219.4532445,SW,3/31/2011 1:45,DOD,"Description: US Navy, RAW00080, Yokota (LAT. 35.75N, LONG. 139.35E), Elementary School Soil  ;",,,,,,,,,,Cs-134,6.31E-06,uCi/g
271565,18061,DOD-RAW00080,Soil,No,35.75,139.35,148.4378533,219.4532445,SW,3/31/2011 1:45,DOD,"Description: US Navy, RAW00080, Yokota (LAT. 35.75N, LONG. 139.35E), Elementary School Soil  ;",,,,,,,,,,Cs-136,6.13E-07,uCi/g
271625,18061,DOD-RAW00080,Soil,No,35.75,139.35,148.4378533,219.4532445,SW,3/31/2011 1:45,DOD,"Description: US Navy, RAW00080, Yokota (LAT. 35.75N, LONG. 139.35E), Elementary School Soil  ;",,,,,,,,,,Cs-137,7.09E-06,uCi/g
271685,18061,DOD-RAW00080,Soil,No,35.75,139.35,148.4378533,219.4532445,SW,3/31/2011 1:45,DOD,"Description: US Navy, RAW00080, Yokota (LAT. 35.75N, LONG. 139.35E), Elementary School Soil  ;",,,,,,,,,,Te-129m,1.63E-05,uCi/g
271745,18061,DOD-RAW00080,Soil,No,35.75,139.35,148.4378533,219.4532445,SW,3/31/2011 1:45,DOD,"Description: US Navy, RAW00080, Yokota (LAT. 35.75N, LONG. 139.35E), Elementary School Soil  ;",,,,,,,,,,La-140,0,uCi/g
271805,18061,DOD-RAW00080,Soil,No,35.75,139.35,148.4378533,219.4532445,SW,3/31/2011 1:45,DOD,"Description: US Navy, RAW00080, Yokota (LAT. 35.75N, LONG. 139.35E), Elementary School Soil  ;",,,,,,,,,,Te-129,8.31E-06,uCi/g
271865,18061,DOD-RAW00080,Soil,No,35.75,139.35,148.4378533,219.4532445,SW,3/31/2011 1:45,DOD,"Description: US Navy, RAW00080, Yokota (LAT. 35.75N, LONG. 139.35E), Elementary School Soil  ;",,,,,,,,,,Nb-95,0,uCi/g
200305,8641,SCF-20776,Soil,No,35.322197,138.865287,188.5441915,220.3836496,SW,4/3/2011 9:37,DOE,Field Team: WET WEIGHT 204.5 G;,72.4,grams,3,,,1.47E-06,2.45E-06,Gamma Spectroscopy,,Te-129m,-8.97E-07,uCi/g
200307,8641,SCF-20776,Soil,No,35.322197,138.865287,188.5441915,220.3836496,SW,4/3/2011 9:37,DOE,Field Team: WET WEIGHT 204.5 G;,72.4,grams,3,,,9.25E-07,3.82E-07,GP Counting,,Sr-90,-2.57E-07,uCi/g
200309,8641,SCF-20776,Soil,No,35.322197,138.865287,188.5441915,220.3836496,SW,4/3/2011 9:37,DOE,Field Team: WET WEIGHT 204.5 G;,72.4,grams,3,,,2.90E-07,4.85E-07,Gamma Spectroscopy,,Ce-144,-2.05E-07,uCi/g
200311,8641,SCF-20776,Soil,No,35.322197,138.865287,188.5441915,220.3836496,SW,4/3/2011 9:37,DOE,Field Team: WET WEIGHT 204.5 G;,72.4,grams,3,,,3.74E-07,6.42E-07,Gamma Spectroscopy,,Ba-140,-1.23E-07,uCi/g
200313,8641,SCF-20776,Soil,No,35.322197,138.865287,188.5441915,220.3836496,SW,4/3/2011 9:37,DOE,Field Team: WET WEIGHT 204.5 G;,72.4,grams,3,,,5.71E-07,4.41E-07,,,Pu-241,-1.79E-08,uCi/g
200315,8641,SCF-20776,Soil,No,35.322197,138.865287,188.5441915,220.3836496,SW,4/3/2011 9:37,DOE,Field Team: WET WEIGHT 204.5 G;,72.4,grams,3,,,1.02E-07,0,Gamma Spectroscopy,,Mo-99,-9.82E-10,uCi/g
200317,8641,SCF-20776,Soil,No,35.322197,138.865287,188.5441915,220.3836496,SW,4/3/2011 9:37,DOE,Field Team: WET WEIGHT 204.5 G;,72.4,grams,3,,,1.56E-05,0,Gamma Spectroscopy,,I-132,-6.20E-11,uCi/g
200319,8641,SCF-20776,Soil,No,35.322197,138.865287,188.5441915,220.3836496,SW,4/3/2011 9:37,DOE,Field Team: WET WEIGHT 204.5 G;,72.4,grams,3,,,1.56E-05,0,Gamma Spectroscopy,,Te-132,-6.20E-11,uCi/g
200321,8641,SCF-20776,Soil,No,35.322197,138.865287,188.5441915,220.3836496,SW,4/3/2011 9:37,DOE,Field Team: WET WEIGHT 204.5 G;,72.4,grams,3,,,4.57E-11,3.68E-11,Alpha Spectroscopy,,Cm-242,3.22E-11,uCi/g
200323,8641,SCF-20776,Soil,No,35.322197,138.865287,188.5441915,220.3836496,SW,4/3/2011 9:37,DOE,Field Team: WET WEIGHT 204.5 G;,72.4,grams,3,,,1.88E-10,2.47E-10,Alpha Spectroscopy,,Np-237,9.12E-11,uCi/g
200325,8641,SCF-20776,Soil,No,35.322197,138.865287,188.5441915,220.3836496,SW,4/3/2011 9:37,DOE,Field Team: WET WEIGHT 204.5 G;,72.4,grams,3,,,7.84E-11,3.68E-11,Alpha Spectroscopy,,Cm-243/244,1.09E-10,uCi/g
200327,8641,SCF-20776,Soil,No,35.322197,138.865287,188.5441915,220.3836496,SW,4/3/2011 9:37,DOE,Field Team: WET WEIGHT 204.5 G;,72.4,grams,3,,,3.04E-07,5.19E-07,Gamma Spectroscopy,,Cs-136,2.55E-10,uCi/g
200329,8641,SCF-20776,Soil,No,35.322197,138.865287,188.5441915,220.3836496,SW,4/3/2011 9:37,DOE,Field Team: WET WEIGHT 204.5 G;,72.4,grams,3,,,2.23E-10,1.87E-10,Alpha Spectroscopy,,Pu-238,4.57E-10,uCi/g
200331,8641,SCF-20776,Soil,No,35.322197,138.865287,188.5441915,220.3836496,SW,4/3/2011 9:37,DOE,Field Team: WET WEIGHT 204.5 G;,72.4,grams,3,,,1.86E-10,3.73E-11,Alpha Spectroscopy,,Am-241,5.38E-10,uCi/g
200333,8641,SCF-20776,Soil,No,35.322197,138.865287,188.5441915,220.3836496,SW,4/3/2011 9:37,DOE,Field Team: WET WEIGHT 204.5 G;,72.4,grams,3,,,3.55E-10,2.44E-10,Alpha Spectroscopy,,Pu-239/240,1.11E-09,uCi/g
200335,8641,SCF-20776,Soil,No,35.322197,138.865287,188.5441915,220.3836496,SW,4/3/2011 9:37,DOE,Field Team: WET WEIGHT 204.5 G;,72.4,grams,3,,,1.47E-09,2.58E-09,Alpha Spectroscopy,,U-235,7.13E-09,uCi/g
200337,8641,SCF-20776,Soil,No,35.322197,138.865287,188.5441915,220.3836496,SW,4/3/2011 9:37,DOE,Field Team: WET WEIGHT 204.5 G;,72.4,grams,3,,,4.37E-09,4.74E-11,Alpha Spectroscopy,,Pu-236,3.65E-08,uCi/g
200339,8641,SCF-20776,Soil,No,35.322197,138.865287,188.5441915,220.3836496,SW,4/3/2011 9:37,DOE,Field Team: WET WEIGHT 204.5 G;,72.4,grams,3,,,7.69E-09,3.70E-11,Alpha Spectroscopy,,Am-243,6.60E-08,uCi/g
200341,8641,SCF-20776,Soil,No,35.322197,138.865287,188.5441915,220.3836496,SW,4/3/2011 9:37,DOE,Field Team: WET WEIGHT 204.5 G;,72.4,grams,3,,,1.92E-07,3.82E-07,GP Counting,,Sr-Total,7.06E-08,uCi/g
200343,8641,SCF-20776,Soil,No,35.322197,138.865287,188.5441915,220.3836496,SW,4/3/2011 9:37,DOE,Field Team: WET WEIGHT 204.5 G;,72.4,grams,3,,,3.16E-08,2.58E-09,Alpha Spectroscopy,,U-238,1.54E-07,uCi/g
200345,8641,SCF-20776,Soil,No,35.322197,138.865287,188.5441915,220.3836496,SW,4/3/2011 9:37,DOE,Field Team: WET WEIGHT 204.5 G;,72.4,grams,3,,,3.39E-08,8.84E-09,Alpha Spectroscopy,,U-233/234,1.63E-07,uCi/g
200347,8641,SCF-20776,Soil,No,35.322197,138.865287,188.5441915,220.3836496,SW,4/3/2011 9:37,DOE,Field Team: WET WEIGHT 204.5 G;,72.4,grams,3,,,5.97E-08,9.57E-08,Gamma Spectroscopy,,Cs-134,3.06E-07,uCi/g
200349,8641,SCF-20776,Soil,No,35.322197,138.865287,188.5441915,220.3836496,SW,4/3/2011 9:37,DOE,Field Team: WET WEIGHT 204.5 G;,72.4,grams,3,,,7.18E-08,7.12E-08,Gamma Spectroscopy,,Cs-137,3.76E-07,uCi/g
200351,8641,SCF-20776,Soil,No,35.322197,138.865287,188.5441915,220.3836496,SW,4/3/2011 9:37,DOE,Field Team: WET WEIGHT 204.5 G;,72.4,grams,3,,,9.25E-07,3.82E-07,GP Counting,,Sr-89,6.14E-07,uCi/g
200353,8641,SCF-20776,Soil,No,35.322197,138.865287,188.5441915,220.3836496,SW,4/3/2011 9:37,DOE,Field Team: WET WEIGHT 204.5 G;,72.4,grams,3,,,2.42E-07,1.51E-08,Alpha Spectroscopy,,U-232,1.99E-06,uCi/g
200355,8641,SCF-20776,Soil,No,35.322197,138.865287,188.5441915,220.3836496,SW,4/3/2011 9:37,DOE,Field Team: WET WEIGHT 204.5 G;,72.4,grams,3,,,2.97E-06,4.01E-06,GP Counting,,Gross Alpha,2.44E-06,uCi/g
200357,8641,SCF-20776,Soil,No,35.322197,138.865287,188.5441915,220.3836496,SW,4/3/2011 9:37,DOE,Field Team: WET WEIGHT 204.5 G;,72.4,grams,3,,,1.61E-06,1.90E-06,Gamma Spectroscopy,,I-131,3.37E-06,uCi/g
200359,8641,SCF-20776,Soil,No,35.322197,138.865287,188.5441915,220.3836496,SW,4/3/2011 9:37,DOE,Field Team: WET WEIGHT 204.5 G;,72.4,grams,3,,,3.90E-06,4.70E-06,GP Counting,,Gross Beta,7.93E-06,uCi/g
200361,8641,SCF-20776,Soil,No,35.322197,138.865287,188.5441915,220.3836496,SW,4/3/2011 9:37,DOE,Field Team: WET WEIGHT 204.5 G;,72.4,grams,3,,,0,2.51E-09,ICP-MS,,Pu-239,0,uCi/g
200363,8641,SCF-20776,Soil,No,35.322197,138.865287,188.5441915,220.3836496,SW,4/3/2011 9:37,DOE,Field Team: WET WEIGHT 204.5 G;,72.4,grams,3,,,0,2.51E-09,ICP-MS,,Pu-240,0,uCi/g
200365,8643,SCF-20862,Soil,No,38.137215,140.927631,49.70128912,353.427175,N,4/5/2011 10:23,DOE,Field Team: 637 cpm Beta  WET WEIGHT 202.0 G;,55.2,grams,10,100,,8.75E-07,4.31E-07,GP Counting,,Sr-90,-4.86E-07,uCi/g
200367,8643,SCF-20862,Soil,No,38.137215,140.927631,49.70128912,353.427175,N,4/5/2011 10:23,DOE,Field Team: 637 cpm Beta  WET WEIGHT 202.0 G;,55.2,grams,10,100,,3.20E-07,5.40E-07,Gamma Spectroscopy,,Ce-144,-5.96E-08,uCi/g
200369,8643,SCF-20862,Soil,No,38.137215,140.927631,49.70128912,353.427175,N,4/5/2011 10:23,DOE,Field Team: 637 cpm Beta  WET WEIGHT 202.0 G;,55.2,grams,10,100,,1.15E-07,0,Gamma Spectroscopy,,Mo-99,-7.06E-10,uCi/g
200371,8643,SCF-20862,Soil,No,38.137215,140.927631,49.70128912,353.427175,N,4/5/2011 10:23,DOE,Field Team: 637 cpm Beta  WET WEIGHT 202.0 G;,55.2,grams,10,100,,2.87E-10,4.21E-10,Alpha Spectroscopy,,Pu-238,-1.01E-10,uCi/g
200373,8643,SCF-20862,Soil,No,38.137215,140.927631,49.70128912,353.427175,N,4/5/2011 10:23,DOE,Field Team: 637 cpm Beta  WET WEIGHT 202.0 G;,55.2,grams,10,100,,2.13E-05,0,Gamma Spectroscopy,,I-132,-3.19E-11,uCi/g
200375,8643,SCF-20862,Soil,No,38.137215,140.927631,49.70128912,353.427175,N,4/5/2011 10:23,DOE,Field Team: 637 cpm Beta  WET WEIGHT 202.0 G;,55.2,grams,10,100,,2.13E-05,0,Gamma Spectroscopy,,Te-132,-3.19E-11,uCi/g
200377,8643,SCF-20862,Soil,No,38.137215,140.927631,49.70128912,353.427175,N,4/5/2011 10:23,DOE,Field Team: 637 cpm Beta  WET WEIGHT 202.0 G;,55.2,grams,10,100,,2.05E-10,2.71E-10,Alpha Spectroscopy,,Cm-242,7.10E-18,uCi/g
200379,8643,SCF-20862,Soil,No,38.137215,140.927631,49.70128912,353.427175,N,4/5/2011 10:23,DOE,Field Team: 637 cpm Beta  WET WEIGHT 202.0 G;,55.2,grams,10,100,,5.07E-11,6.83E-11,Alpha Spectroscopy,,Cm-243/244,2.53E-11,uCi/g
200381,8643,SCF-20862,Soil,No,38.137215,140.927631,49.70128912,353.427175,N,4/5/2011 10:23,DOE,Field Team: 637 cpm Beta  WET WEIGHT 202.0 G;,55.2,grams,10,100,,1.91E-10,2.75E-10,Alpha Spectroscopy,,Np-237,5.11E-11,uCi/g
200383,8643,SCF-20862,Soil,No,38.137215,140.927631,49.70128912,353.427175,N,4/5/2011 10:23,DOE,Field Team: 637 cpm Beta  WET WEIGHT 202.0 G;,55.2,grams,10,100,,1.47E-10,6.94E-11,Alpha Spectroscopy,,Am-241,2.05E-10,uCi/g
200385,8643,SCF-20862,Soil,No,38.137215,140.927631,49.70128912,353.427175,N,4/5/2011 10:23,DOE,Field Team: 637 cpm Beta  WET WEIGHT 202.0 G;,55.2,grams,10,100,,4.67E-10,4.76E-10,Alpha Spectroscopy,,Pu-239/240,8.34E-10,uCi/g
200387,8643,SCF-20862,Soil,No,38.137215,140.927631,49.70128912,353.427175,N,4/5/2011 10:23,DOE,Field Team: 637 cpm Beta  WET WEIGHT 202.0 G;,55.2,grams,10,100,,3.58E-09,2.34E-09,Alpha Spectroscopy,,U-235,2.32E-08,uCi/g
200389,8643,SCF-20862,Soil,No,38.137215,140.927631,49.70128912,353.427175,N,4/5/2011 10:23,DOE,Field Team: 637 cpm Beta  WET WEIGHT 202.0 G;,55.2,grams,10,100,,8.43E-09,2.72E-10,Alpha Spectroscopy,,Pu-236,7.15E-08,uCi/g
200391,8643,SCF-20862,Soil,No,38.137215,140.927631,49.70128912,353.427175,N,4/5/2011 10:23,DOE,Field Team: 637 cpm Beta  WET WEIGHT 202.0 G;,55.2,grams,10,100,,1.65E-06,2.82E-06,Gamma Spectroscopy,,Te-129m,9.33E-08,uCi/g
200393,8643,SCF-20862,Soil,No,38.137215,140.927631,49.70128912,353.427175,N,4/5/2011 10:23,DOE,Field Team: 637 cpm Beta  WET WEIGHT 202.0 G;,55.2,grams,10,100,,1.49E-08,2.73E-10,Alpha Spectroscopy,,Am-243,1.30E-07,uCi/g
200395,8643,SCF-20862,Soil,No,38.137215,140.927631,49.70128912,353.427175,N,4/5/2011 10:23,DOE,Field Team: 637 cpm Beta  WET WEIGHT 202.0 G;,55.2,grams,10,100,,5.76E-07,4.37E-07,,,Pu-241,2.11E-07,uCi/g
200397,8643,SCF-20862,Soil,No,38.137215,140.927631,49.70128912,353.427175,N,4/5/2011 10:23,DOE,Field Team: 637 cpm Beta  WET WEIGHT 202.0 G;,55.2,grams,10,100,,2.12E-07,4.31E-07,GP Counting,,Sr-Total,3.80E-07,uCi/g
200399,8643,SCF-20862,Soil,No,38.137215,140.927631,49.70128912,353.427175,N,4/5/2011 10:23,DOE,Field Team: 637 cpm Beta  WET WEIGHT 202.0 G;,55.2,grams,10,100,,4.29E-07,8.02E-07,Gamma Spectroscopy,,Ba-140,4.16E-07,uCi/g
200401,8643,SCF-20862,Soil,No,38.137215,140.927631,49.70128912,353.427175,N,4/5/2011 10:23,DOE,Field Team: 637 cpm Beta  WET WEIGHT 202.0 G;,55.2,grams,10,100,,7.98E-08,1.04E-08,Alpha Spectroscopy,,U-233/234,5.02E-07,uCi/g
200403,8643,SCF-20862,Soil,No,38.137215,140.927631,49.70128912,353.427175,N,4/5/2011 10:23,DOE,Field Team: 637 cpm Beta  WET WEIGHT 202.0 G;,55.2,grams,10,100,,7.70E-08,2.34E-09,Alpha Spectroscopy,,U-238,5.02E-07,uCi/g
200405,8643,SCF-20862,Soil,No,38.137215,140.927631,49.70128912,353.427175,N,4/5/2011 10:23,DOE,Field Team: 637 cpm Beta  WET WEIGHT 202.0 G;,55.2,grams,10,100,,4.29E-07,7.69E-07,Gamma Spectroscopy,,Cs-136,7.91E-07,uCi/g
200407,8643,SCF-20862,Soil,No,38.137215,140.927631,49.70128912,353.427175,N,4/5/2011 10:23,DOE,Field Team: 637 cpm Beta  WET WEIGHT 202.0 G;,55.2,grams,10,100,,8.75E-07,4.31E-07,GP Counting,,Sr-89,1.19E-06,uCi/g
200409,8643,SCF-20862,Soil,No,38.137215,140.927631,49.70128912,353.427175,N,4/5/2011 10:23,DOE,Field Team: 637 cpm Beta  WET WEIGHT 202.0 G;,55.2,grams,10,100,,2.33E-07,1.51E-08,Alpha Spectroscopy,,U-232,1.95E-06,uCi/g
200411,8643,SCF-20862,Soil,No,38.137215,140.927631,49.70128912,353.427175,N,4/5/2011 10:23,DOE,Field Team: 637 cpm Beta  WET WEIGHT 202.0 G;,55.2,grams,10,100,,3.99E-06,3.93E-06,GP Counting,,Gross Alpha,5.08E-06,uCi/g
200413,8643,SCF-20862,Soil,No,38.137215,140.927631,49.70128912,353.427175,N,4/5/2011 10:23,DOE,Field Team: 637 cpm Beta  WET WEIGHT 202.0 G;,55.2,grams,10,100,,5.28E-07,8.47E-08,Gamma Spectroscopy,,Cs-137,8.18E-06,uCi/g
200415,8643,SCF-20862,Soil,No,38.137215,140.927631,49.70128912,353.427175,N,4/5/2011 10:23,DOE,Field Team: 637 cpm Beta  WET WEIGHT 202.0 G;,55.2,grams,10,100,,3.27E-07,1.13E-07,Gamma Spectroscopy,,Cs-134,8.18E-06,uCi/g
200417,8643,SCF-20862,Soil,No,38.137215,140.927631,49.70128912,353.427175,N,4/5/2011 10:23,DOE,Field Team: 637 cpm Beta  WET WEIGHT 202.0 G;,55.2,grams,10,100,,3.60E-06,3.56E-06,Gamma Spectroscopy,,I-131,2.33E-05,uCi/g
200419,8643,SCF-20862,Soil,No,38.137215,140.927631,49.70128912,353.427175,N,4/5/2011 10:23,DOE,Field Team: 637 cpm Beta  WET WEIGHT 202.0 G;,55.2,grams,10,100,,6.82E-06,4.97E-06,GP Counting,,Gross Beta,3.38E-05,uCi/g
200421,8643,SCF-20862,Soil,No,38.137215,140.927631,49.70128912,353.427175,N,4/5/2011 10:23,DOE,Field Team: 637 cpm Beta  WET WEIGHT 202.0 G;,55.2,grams,10,100,,0,3.44E-09,ICP-MS,,Pu-239,0,uCi/g
200423,8643,SCF-20862,Soil,No,38.137215,140.927631,49.70128912,353.427175,N,4/5/2011 10:23,DOE,Field Team: 637 cpm Beta  WET WEIGHT 202.0 G;,55.2,grams,10,100,,0,3.44E-09,ICP-MS,,Pu-240,0,uCi/g
200425,8629,SCF-20929,Soil,No,35.293526,139.671843,165.1754982,207.6528975,SSW,4/6/2011 11:29,DOE,"Field Team: DOSE RATE BICRON 250 CPM  WET WEIGHT 92.5 G; Description: Basketball Tower, (yokosuka Bldg 1315);",55.2,grams,3,100,,1.21E-06,4.25E-07,GP Counting,,Sr-89,-1.69E-06,uCi/g
200427,8629,SCF-20929,Soil,No,35.293526,139.671843,165.1754982,207.6528975,SSW,4/6/2011 11:29,DOE,"Field Team: DOSE RATE BICRON 250 CPM  WET WEIGHT 92.5 G; Description: Basketball Tower, (yokosuka Bldg 1315);",55.2,grams,3,100,,5.63E-07,8.14E-07,Gamma Spectroscopy,,Ba-140,-2.31E-07,uCi/g
200429,8629,SCF-20929,Soil,No,35.293526,139.671843,165.1754982,207.6528975,SSW,4/6/2011 11:29,DOE,"Field Team: DOSE RATE BICRON 250 CPM  WET WEIGHT 92.5 G; Description: Basketball Tower, (yokosuka Bldg 1315);",55.2,grams,3,100,,2.07E-06,3.52E-06,Gamma Spectroscopy,,Te-129m,-2.21E-07,uCi/g
200431,8629,SCF-20929,Soil,No,35.293526,139.671843,165.1754982,207.6528975,SSW,4/6/2011 11:29,DOE,"Field Team: DOSE RATE BICRON 250 CPM  WET WEIGHT 92.5 G; Description: Basketball Tower, (yokosuka Bldg 1315);",55.2,grams,3,100,,4.21E-07,7.11E-07,Gamma Spectroscopy,,Ce-144,-8.76E-08,uCi/g
200433,8629,SCF-20929,Soil,No,35.293526,139.671843,165.1754982,207.6528975,SSW,4/6/2011 11:29,DOE,"Field Team: DOSE RATE BICRON 250 CPM  WET WEIGHT 92.5 G; Description: Basketball Tower, (yokosuka Bldg 1315);",55.2,grams,3,100,,1.53E-07,0,Gamma Spectroscopy,,Mo-99,-2.89E-10,uCi/g
200435,8629,SCF-20929,Soil,No,35.293526,139.671843,165.1754982,207.6528975,SSW,4/6/2011 11:29,DOE,"Field Team: DOSE RATE BICRON 250 CPM  WET WEIGHT 92.5 G; Description: Basketball Tower, (yokosuka Bldg 1315);",55.2,grams,3,100,,2.13E-10,2.95E-10,Alpha Spectroscopy,,Cm-242,-3.21E-11,uCi/g
200437,8629,SCF-20929,Soil,No,35.293526,139.671843,165.1754982,207.6528975,SSW,4/6/2011 11:29,DOE,"Field Team: DOSE RATE BICRON 250 CPM  WET WEIGHT 92.5 G; Description: Basketball Tower, (yokosuka Bldg 1315);",55.2,grams,3,100,,2.34E-05,0,Gamma Spectroscopy,,I-132,-1.73E-11,uCi/g
200439,8629,SCF-20929,Soil,No,35.293526,139.671843,165.1754982,207.6528975,SSW,4/6/2011 11:29,DOE,"Field Team: DOSE RATE BICRON 250 CPM  WET WEIGHT 92.5 G; Description: Basketball Tower, (yokosuka Bldg 1315);",55.2,grams,3,100,,2.34E-05,0,Gamma Spectroscopy,,Te-132,-1.73E-11,uCi/g
200441,8629,SCF-20929,Soil,No,35.293526,139.671843,165.1754982,207.6528975,SSW,4/6/2011 11:29,DOE,"Field Team: DOSE RATE BICRON 250 CPM  WET WEIGHT 92.5 G; Description: Basketball Tower, (yokosuka Bldg 1315);",55.2,grams,3,100,,2.06E-10,2.95E-10,Alpha Spectroscopy,,Cm-243/244,5.51E-11,uCi/g
200443,8629,SCF-20929,Soil,No,35.293526,139.671843,165.1754982,207.6528975,SSW,4/6/2011 11:29,DOE,"Field Team: DOSE RATE BICRON 250 CPM  WET WEIGHT 92.5 G; Description: Basketball Tower, (yokosuka Bldg 1315);",55.2,grams,3,100,,2.81E-10,3.37E-10,Alpha Spectroscopy,,Np-237,2.55E-10,uCi/g
200445,8629,SCF-20929,Soil,No,35.293526,139.671843,165.1754982,207.6528975,SSW,4/6/2011 11:29,DOE,"Field Team: DOSE RATE BICRON 250 CPM  WET WEIGHT 92.5 G; Description: Basketball Tower, (yokosuka Bldg 1315);",55.2,grams,3,100,,2.50E-10,8.47E-11,Alpha Spectroscopy,,Pu-238,4.69E-10,uCi/g
200447,8629,SCF-20929,Soil,No,35.293526,139.671843,165.1754982,207.6528975,SSW,4/6/2011 11:29,DOE,"Field Team: DOSE RATE BICRON 250 CPM  WET WEIGHT 92.5 G; Description: Basketball Tower, (yokosuka Bldg 1315);",55.2,grams,3,100,,3.86E-10,3.00E-10,Alpha Spectroscopy,,Am-241,8.91E-10,uCi/g
200449,8629,SCF-20929,Soil,No,35.293526,139.671843,165.1754982,207.6528975,SSW,4/6/2011 11:29,DOE,"Field Team: DOSE RATE BICRON 250 CPM  WET WEIGHT 92.5 G; Description: Basketball Tower, (yokosuka Bldg 1315);",55.2,grams,3,100,,5.68E-10,4.36E-10,Alpha Spectroscopy,,Pu-239/240,1.54E-09,uCi/g
