x,y,z,QCLOUD,QGRAUP,QICE,QRAIN,QSNOW,QVAPOR,CLOUD,PRECIP,P,TC,U,V,W,Velocity
15,480,0,0,0,0,0,0,0.013588,0,0,2538.674561,23.526497,2.994992,0.900763,0.000224,3.127515
30,480,0,0,0,0,0,0,0.013,0,0,2533.809814,23.831541,-0.108107,-0.066995,-0.000192,0.127183
45,480,0,0,0,0,0,0,0.012341,0,0,2538.718018,24.143448,-2.040775,-0.391251,-0.001743,2.077942
60,480,0,0,0,0,0,0,0.012939,0,0,2504.618408,24.303772,-2.563321,0.003733,-0.000438,2.563323
75,480,0,0,0,0,0,0,0.012343,0,0,2456.855957,24.650782,-3.754588,0.084115,-0.000805,3.75553
90,480,0,0,0,0,0,0,0.012267,0,0,2429.888428,24.771021,-3.944202,0.192639,-0.000425,3.948903
105,480,0,0,0,0,0,0,0.011795,0,0,2389.69873,24.915461,-4.652831,0.650282,-0.00034,4.698053
120,480,0,0,0,0,0,0,0.01184,0,0,2365.099121,24.94038,-4.968596,1.061252,-0.001361,5.080669
135,480,0,0,0,0,0,0,0.012317,0,0,2314.172119,24.969162,-5.723389,1.348824,-0.001463,5.880179
150,480,0,0,0,0,0,0,0.012765,0,0,2282.595703,25.100832,-5.747927,1.76067,-0.000552,6.011541
165,480,0,0,0,0,0,0,0.01325,0,0,2244.825439,25.334812,-6.331676,2.005412,0.000398,6.641672
180,480,0,0,0,0,0,0,0.013751,0,0,2192.442139,25.58654,-7.103539,1.974544,-0.002313,7.372862
195,480,0,0,0,0,0,0,0.014272,0,0,2138.211426,25.841249,-7.714911,2.38523,-0.001689,8.075219
210,480,0,0,0,0,0,0,0.014851,0,0,2077.803467,26.031353,-8.444023,2.898789,-0.000974,8.927738
225,480,0,0,0,0,0,0,0.015184,0,0,2018.384399,26.245522,-8.762118,3.382148,0.002057,9.392212
240,480,0,0,0,0,0,0,0.015561,0,0,1989.373047,26.501991,-8.02137,4.428638,-0.000514,9.162708
255,480,0,0,0,0,0,0,0.016024,0,0,1929.775269,26.730434,-7.72915,4.411083,-0.000977,8.899293
270,480,0,0,0,0,0,0,0.016508,0,0,1887.105591,26.98189,-7.309721,4.440865,0.000795,8.552971
285,480,0,0,0,0,0,0,0.01686,0,0,1834.301514,27.21339,-6.727466,4.907201,0.001114,8.327029
300,480,0,0,0,0,0,0,0.01687,0,0,1795.677246,27.400463,-6.279605,5.211032,0.00065,8.160166
315,480,0,0,0,0,0,0,0.016714,0,0,1773.618408,27.565723,-5.593721,5.181983,-0.000792,7.625134
330,480,0,0,0,0,0,0,0.016545,0,0,1751.188599,27.689224,-4.717833,5.416945,0.001306,7.1834
345,480,0,0,0,0,0,0,0.016485,0,0,1729.86731,27.784365,-4.572077,5.001657,-0.000484,6.776464
360,480,0,0,0,0,0,0,0.016553,0,0,1695.599854,27.834402,-4.458849,4.609884,-0.002273,6.413453
375,480,0,0,0,0,0,0,0.016652,0,0,1672.117798,27.84465,-4.524997,4.13473,-0.002189,6.129567
390,480,0,0,0,0,0,0,0.016841,0,0,1658.469971,27.824654,-4.356076,3.671169,-0.000599,5.696743
405,480,0,0,0,0,0,0,0.017248,0,0,1640.209473,27.75535,-4.05021,3.394191,0.000005,5.284386
420,480,0,0,0,0,0,0,0.017385,0,0,1613.19812,27.730032,-3.885503,3.071766,0.000985,4.953068
435,480,0,0,0,0,0,0,0.017396,0,0,1588.749268,27.722223,-3.657153,2.754924,-0.00015,4.578687
450,480,0,0,0,0,0,0,0.01734,0,0,1569.890991,27.706425,-3.617712,1.915297,-0.001743,4.093434
465,480,0,0,0,0,0,0,0.017643,0,0,1555.656494,27.583208,-3.329849,1.567843,-0.000021,3.680493
480,480,0,0,0,0,0,0,0.017677,0,0,1546.02478,27.550663,-3.457054,1.006667,-0.000979,3.600639
495,480,0,0,0,0,0,0,0.01774,0,0,1528.313232,27.589294,-4.308215,0.50728,-0.001386,4.337978
0,495,0,0,0,0,0.000006,0,0.01397,0,0.000006,2463.282471,23.324097,2.491702,3.809061,-0.011748,4.551665
15,495,0,0,0,0,0,0,0.013529,0,0,2521.099854,23.631199,2.108378,0.024944,-0.003454,2.108528
30,495,0,0,0,0,0,0,0.01238,0,0,2544.192139,23.931366,0.752991,0.400557,-0.004599,0.852915
45,495,0,0,0,0,0,0,0.012221,0,0,2523.997559,24.138943,-1.520591,0.977485,0.000606,1.807671
60,495,0,0,0,0,0,0,0.012434,0,0,2519.230469,24.337471,-1.97402,1.072994,0.000639,2.246792
75,495,0,0,0,0,0,0,0.012468,0,0,2481.52832,24.553778,-3.132442,0.729569,0.003176,3.216283
90,495,0,0,0,0,0,0,0.012199,0,0,2450.783936,24.785095,-3.35411,1.062802,0.000781,3.518466
105,495,0,0,0,0,0,0,0.01208,0,0,2417.188477,24.92621,-3.872061,1.166945,0.00072,4.044085
120,495,0,0,0,0,0,0,0.012198,0,0,2396.156006,24.974159,-4.111774,1.791677,0.002005,4.485175
135,495,0,0,0,0,0,0,0.012469,0,0,2340.768066,25.019541,-4.864748,1.633363,-0.000091,5.131631
150,495,0,0,0,0,0,0,0.012973,0,0,2305.687256,25.122093,-5.619128,1.752616,0.001254,5.886107
165,495,0,0,0,0,0,0,0.013448,0,0,2263.529785,25.304974,-5.877387,2.088128,0.001802,6.237304
180,495,0,0,0,0,0,0,0.013915,0,0,2223.291016,25.544163,-6.272982,2.057715,-0.001683,6.601855
195,495,0,0,0,0,0,0,0.014486,0,0,2163.768066,25.771559,-7.362305,2.288092,0.000813,7.709662
210,495,0,0,0,0,0,0,0.014991,0,0,2104.183838,25.993774,-7.756532,2.839201,0.001292,8.259833
225,495,0,0,0,0,0,0,0.015353,0,0,2057.780273,26.204666,-7.831463,3.119618,0.000778,8.429936
240,495,0,0,0,0,0,0,0.015694,0,0,2011.306274,26.436388,-7.897485,3.36365,0.000117,8.583961
255,495,0,0,0,0,0,0,0.016106,0,0,1965.572632,26.70709,-7.578313,3.702842,-0.000458,8.434564
270,495,0,0,0,0,0,0,0.016524,0,0,1910.003906,26.939352,-7.534858,3.777832,0.001588,8.428885
285,495,0,0,0,0,0,0,0.016912,0,0,1886.344238,27.163952,-6.562882,4.348115,0.001091,7.872581
300,495,0,0,0,0,0,0,0.01712,0,0,1859.593994,27.361624,-5.715201,4.400662,0.00004,7.213137
315,495,0,0,0,0,0,0,0.017131,0,0,1800.559448,27.508038,-5.808194,4.123033,-0.001978,7.122817
330,495,0,0,0,0,0,0,0.017105,0,0,1770.981201,27.64933,-5.336595,4.291319,0.001047,6.847968
345,495,0,0,0,0,0,0,0.017023,0,0,1748.969482,27.767542,-4.731618,4.083892,0.000845,6.250311
360,495,0,0,0,0,0,0,0.016984,0,0,1719.911621,27.846029,-4.638104,3.808426,0.000556,6.001343
375,495,0,0,0,0,0,0,0.016992,0,0,1696.860474,27.89035,-4.37271,3.514919,0.000593,5.610281
390,495,0,0,0,0,0,0,0.017064,0,0,1661.671509,27.869156,-4.744934,3.226583,0.000638,5.738051
405,495,0,0,0,0,0,0,0.01718,0,0,1638.974365,27.829811,-4.692197,2.968374,-0.000744,5.552293
420,495,0,0,0,0,0,0,0.017376,0,0,1626.493896,27.775965,-4.587065,2.520969,-0.001278,5.234162
435,495,0,0,0,0,0,0,0.017534,0,0,1604.917969,27.715231,-4.23174,2.274706,0.001292,4.804364
450,495,0,0,0,0,0,0,0.017629,0,0,1575.795166,27.65572,-4.093517,1.922476,0.001683,4.522477
465,495,0,0,0,0,0,0,0.017638,0,0,1554.348267,27.599195,-3.986425,1.461637,0.001401,4.245936
480,495,0,0,0,0,0,0,0.017596,0,0,1552.093506,27.55652,-3.376873,1.208844,0.000359,3.586722
495,495,0,0,0,0,0,0,0.017571,0,0,1536.369141,27.51553,-3.548017,0.561886,0.00082,3.592234
0,0,5,0,0,0,0,0,0.008171,0,0,1864.214355,16.947414,-4.453556,5.67603,-0.101146,7.215379
15,0,5,0,0,0,0,0,0.00796,0,0,1840.944946,16.72904,-6.405437,5.105832,-0.011838,8.191415
30,0,5,0,0,0,0,0,0.00775,0,0,1845.318481,16.482973,-8.116351,4.430977,0.006283,9.247094
45,0,5,0,0,0,0,0,0.00751,0,0,1845.460815,16.341034,-9.311602,3.660777,-0.018493,10.005376
60,0,5,0,0,0,0,0,0.007079,0,0,1778.805786,16.461391,-9.872367,2.786088,0.046368,10.258073
75,0,5,0,0,0,0,0,0.006855,0,0,1745.898193,16.560421,-9.77697,1.906261,-0.008233,9.961076
90,0,5,0,0,0,0,0,0.00691,0,0,1721.767456,16.710234,-9.161088,1.071048,-0.008278,9.223489
105,0,5,0,0,0,0,0,0.006997,0,0,1682.32666,16.999117,-8.523737,0.345466,0.045334,8.530855
120,0,5,0,0,0,0,0,0.007178,0,0,1664,17.331451,-7.619859,-0.280271,0.092914,7.625578
135,0,5,0,0,0,0,0,0.007058,0,0,1638.315918,17.706779,-6.836132,-0.766757,0.061811,6.879276
150,0,5,0,0,0,0,0,0.006626,0,0,1638.059326,18.012085,-5.976344,-1.189552,0.006107,6.093584
165,0,5,0,0,0,0,0,0.006471,0,0,1566.363159,18.214867,-5.482978,-1.670792,0.087732,5.732564
180,0,5,0,0,0,0,0,0.006394,0,0,1602.397339,18.147142,-5.23919,-2.307742,-0.020957,5.724965
195,0,5,0,0,0,0,0,0.006082,0,0,1550.474609,17.813305,-5.802238,-3.285206,0.049198,6.667905
210,0,5,0,0,0,0,0,0.005641,0,0,1492.770142,17.393936,-6.221353,-4.533564,0.037605,7.698042
225,0,5,0,0,0,0,0,0.005295,0,0,1415.092041,17.067085,-6.516344,-5.935727,0.037084,8.814588
240,0,5,0,0,0,0,0,0.005215,0,0,1374.384277,16.866951,-6.75535,-7.214789,-0.068348,9.883957
255,0,5,0,0,0,0,0,0.005483,0,0,1317.281494,16.956001,-7.11229,-8.057732,-0.051007,10.747758
270,0,5,0,0,0,0,0,0.005519,0,0,1292.937012,17.36763,-6.883311,-8.158933,-0.024824,10.674679
285,0,5,0,0,0,0,0,0.004965,0,0,1243.557373,18.081951,-6.504189,-7.324556,-0.030038,9.795637
300,0,5,0,0,0,0,0,0.005342,0,0,1181.856689,18.653992,-6.218602,-6.271474,-0.032424,8.831956
315,0,5,0,0,0,0,0,0.00724,0,0,1112.860596,18.957575,-5.98823,-5.331992,0.019468,8.018068
330,0,5,0,0,0,0,0,0.00927,0,0,1032.042725,18.969357,-6.255046,-5.01194,0.074513,8.015653
345,0,5,0,0,0,0,0,0.011418,0,0,990.312012,18.776398,-6.443242,-5.112141,0.313471,8.230894
360,0,5,0,0,0,0.000001,0,0.012913,0,0.000001,951.05481,18.687435,-7.039663,-4.934801,0.561217,8.61534
375,0,5,0,0,0,0,0,0.013944,0,0,938.40155,18.719423,-7.100327,-4.456155,0.071369,8.383142
390,0,5,0,0,0,0,0,0.014136,0,0,876.449219,18.862339,-6.496849,-3.368773,0.042678,7.318435
405,0,5,0,0,0,0,0,0.014134,0,0,841.881897,19.110968,-5.392881,-2.299852,0.047015,5.862994
420,0,5,0,0,0,0,0,0.013957,0,0,810.728882,19.387211,-3.507727,-1.885787,0.063562,3.983012
435,0,5,0,0,0,0,0,0.013556,0,0,790.083435,19.684641,-1.533157,-2.003632,0.081129,2.524221
450,0,5,0,0,0,0,0,0.012871,0,0,782.689087,20.011692,-0.117157,-2.840222,0.058307,2.843236
465,0,5,0,0,0,0,0,0.012216,0,0,782.784729,20.318827,0.56754,-3.270581,0.005817,3.319463
480,0,5,0,0,0,0,0,0.011608,0,0,783.896667,20.594965,0.38044,-3.094717,-0.033011,3.118188
495,0,5,0,0,0,0,0,0.011878,0,0,767.715759,20.700237,-0.02779,-2.584862,-0.037005,2.585276
0,15,5,0,0,0,0,0,0.008024,0,0,1873.499756,16.917671,-4.153162,4.456168,-0.063884,6.09182
15,15,5,0,0,0,0,0,0.007938,0,0,1883.462524,16.294588,-7.323194,4.182699,-0.036716,8.433593
30,15,5,0,0,0,0,0,0.008176,0,0,1902.189941,16.128414,-8.969191,3.226282,-0.009293,9.531808
45,15,5,0,0,0,0,0,0.007963,0,0,1878.834717,16.090515,-9.91259,2.735541,-0.023456,10.28315
60,15,5,0,0,0,0,0,0.007587,0,0,1824.097656,16.021391,-10.098278,2.151334,-0.024553,10.324924
75,15,5,0,0,0,0,0,0.007184,0,0,1777.783081,15.931522,-9.940227,1.034181,-0.083424,9.994228
90,15,5,0,0,0,0,0,0.006593,0,0,1739.860229,16.056866,-9.603479,-0.048185,0.007963,9.603603
105,15,5,0,0,0,0,0,0.006489,0,0,1713.406006,16.057032,-9.192535,0.532811,-0.012029,9.207972
120,15,5,0,0,0,0,0,0.007184,0,0,1674.520264,16.265011,-9.479198,0.489448,-0.035069,9.491891
135,15,5,0,0,0,0,0,0.007389,0,0,1657.260498,17.301495,-7.363037,-0.408307,0.011725,7.374359
150,15,5,0,0,0,0,0,0.006284,0,0,1594.477539,17.745714,-8.54557,-1.727216,-0.022085,8.718402
165,15,5,0,0,0,0,0,0.007865,0,0,1774.750977,16.660978,-4.175766,-1.441045,-0.061618,4.417853
180,15,5,0,0,0,0,0,0.00505,0,0,1684.141724,17.916039,-4.429495,-1.20897,0.015512,4.591544
195,15,5,0,0,0,0,0,0.005424,0,0,1555.308716,16.153717,-9.825681,-4.647615,0.061832,10.869597
210,15,5,0,0,0,0,0,0.004385,0,0,1512.918213,15.895741,-10.364533,-5.52304,0.005819,11.744256
225,15,5,0,0,0,0,0,0.005312,0,0,1411.491943,16.020969,-7.773084,-4.463696,0.013737,8.963571
240,15,5,0,0,0,0,0,0.004914,0,0,1348.523926,16.621786,-6.088351,-3.760845,0.02915,7.156313
255,15,5,0,0,0,0,0,0.005418,0,0,1312.127563,16.951567,-6.121587,-6.326449,0.010242,8.803288
270,15,5,0,0,0,0,0,0.004475,0,0,1283.610107,17.654844,-7.026684,-4.901624,0.016079,8.567407
285,15,5,0,0,0,0,0,0.005314,0,0,1228.225952,18.37546,-6.018589,-4.197989,0.012269,7.338028
300,15,5,0,0,0,0,0,0.008024,0,0,1163.186401,18.294529,-6.136844,-2.702863,0.015292,6.705711
315,15,5,0,0,0,0,0,0.011971,0,0,1084.192505,17.634832,-5.791057,-2.274565,-0.007507,6.22174
330,15,5,0,0,0,0,0,0.011422,0,0,1015.086975,18.410507,-6.917902,-7.006919,-0.029843,9.846582
345,15,5,0,0,0,0,0,0.01188,0,0,1015.687012,18.762314,-8.351955,-4.84652,-0.033219,9.656346
360,15,5,0,0,0,0.00005,0,0.014297,0,0.00005,986.152954,17.858513,-9.436295,-4.687715,-0.036983,10.536589
375,15,5,0,0,0,0,0,0.013637,0,0,937.468994,19.075504,-9.31074,-3.807788,0.075342,10.059564
390,15,5,0,0,0,0,0,0.013742,0,0,882.639099,19.10643,-6.377818,-2.034421,-0.002777,6.694434
405,15,5,0,0,0,0,0,0.013924,0,0,854.827881,19.135174,-8.939999,-2.752172,-0.027021,9.354077
420,15,5,0,0,0,0,0,0.01503,0,0,807.756897,18.954111,-6.460567,-4.436932,-0.020155,7.837455
435,15,5,0,0,0,0,0,0.015314,0,0,797.975159,19.080725,-2.953809,-4.486324,-0.043216,5.371588
450,15,5,0,0,0,0,0,0.014011,0,0,776.536865,19.607704,-1.63565,-2.628983,-0.009846,3.096288
465,15,5,0,0,0,0,0,0.013395,0,0,785.308655,19.651394,0.189342,-4.370764,0.027193,4.374948
480,15,5,0,0,0,0,0,0.011108,0,0,779.445801,20.597557,1.768268,-4.492417,0.005111,4.827899
495,15,5,0,0,0,0,0,0.009408,0,0,775.509644,21.295105,2.018823,-1.605843,0.004925,2.579613
0,30,5,0,0,0,0,0,0.007862,0,0,1886.893311,16.801708,-4.118213,3.40465,-0.043645,5.343522
15,30,5,0,0,0,0,0,0.007907,0,0,1906.139893,16.318024,-6.418324,3.597414,-0.035833,7.357822
30,30,5,0,0,0,0,0,0.007822,0,0,1916.450806,16.145782,-7.673223,3.12063,-0.048231,8.283659
45,30,5,0,0,0,0,0,0.007466,0,0,1886.71106,16.126921,-9.064914,0.641482,-0.010513,9.087588
60,30,5,0,0,0,0,0,0.007473,0,0,1833.843628,15.932034,-8.749832,0.305776,0.002023,8.755174
75,30,5,0,0,0,0,0,0.007116,0,0,1798.695801,15.825448,-9.233692,-0.886362,0.025507,9.276172
90,30,5,0,0,0,0,0,0.006614,0,0,1747.056519,15.849236,-8.765139,-1.069277,0.017302,8.830136
105,30,5,0,0,0,0,0,0.006863,0,0,1716.799316,16.033436,-7.298036,-0.946065,-0.004425,7.359102
120,30,5,0,0,0,0,0,0.007212,0,0,1695.958984,16.519766,-8.931371,-1.470915,-0.042506,9.051784
135,30,5,0,0,0,0,0,0.007479,0,0,1733.705688,16.999779,-8.994431,-3.34177,-0.089128,9.59558
150,30,5,0,0,0,0,0,0.006396,0,0,1587.998779,17.944664,-7.841275,-2.590905,-0.037484,8.258316
165,30,5,0,0,0,0,0,0.0061,0,0,1798.002686,16.812452,-1.402277,3.431274,0.081191,3.707643
180,30,5,0,0,0,0,0,0.005744,0,0,1727.32605,15.876638,-9.562524,-5.776366,-0.047263,11.171863
195,30,5,0,0,0,0,0,0.004669,0,0,1540.834351,15.769682,-12.192165,-7.429347,0.014374,14.277405
210,30,5,0,0,0,0,0,0.005761,0,0,1475.976074,15.44068,-10.222565,-4.860713,-0.014512,11.319345
225,30,5,0,0,0,0,0,0.005692,0,0,1407.728149,15.813751,-8.114681,-5.175457,0.037152,9.624697
240,30,5,0,0,0,0,0,0.005424,0,0,1347.850342,16.436522,-5.138557,-6.440836,0.045112,8.23961
255,30,5,0,0,0,0,0,0.004361,0,0,1306.692261,17.124542,-8.250021,-8.087259,0.038202,11.552838
270,30,5,0,0,0,0,0,0.005307,0,0,1285.886597,17.139471,-6.804972,-5.574289,0.069535,8.796885
285,30,5,0,0,0,0,0,0.00628,0,0,1197.317139,17.737307,-5.712432,-4.474166,0.001146,7.256035
300,30,5,0,0,0,0,0,0.009466,0,0,1139.800171,17.552353,-4.656076,-3.921129,-0.048592,6.087418
315,30,5,0,0,0,0,0,0.011863,0,0,1084.612549,17.265295,-3.344591,-7.493421,-0.024084,8.205987
330,30,5,0,0,0,0,0,0.011387,0,0,1042.264648,18.141418,-7.350729,-8.313577,-0.02754,11.097276
345,30,5,0,0,0,0,0,0.013114,0,0,1008.239014,17.456528,-8.620111,-5.259462,0.057891,10.0981
360,30,5,0,0,0,0,0,0.012922,0,0,959.430908,18.755898,-7.857026,-4.320894,0.009862,8.966777
375,30,5,0,0,0,0,0,0.01384,0,0,943.100159,18.732965,-8.251186,-4.63872,-0.066178,9.465948
390,30,5,0,0,0,0,0,0.014285,0,0,912.205261,18.885374,-6.343183,-4.356168,-0.011262,7.694953
405,30,5,0,0,0,0,0,0.014811,0,0,823.101929,18.880058,-5.596974,-2.116202,-0.020244,5.983715
420,30,5,0,0,0,0.000034,0,0.014156,0,0.000034,834.543335,19.345573,-6.634905,-2.295806,-0.030557,7.020942
435,30,5,0,0,0,0.000002,0,0.014768,0,0.000002,796.679932,19.486578,-5.674056,-0.827827,0.078874,5.734669
450,30,5,0,0,0,0,0,0.014513,0,0,772.980652,19.506205,-4.863727,-2.462342,0.011597,5.451523
465,30,5,0,0,0,0,0,0.013978,0,0,796.891724,19.284565,-0.634208,-3.326316,0.013943,3.386266
480,30,5,0,0,0,0,0,0.011804,0,0,759.317932,20.263573,1.623172,0.009385,-0.005675,1.623209
495,30,5,0,0,0,0,0,0.010921,0,0,748.922485,21.080765,3.339799,0.078371,0.021709,3.340789
0,45,5,0,0,0,0,0,0.007665,0,0,1898.290161,16.656376,-4.439242,2.5979,-0.024935,5.143595
15,45,5,0,0,0,0,0,0.008424,0,0,1939.452148,16.058716,-5.177226,1.999265,0.016819,5.549866
30,45,5,0,0,0,0,0,0.007754,0,0,1969.077393,15.873261,-8.577588,0.990939,0.000888,8.634639
45,45,5,0,0,0,0,0,0.007384,0,0,1919.94104,15.640731,-9.48922,-0.488627,-0.018942,9.50181
60,45,5,0,0,0,0,0,0.007104,0,0,1854.715454,15.6961,-9.089066,-0.417145,-0.019497,9.098654
75,45,5,0,0,0,0,0,0.006421,0,0,1773.03125,15.919483,-8.763213,-1.721739,-0.017452,8.930767
90,45,5,0,0,0,0,0,0.006841,0,0,1719.923096,15.986085,-7.792371,-0.991515,-0.010713,7.855206
105,45,5,0,0,0,0,0,0.007452,0,0,1724.077759,16.202587,-6.372211,-0.999967,-0.055367,6.450432
120,45,5,0,0,0,0,0,0.006432,0,0,1709.438843,16.890308,-8.951068,-0.779771,-0.021009,8.984993
135,45,5,0,0,0,0,0,0.006789,0,0,1794.417114,16.932629,-7.971947,-1.22556,0.025089,8.065641
150,45,5,0,0,0,0,0,0.006093,0,0,1725.882568,16.931522,-10.404097,0.340818,-0.186418,10.411346
165,45,5,0,0,0,0,0,0.006271,0,0,1836.361206,15.687909,-7.409652,-1.728111,0.140548,7.6098
180,45,5,0,0,0,0,0,0.005427,0,0,1598.732056,15.569607,-10.639709,-7.234765,-0.066973,12.866612
195,45,5,0,0,0,0,0,0.005804,0,0,1517.254883,15.255003,-11.265787,-7.005055,0.025566,13.266101
210,45,5,0,0,0,0,0,0.006283,0,0,1447.854492,15.269104,-9.991734,-6.525494,0.02952,11.933887
225,45,5,0,0,0,0,0,0.006348,0,0,1380.954102,15.815417,-8.160515,-6.613639,0.024686,10.504039
240,45,5,0,0,0,0,0,0.006378,0,0,1329.317993,15.956842,-8.036377,-8.63654,0.03795,11.79723
255,45,5,0,0,0,0,0,0.006695,0,0,1274.687744,16.361418,-9.025723,-9.092154,0.009886,12.811364
270,45,5,0,0,0,0,0,0.006808,0,0,1227.327515,16.743921,-8.058603,-7.255064,-0.027536,10.843329
285,45,5,0,0,0,0,0,0.007748,0,0,1192.754395,17.067219,-5.506699,-6.466231,0.01008,8.49329
300,45,5,0,0,0,0,0,0.009799,0,0,1117.101074,16.729624,-3.991042,-6.583335,-0.020507,7.698645
315,45,5,0,0,0,0,0,0.009823,0,0,1064.880737,17.576923,-6.645835,-9.422095,0.003732,11.530092
330,45,5,0,0,0,0,0,0.011935,0,0,1013.135376,17.329298,-8.315883,-8.653897,0.023106,12.001849
345,45,5,0.000359,0,0,0.00003,0,0.014083,0.000359,0.00003,1003.203003,17.433887,-7.974537,-7.745807,0.207687,11.119078
360,45,5,0,0,0,0,0,0.013237,0,0,959.672302,18.104557,-7.323097,-6.903195,-0.025076,10.06392
375,45,5,0.000019,0,0,0,0,0.014656,0.000019,0,909.95874,18.069933,-6.944049,-5.412115,0.046974,8.804147
390,45,5,0,0,0,0,0,0.014583,0,0,890.474854,18.765778,-5.85356,-4.289698,0.021074,7.257143
405,45,5,0,0,0,0,0,0.013667,0,0,846.075867,19.435726,-5.835457,-3.374124,-0.025777,6.740767
420,45,5,0,0,0,0,0,0.013916,0,0,825.41217,19.6189,-7.772683,-3.956329,0.030359,8.721701
435,45,5,0,0,0,0,0,0.01454,0,0,811.152771,19.567343,-6.475712,-4.236053,-0.028791,7.738205
450,45,5,0,0,0,0,0,0.015836,0,0,761.953613,19.389482,-1.607102,-4.632881,0.017857,4.903742
465,45,5,0,0,0,0,0,0.013953,0,0,783.059021,19.684519,0.187755,-2.342546,-0.00173,2.350059
480,45,5,0.000201,0,0,0.000028,0,0.016153,0.000201,0.000028,1075.943604,19.832264,1.206108,-1.518796,0.753033,2.080504
495,45,5,0,0,0,0,0,0.012024,0,0,754.005066,20.73402,2.810009,-0.72775,0.062084,2.903381
0,60,5,0,0,0,0,0,0.007476,0,0,1926.651001,16.51716,-5.140916,1.84546,-0.012251,5.462133
15,60,5,0,0,0,0,0,0.007141,0,0,1977.03064,16.229366,-6.555563,0.662033,-0.044548,6.589058
30,60,5,0,0,0,0,0,0.007485,0,0,1972.098022,15.608732,-8.906762,-0.422051,0.002616,8.916757
45,60,5,0,0,0,0,0,0.006754,0,0,1912.042969,15.518349,-8.995335,-0.654313,-0.029447,9.019149
60,60,5,0,0,0,0,0,0.006395,0,0,1833.044678,15.710939,-9.645056,-2.762044,0.033086,10.032801
75,60,5,0,0,0,0,0,0.006551,0,0,1770.624268,16.158743,-8.915201,-1.22854,0.000987,8.999451
90,60,5,0,0,0,0,0,0.006563,0,0,1737.464111,16.774107,-8.203325,-1.738879,0.017464,8.385615
105,60,5,0,0,0,0,0,0.007469,0,0,1785.748535,16.533195,-6.178234,-2.239469,-0.03922,6.571707
120,60,5,0,0,0,0,0,0.006703,0,0,1805.064575,16.402779,-9.889875,0.262116,-0.039038,9.893426
135,60,5,0,0,0,0,0,0.007328,0,0,1870.918945,15.978099,-9.385112,-0.159046,-0.094799,9.386938
150,60,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
165,60,5,0,0,0,0,0,0.00573,0,0,1670.084595,15.399778,-12.629613,-7.136772,-0.039806,14.506627
180,60,5,0,0,0,0,0,0.005781,0,0,1578.311523,15.290343,-12.842535,-8.276556,-0.038643,15.278534
195,60,5,0,0,0,0,0,0.006198,0,0,1498.947021,15.347795,-12.684264,-7.49619,-0.03406,14.733791
210,60,5,0,0,0,0,0,0.006585,0,0,1426.130005,15.342577,-10.74158,-7.874035,-0.000636,13.318481
225,60,5,0,0,0,0,0,0.007076,0,0,1372.147583,15.581792,-8.975362,-8.991459,0.02535,12.704492
240,60,5,0,0,0,0,0,0.007721,0,0,1302.317627,15.696039,-11.235054,-10.737956,-0.012284,15.541245
255,60,5,0,0,0,0,0,0.008425,0,0,1251.1427,15.832211,-10.397598,-10.811342,-0.036418,14.999884
270,60,5,0,0,0,0,0,0.00845,0,0,1198.237061,16.598166,-8.734163,-8.88257,0.014947,12.457363
285,60,5,0,0,0,0,0,0.009429,0,0,1119.950439,16.481401,-5.805121,-8.424583,0.023253,10.23101
300,60,5,0,0,0,0,0,0.011192,0,0,1066.92395,16.2229,-5.555855,-9.846135,0.036024,11.305538
315,60,5,0,0,0,0,0,0.011731,0,0,1028.478516,16.760521,-6.851058,-9.527536,0.000506,11.73503
330,60,5,0.000026,0,0,0,0,0.01307,0.000026,0,981.531311,16.289297,-7.866422,-8.813847,-0.049795,11.813846
345,60,5,0,0,0,0.000005,0,0.013119,0,0.000005,955.872559,17.401979,-5.392849,-8.163822,-0.108103,9.78481
360,60,5,0,0,0,0,0,0.01356,0,0,900.087036,17.881405,-6.823779,-7.610241,-0.010489,10.221539
375,60,5,0.00004,0,0,0,0,0.0147,0.00004,0,851.996948,18.10207,-5.908463,-7.447598,0.137829,9.507663
390,60,5,0,0,0,0,0,0.014239,0,0,863.261108,18.79179,-5.817225,-4.808067,0.087963,7.547539
405,60,5,0,0,0,0,0,0.014676,0,0,828.329468,19.315439,-5.528474,-3.838105,0.128026,6.73138
420,60,5,0,0,0,0,0,0.013524,0,0,793.223083,19.851652,-6.159389,-4.646563,-0.01517,7.715495
435,60,5,0,0,0,0,0,0.014757,0,0,762.617249,19.110579,-7.338029,-4.273093,0.025901,8.491564
450,60,5,0,0,0,0.001252,0,0.014749,0,0.001252,855.781616,19.000521,-6.214517,1.848987,-0.228892,6.487786
465,60,5,0,0,0,0,0,0.01341,0,0,683.067261,20.768137,0.825276,1.903277,0.063335,2.075464
480,60,5,0,0,0,0,0,0.012483,0,0,762.903381,20.208256,1.382878,-1.270157,-0.061211,1.878669
495,60,5,0,0,0,0,0,0.01181,0,0,766.48877,20.76049,2.798296,-0.690907,-0.016541,2.882376
0,75,5,0,0,0,0,0,0.007361,0,0,1950.282227,16.355585,-6.020149,1.11148,-0.019619,6.121925
15,75,5,0,0,0,0,0,0.007867,0,0,2027.09729,15.596048,-7.881567,0.858193,-0.025128,7.928192
30,75,5,0,0,0,0,0,0.007444,0,0,1989.340698,15.398303,-8.578339,-1.28437,-0.030094,8.674007
